term,contrast,null.value,estimate,conf.low,conf.high,adj.p.value
institution_type,Power Plant-Fortune 500 HQ,0,-47.230920735687214,-51.31298043352771,-43.148861037846714,1.0332303013171895e-8
institution_type,Sports Venue-Fortune 500 HQ,0,-12.864569422089673,-17.592869875698632,-8.136268968480712,1.0888918655638236e-8
institution_type,Sports Venue-Power Plant,0,34.36635131359754,31.737264223842068,36.99543840335301,1.0332303013171895e-8
