term,contrast,null.value,estimate,conf.low,conf.high,adj.p.value
institution_type,Power Plant-Fortune 500 HQ,0,-103.49514576531548,-108.2421043618651,-98.74818716876587,2.2069029270710416e-8
institution_type,Sports Venue-Fortune 500 HQ,0,-48.42558102608126,-53.5822536104323,-43.26890844173022,2.2069029270710416e-8
institution_type,Sports Venue-Power Plant,0,55.06956473923423,52.685310680603735,57.45381879786473,2.2069029270710416e-8
