name,institution_type,impervious_surface
IL17021 Brush Creek I CSG,Power Plant,0
Maple(CSG),Power Plant,0
Segunda II (CSG),Power Plant,0
Woodlawn II (CSG),Power Plant,0
Dodds (CSG),Power Plant,0
Olmstead II CSG,Power Plant,0
Wolfcastle,Power Plant,69
Holliday Creek Solar,Power Plant,0
"Elektron Solar, LLC",Power Plant,0
"Castle Solar, LLC",Power Plant,1
Morgan Solar 1 CSG,Power Plant,51
Morgan Solar 1b CSG,Power Plant,40
Tierra Buena Energy Storage,Power Plant,37
Goldman Sachs Carports Solar,Power Plant,68
Fuel Cell 3245 Yates Avenue,Power Plant,96
Fuel Cell 18A Sneden Avenue,Power Plant,71
Fuel Cell 18B Sneden Avenue,Power Plant,84
Glass Sands Wind Facility,Power Plant,0
Amazon PSP1,Power Plant,74
John Hopkins Middle School Microgrid,Power Plant,83
FDX010.0 FedEx Fuel Cell,Power Plant,54
Arbor Hill Solar,Power Plant,80
Blue Springs,Power Plant,0
Old Middleboro Road Solar,Power Plant,0
Ocean State BTM,Power Plant,0
Rumford ESS,Power Plant,74
Madison BTM,Power Plant,0
Madison ESS,Power Plant,0
Redwood Coast Airport Microgrid,Power Plant,0
WAL194,Power Plant,93
WAL202,Power Plant,93
WAL266,Power Plant,63
WAL284,Power Plant,89
WAL407,Power Plant,100
WAL414,Power Plant,51
WAL447,Power Plant,100
WAL452,Power Plant,86
WAL456,Power Plant,90
WAL461,Power Plant,100
IGS Frankfort 2 CSG,Power Plant,83
Hermsdorf Solar,Power Plant,10
Kearsarge Westerly,Power Plant,0
Kearsarge Fogland,Power Plant,0
Kearsarge East Providence,Power Plant,0
Long John CSG,Power Plant,34
Woodlawn CSG,Power Plant,0
Hurricane Creek CSG,Power Plant,50
Viking Solar CSG,Power Plant,95
Freehold(CSG),Power Plant,2
Moraine CSG,Power Plant,18
OER Checkerspot,Power Plant,10
WAL462,Power Plant,91
WAL504,Power Plant,100
WAL522,Power Plant,100
WAL529,Power Plant,97
WAL536,Power Plant,73
WAL537,Power Plant,91
WAL546,Power Plant,99
WAL565,Power Plant,73
WAL602,Power Plant,91
WAL744,Power Plant,100
WAL752,Power Plant,87
WAL768,Power Plant,100
WAL772,Power Plant,100
WAL791,Power Plant,88
WAL849,Power Plant,63
WAL872,Power Plant,78
WAL896,Power Plant,100
WAL897,Power Plant,100
WAL940,Power Plant,96
WAL947,Power Plant,98
Upton County BESS,Power Plant,27
WAL972,Power Plant,100
WAL1040,Power Plant,85
WAL1062,Power Plant,100
WAL1103,Power Plant,40
WAL1232,Power Plant,78
"Energix Leatherwood, LLC",Power Plant,1
Connexus Solar Stanford 1STF,Power Plant,0
"Broadway Road Solar, LLC",Power Plant,0
FELPS 1 - Calaveras,Power Plant,0
"Wyse Fork Solar Farm, LLC",Power Plant,0
FELPS 2 - Calaveras,Power Plant,0
FELPS 3 - Floresville South,Power Plant,0
FELPS 4 - Floresville South,Power Plant,0
FELPS 5- Floresville South,Power Plant,0
FELPS 6- Floresville West,Power Plant,0
FELPS 7- Floresville West,Power Plant,0
WAL1272,Power Plant,100
"Brightwood Solar, LLC",Power Plant,0
Oak Leaf Solar XVIII LLC,Power Plant,0
"Yellowbud Solar, LLC",Power Plant,0
Catalina Express,Power Plant,88
Marina South,Power Plant,90
"SR Clay, LLC",Power Plant,7
"SR Cedar Springs, LLC",Power Plant,0
"SR DeSoto I, LLC",Power Plant,0
"SR Turkey Creek, LLC",Power Plant,3
"SR Washington I, LLC",Power Plant,0
Three Rivers Solar LLC,Power Plant,0
Prairie,Power Plant,99
Daggett 2,Power Plant,71
Daggett 3,Power Plant,71
New Market Solar,Power Plant,0
Primient,Power Plant,91
Calhoun Solar,Power Plant,0
"IP Radian, LLC",Power Plant,0
Billings Road,Power Plant,0
Deer Creek 2,Power Plant,67
Strobus,Power Plant,50
ER Salvage Yard,Power Plant,0
USS Wildcat Solar LLC,Power Plant,0
Slayton Settlement Road Solar CSG,Power Plant,0
Keeversville Solar CSG,Power Plant,0
Helen CSG 1 LLC,Power Plant,37
USS Quail Solar LLC,Power Plant,2
USS Danube Solar LLC,Power Plant,0
"Panorama Wind, LLC",Power Plant,0
Pittsburgh Airport Gas Plant,Power Plant,90
PG Solar 1,Power Plant,0
276 Federal Rd(CSG),Power Plant,6
0 Hammond St CSG,Power Plant,25
Edwards Sanborn E3,Power Plant,0
Edwards Sanborn E1A,Power Plant,0
Edwards Sanborn E2,Power Plant,0
Venture 1 - 1A CSG,Power Plant,0
NMSU Solar and Storage,Power Plant,61
Woodfin Solar,Power Plant,65
WAL1455,Power Plant,97
WAL1801,Power Plant,98
WAL2257,Power Plant,98
WAL2439,Power Plant,1
WAL2667,Power Plant,90
WAL2724,Power Plant,96
WAL2883,Power Plant,99
WAL2980,Power Plant,100
WAL2993,Power Plant,100
"TPE Erath Solar, LLC",Power Plant,0
WAL3224,Power Plant,100
WAL3226,Power Plant,100
WAL3284,Power Plant,91
WAL3285,Power Plant,78
WAL3297,Power Plant,100
WAL3298,Power Plant,96
WAL3302,Power Plant,100
WAL3320,Power Plant,64
WAL3390,Power Plant,99
"Cuba 2.5ac, LLC",Power Plant,0
Mt. Morris Solar CSG,Power Plant,0
Hazel,Power Plant,0
Fountain,Power Plant,14
Scarlet Solar (CA),Power Plant,0
Luciana,Power Plant,0
Brighter Future Solar,Power Plant,0
Trona Solar III,Power Plant,0
Flower Valley I,Power Plant,24
Swoose I,Power Plant,0
Triple Butte I,Power Plant,0
"NorthropGrummanSolar(Rolling Meadows,IL)",Power Plant,92
FedEx Chicago Solar Facility,Power Plant,98
"GE-Hitachi Solar - Morris, IL",Power Plant,0
WAL3406,Power Plant,100
WAL3425,Power Plant,97
WAL3432,Power Plant,76
WAL3500,Power Plant,100
WAL3510,Power Plant,100
Aktina Solar,Power Plant,44
Edwards Sanborn S3,Power Plant,0
Edwards Sanborn S1,Power Plant,0
Stockton (MN),Power Plant,0
Capital Hill Solar LLC,Power Plant,89
Rushford Village,Power Plant,59
WAL3518,Power Plant,94
WAL3572,Power Plant,99
WAL3584,Power Plant,86
WAL3631,Power Plant,95
WAL3773,Power Plant,96
WAL3777,Power Plant,100
WAL3827,Power Plant,90
WAL3886,Power Plant,88
WAL4298,Power Plant,82
WAL4509,Power Plant,96
WAL4512,Power Plant,96
WAL4526,Power Plant,100
WAL4538,Power Plant,17
WAL5045,Power Plant,100
WAL5080,Power Plant,93
WAL5091,Power Plant,84
WAL5116,Power Plant,77
WAL5165,Power Plant,95
WAL5211,Power Plant,100
WAL5287,Power Plant,85
WAL5311,Power Plant,78
WAL5312,Power Plant,85
WAL5316,Power Plant,83
WAL5388,Power Plant,93
WAL5479,Power Plant,93
WAL5480,Power Plant,97
WAL5612,Power Plant,95
WAL5713,Power Plant,100
WAL5764,Power Plant,95
WAL6929,Power Plant,94
Rock Island Road Solar Community Solar,Power Plant,0
Bullis Road Solar (CSG),Power Plant,0
SV Gardner 1 (Lutz) CSG,Power Plant,30
"Fall River Solar, LLC",Power Plant,0
Barron Solar Array,Power Plant,53
59 Federal Rd(CSG),Power Plant,32
Pretzel CSG,Power Plant,0
Prophet CSG,Power Plant,0
Gala (CSG),Power Plant,0
Park St,Power Plant,97
Spooner Solar Array,Power Plant,0
"Torrington Solar One, LLC",Power Plant,0
"Bristol Solar One, LLC",Power Plant,0
"Watertown Solar One, LLC",Power Plant,16
UMass Boston,Power Plant,100
West Plains Solar I,Power Plant,0
North Wales Diesel,Power Plant,78
Waterloo Solar (IA),Power Plant,0
Johnson County Hills Solar,Power Plant,0
Franklin County Solar,Power Plant,0
USS Foley Solar LLC,Power Plant,15
USS Prokosch Solar LLC,Power Plant,0
USS Rosebud Solar LLC,Power Plant,0
Medin CSG,Power Plant,0
Johnson CSG 1,Power Plant,0
Cornillie Solar CSG,Power Plant,0
"BigBeau Solar, LLC",Power Plant,1
Sacramento Point West Medical Offices,Power Plant,68
Cassville Solar,Power Plant,0
Springfield Solar (WI),Power Plant,0
Albany Solar (WI),Power Plant,0
Paddock Solar,Power Plant,0
Wautoma Solar,Power Plant,0
Beaver Dam Solar,Power Plant,0
SSI West Riverside Landfill LLC,Power Plant,78
MN CSG 2019-16 LLC,Power Plant,0
Albertsons at Melrose Park,Power Plant,97
Grant County,Power Plant,0
Onion River,Power Plant,0
Bear Creek,Power Plant,0
North Rock,Power Plant,0
Wood County,Power Plant,0
Crawfish River,Power Plant,0
Marengo Solar,Power Plant,0
ASD Cotuit MA Solar LLC,Power Plant,0
ASD Wallum MA Solar LLC(CSG),Power Plant,0
Gardy's Mill Solar,Power Plant,44
Mossy Branch Battery Facility,Power Plant,0
Briel Solar Farm,Power Plant,0
HEB00292,Power Plant,98
Aero Solar Facility,Power Plant,79
"Roseland Solar Project, LLC",Power Plant,0
Bissell Solar and Battery Generator,Power Plant,97
Oxbow Solar 1,Power Plant,0
Bellflower Solar 1,Power Plant,0
Sun Mountain Solar 1,Power Plant,0
Bernard Creek Solar,Power Plant,0
Fox Hills Battery Station,Power Plant,81
Cotton Creek Solar Energy Center,Power Plant,1
Sawgrass Solar Energy Center,Power Plant,0
Ghost Orchid Solar Energy Center,Power Plant,0
Sundew,Power Plant,0
Immokalee,Power Plant,0
Elder Branch,Power Plant,0
Grove,Power Plant,0
Dry Bridge Storage,Power Plant,0
FedEx Middletown,Power Plant,100
Enfield Solar One,Power Plant,0
Hubbard Wind,Power Plant,0
Blythe Mesa Solar II,Power Plant,0
71 Charlotte Furnace Rd Hybrid(CSG),Power Plant,0
77 Farm to Market Rd Hybrid(CSG),Power Plant,0
160 Tihonet Rd Hybrid(CSG),Power Plant,25
299 Farm to Market Rd Hybrid(CSG),Power Plant,0
"Niyol Wind, LLC",Power Plant,4
Hoot Lake Solar,Power Plant,100
ASA DeKalb NY Solar III LLC,Power Plant,0
Walkerton,Power Plant,0
Linton,Power Plant,0
Austin TX GigaFactory,Power Plant,92
Buffalo NY GigaFactory,Power Plant,92
Fremont CA AutoFactory,Power Plant,96
Berrenda Mesa Water District,Power Plant,92
Everson Garden,Power Plant,0
Cottontail Solar 1,Power Plant,0
Cottontail Solar 2,Power Plant,0
Cottontail Solar 4,Power Plant,0
Cottontail Solar 5,Power Plant,0
Cottontail Solar 6,Power Plant,0
Cottontail Solar 8,Power Plant,0
Halifax Solar,Power Plant,96
Pitkin County Solar,Power Plant,9
580 River Solar,Power Plant,0
Bremen,Power Plant,0
Shamrock Solar LLC,Power Plant,2
Stromland Solar,Power Plant,0
Foothill Sanitary Landfill - Solar Array,Power Plant,0
Cortlandville III Solar CSG,Power Plant,0
IGS KSBD,Power Plant,88
115 G Fisher,Power Plant,0
154 D Fisher,Power Plant,0
Jackson Legler Solar 1 LLC,Power Plant,0
Mt Arlington Solar 1 LLC,Power Plant,8
South Sioux City Energy Storage,Power Plant,0
Jicarilla Solar 2,Power Plant,0
HEB00038,Power Plant,79
HEB00054,Power Plant,84
HEB00057,Power Plant,100
HEB00070,Power Plant,100
HEB00099,Power Plant,96
HEB00109,Power Plant,89
HEB00110,Power Plant,100
Noble Solar,Power Plant,98
HEB00182,Power Plant,100
USS Peach Solar LLC,Power Plant,82
Wonderful Huller & Shellling,Power Plant,0
Wonderful Lost Hills,Power Plant,0
Fairhaven E,Power Plant,1
601 Doremus CDG,Power Plant,78
Bomber CSG,Power Plant,71
Red Barn Energy,Power Plant,28
Barrow Solar,Power Plant,0
5601 Westside CDG,Power Plant,84
Golden Triangle II,Power Plant,0
Rice Creek,Power Plant,0
Indian River Hydro,Power Plant,72
Bob Glanzer Generating Station,Power Plant,92
Hawthorn Solar I,Power Plant,0
DOCCS Midstate,Power Plant,0
DOCCS Eastern,Power Plant,0
DOCCS Wende,Power Plant,0
DOCCS Greenhaven,Power Plant,0
Salt City Solar Project - Hybrid,Power Plant,0
Sun Valley Solar Project,Power Plant,0
ENGIE Solidago Solar Project - Hybrid,Power Plant,79
Powells Creek Solar - Hybrid,Power Plant,0
Limestone Wind Project,Power Plant,0
Sunnybrook Solar Project - Hybrid,Power Plant,0
Horizon Solar,Power Plant,0
Millersport GM 1,Power Plant,58
"Cedar Creek Wind, LLC",Power Plant,0
Caden Energix Wytheville LLC,Power Plant,0
Gas City 2,Power Plant,0
Sapphire Sky Wind Energy LLC,Power Plant,0
Springfield Solar,Power Plant,50
Quillwort Solar,Power Plant,0
Maplewood Solar,Power Plant,0
Rochambeau Solar,Power Plant,56
Fort Powhatan Solar,Power Plant,0
Bedford Solar,Power Plant,0
Hollins Ferry CSG,Power Plant,96
Meridian Wind Park,Power Plant,0
Mount Laurel Solar,Power Plant,76
"8500 Balboa PV, LLC",Power Plant,91
"20333 Normandie PV, LLC",Power Plant,84
CPV Maple Hill Solar,Power Plant,0
Shakes Solar,Power Plant,55
Platteview Solar LLC,Power Plant,0
Appaloosa Run Wind,Power Plant,0
"Maybrook Solar, LLC (CSG)",Power Plant,0
MD - CS - Potomac Edison Co - GA25 TPE (,Power Plant,0
MD - CS - BGE - PR24 TPE,Power Plant,0
Gorham Solar 1 (CSG),Power Plant,0
"Ross County Solar, LLC",Power Plant,0
Macbeth Solar,Power Plant,0
Lyons Road,Power Plant,0
Mount Olive Solar Farm,Power Plant,94
"Mulligan Solar, LLC",Power Plant,64
Ford County Wind Farm LLC,Power Plant,0
General Dynamics,Power Plant,58
MacKinnon Solar,Power Plant,0
McHenry Solar,Power Plant,0
OER Monarch CSG,Power Plant,10
OER Patuxent CSG,Power Plant,0
Shepherds Mill CSG,Power Plant,0
AT&T - San Diego Trade Street,Power Plant,75
CalTech - Pasadena Wilson Ave,Power Plant,78
MA CS Uxbridge Community Solar,Power Plant,0
Danell Bros Inc,Power Plant,0
CA - Ventura Co CCD - Moorpark College,Power Plant,58
POET Bioprocessing- Mitchell,Power Plant,78
Linden Hawk Rise Solar CSG,Power Plant,0
BWC Maces Pond LLC,Power Plant,25
Mark One Power Station,Power Plant,0
Brotman Power Station,Power Plant,0
Fredonia,Power Plant,0
SR Snipesville II,Power Plant,0
OYA Robinson Road,Power Plant,0
OYA State Route 122,Power Plant,0
Solomon Generating Facility,Power Plant,19
Allie L.L.C. (CSG),Power Plant,88
Lincoln WWTF Hybrid,Power Plant,0
Bodega Avenue Solar LLC,Power Plant,0
Rancho Cordova Medical Offices,Power Plant,52
Airport Road Solar (CSG),Power Plant,0
Howard Lane Solar,Power Plant,0
Holland Solar Farm,Power Plant,15
Midway Green Solar,Power Plant,0
"Ledyard Windpower, LLC",Power Plant,8
Beloit Solar LLC,Power Plant,0
Neal Energy Center Solar,Power Plant,0
Santa Paula Energy Storage LLC,Power Plant,88
Mill Pond Hydro,Power Plant,25
Purdue CHP,Power Plant,81
"Arche Energy Project, LLC",Power Plant,0
Boswell Wind,Power Plant,0
"Flint Hills Resources Pine Bend, LLC",Power Plant,0
LGE-KU Solar Share Facility Simpsonville,Power Plant,53
Gilead Oceanside Solar Project,Power Plant,92
Gilead Foster City Solar Project,Power Plant,66
Cunningham Storage,Power Plant,0
"Airport 009239 SCS Lexington, LLC",Power Plant,21
"Northern Cardinal Solar SCS IL 1, LLC",Power Plant,9
"SCS West Fairchild 011958 Danville, LLC",Power Plant,0
"SCS Plainfield 011755 Naperville, LLC",Power Plant,37
"SCS Galena 012589 Peoria, LLC",Power Plant,63
"Monroe 009452 SCS Cozad, LLC",Power Plant,28
"SCS COUNTY 012631 Champaign, LLC",Power Plant,8
"SCS Randolph 012175 Somerset, LLC",Power Plant,81
Bluefield Preserve Solar,Power Plant,0
Chautauqua Solar Energy Center,Power Plant,0
FPL Chipola River Solar Energy Center,Power Plant,0
Everglades Solar Energy Center,Power Plant,0
First City Solar Energy Center,Power Plant,0
"Perendale Holdings, LLC",Power Plant,0
FPL Flowers Creek Solar Energy Center,Power Plant,0
Pink Trial Solar Energy Center,Power Plant,0
FPL Shirer Branch Solar Energy Center,Power Plant,0
Wild Azalea Solar Energy Center,Power Plant,0
Anhinga Solar Energy Center,Power Plant,0
Apalachee,Power Plant,0
Blackwater River Solar Energy Center,Power Plant,0
OYA Wayside Drive,Power Plant,0
OYA Pulaski,Power Plant,0
OYA Main Street,Power Plant,0
FPL Cavendish Solar Energy Center,Power Plant,0
USS Franklin Solar LLC,Power Plant,16
USS Catfish Solar LLC,Power Plant,0
USS Itasca Clean Energy Solar LLC,Power Plant,52
USS Mesa Solar LLC,Power Plant,0
USS Wells Creek Solar LLC,Power Plant,0
USS Verbena Solar LLC,Power Plant,0
CA-Ventura Co CCD-Oxnard College Canopy,Power Plant,97
SolarClub 10 LLC,Power Plant,1
SolarClub 15 LLC,Power Plant,0
NY - PANYNJ - LaGuardia - Rooftop,Power Plant,100
SolarClub 20 LLC,Power Plant,0
SolarClub 23 LLC,Power Plant,0
SolarClub 28 LLC,Power Plant,11
SolarClub 35 LLC,Power Plant,0
Separator (Etiwanda) BESS,Power Plant,78
Cathode (Hinson) BESS,Power Plant,75
OYA Church Road,Power Plant,0
Hartland Solar,Power Plant,14
Unity Solar,Power Plant,0
"Laredo Detention Facility - Solar 2, 3",Power Plant,83
Cinnaminson Landfill Solar,Power Plant,71
Kinsley II Landfill Solar System,Power Plant,0
Pennsauken Brownfield Solar,Power Plant,73
Highland Park Borough Solar,Power Plant,44
Sealed Air Madera Solar Project,Power Plant,87
Cummins Whitakers PV Arrays,Power Plant,84
Chukar Battery Energy Storage System,Power Plant,76
"GD Johnson Scituate I, LLC",Power Plant,0
"GDIM 1, LLC",Power Plant,0
"GDIM 2, LLC",Power Plant,0
"GDIM 3, LLC",Power Plant,0
"GDIM 4, LLC",Power Plant,0
"Green Providence Wind I, LLC",Power Plant,100
"Green Providence Wind II, LLC",Power Plant,0
Wilkinson DeFore,Power Plant,0
West Memphis Solar Station,Power Plant,43
"Big Cypress Solar, LLC",Power Plant,0
Western Plains Wind,Power Plant,0
Graniterock Quarry,Power Plant,49
Love Lane Solar,Power Plant,0
"Washington Avenue Solar, LLC",Power Plant,33
Dickens,Power Plant,0
Hydra,Power Plant,0
Paleo,Power Plant,0
Pavo,Power Plant,0
Tortolas,Power Plant,3
Herrema Dairy,Power Plant,41
"Ball Hill Wind Energy, LLC",Power Plant,0
"Bluestone Wind, LLC",Power Plant,0
Garden 1 Solar Park,Power Plant,0
Garden 2 Solar Park,Power Plant,0
Danville BESS 1,Power Plant,16
Mule Creek Renewable Energy Center,Power Plant,30
Beaker,Power Plant,0
Belafonte,Power Plant,6
Gilead,Power Plant,0
Gladstone Farm,Power Plant,0
Mendota Rich Dev CSG,Power Plant,0
Sierra Pacific Chinese Camp,Power Plant,84
25 Mile Creek,Power Plant,0
"Kansas Ethanol, LLC",Power Plant,91
Bear Grove Solar,Power Plant,20
Dodge Renewables 1,Power Plant,78
Dodge Renewables 2,Power Plant,0
Abel Road Bioenergy,Power Plant,0
Bell Ridge Solar,Power Plant,0
Vasquez V CSG,Power Plant,0
"Longbow Solar, LLC",Power Plant,0
Number Three Wind Project,Power Plant,0
CA-DGS-California Men's Colony,Power Plant,35
CA-DGS- RFP-Correctional Training Fac,Power Plant,16
CA-DGS RFP-Salinas Valley State Prison,Power Plant,37
CA-DGS RFP-Pleasant Valley State Prison,Power Plant,93
CA - Fresno County - Juvenile Hall,Power Plant,48
Portage Industrial Battery,Power Plant,0
Deer Run Battery,Power Plant,0
Baldwin,Power Plant,14
Augusta,Power Plant,68
Monmouth,Power Plant,24
Bakke,Power Plant,43
Citrus City,Power Plant,67
Clara,Power Plant,72
Cutten,Power Plant,0
E. Porte Ct.,Power Plant,53
Frankel,Power Plant,0
GCWA,Power Plant,53
Goldsmith,Power Plant,0
Mckeever,Power Plant,0
N. Mary Francis,Power Plant,1
Inertia Wind Project,Power Plant,0
Wedge,Power Plant,0
Truman (NC),Power Plant,0
Trent River Farm,Power Plant,1
Tinker (NC),Power Plant,0
Sneads Grove,Power Plant,58
Henry Farm,Power Plant,0
Kalish Farm Solar,Power Plant,41
Kendall Farm,Power Plant,0
Peake Road,Power Plant,0
Seagrove,Power Plant,0
Nolan,Power Plant,73
Truck Stop,Power Plant,92
Amazon Bakersfield 1 Solar Project,Power Plant,89
Robin NJ,Power Plant,82
Calibrant Bakersfield LLC,Power Plant,0
Bradford Solar,Power Plant,0
Smith Solar Farm,Power Plant,0
Google Moffett Park Solar Project,Power Plant,69
Gilead Sciences La Verne Rooftop Solar,Power Plant,81
West Valley Mission CCD Solar Project,Power Plant,69
Verizon Hidden Ridge Solar Project,Power Plant,92
Ridge Rd,Power Plant,41
Santa Rosa,Power Plant,70
Southwick,Power Plant,61
Stonegate,Power Plant,44
Clearwater Wind I,Power Plant,0
Tumbleweed,Power Plant,0
Vaquero,Power Plant,0
Villa Cavasos,Power Plant,72
Westover,Power Plant,62
"Richlands Solar, LLC",Power Plant,0
"Cruise Solar, LLC",Power Plant,25
Whatley Renewables,Power Plant,46
Wachusett Solar,Power Plant,38
RT32 Westerlo Solar 1,Power Plant,0
FPL Saw Palmetto Solar Energy Center,Power Plant,0
FPL Cypress Pond Solar,Power Plant,0
FPL Etonia Creek,Power Plant,0
Hormel CSG Solar,Power Plant,0
"CEC, LLC Westtown B",Power Plant,0
Gilcrest Sun CSG,Power Plant,0
MO32 (CSG),Power Plant,0
MO33 CSG,Power Plant,6
Snowden River CSG,Power Plant,71
JB-Tobin 2,Power Plant,47
Orange Coast College PH2 Solar Project,Power Plant,93
CA - Madera USD - Madera South HS,Power Plant,79
BBARWA,Power Plant,58
Gunnison Solar,Power Plant,0
ER Sand Hill,Power Plant,44
100 Lower,Power Plant,0
Springfield BESS,Power Plant,22
(3K) 59 Hetcheltown Rd,Power Plant,21
Jordan Energy-DFA Middlebury Center Plan,Power Plant,0
Lightstar Renewables - Project 1001,Power Plant,0
Lightstar Renewables - Project 1002,Power Plant,0
Lost Hills Oilfield,Power Plant,0
Marathon Solar Farm LLC South,Power Plant,0
Oak Leaf - CSG Portfolio (OL 36),Power Plant,0
Oak Leaf - CSG Portfolio (OL 37),Power Plant,0
Oak Leaf - CSG Portfolio (OL 38),Power Plant,0
Oak Leaf - CSG Portfolio (OL 39),Power Plant,1
Oak Leaf - CSG Portfolio (OL 44),Power Plant,4
San Diego Community College,Power Plant,37
Richmond Hill,Power Plant,69
Laskin Solar,Power Plant,0
Jean Duluth Solar,Power Plant,0
"Blue Bird Solar, LLC",Power Plant,0
IMPA Richmond 8 Solar Park,Power Plant,0
Herrington Solar,Power Plant,0
Mahany,Power Plant,0
Toms River CSG,Power Plant,22
NY Van Buren II CSG,Power Plant,0
Webster Creek (Oak 2),Power Plant,0
Bottleneck Energy Storage,Power Plant,0
Justin Court Energy Storage,Power Plant,0
Delta's Edge Solar,Power Plant,0
Lemonweir (Oak 1),Power Plant,48
SCH County - (1B) 10 Alice Wagner Way Ni,Power Plant,44
SCH County - (1E) 398 Anthony St Schenec,Power Plant,90
SCH - (2A) 156 Barhydt Rd Glenville,Power Plant,0
SCH County - (2B) 4982 Rynex Corners Rd,Power Plant,12
SCH County - (2D) 98 Cheltingham Ave Sch,Power Plant,84
