ref_number,property_name,state,county,city,street_number,status,request_type,restricted_address,acreage_of_property,area_of_significance,category_of_property,external_link,level_of_significance_national,level_of_significance_state,level_of_significance_local,level_of_significance_not_indicated,listed_date,other_names,property_id,district_name,address,latitude,longitude,aos_agriculture,aos_archeology,aos_architecture,aos_community_planning_and_development,aos_conservation,aos_landscape_architecture,aos_social_history,aos_european,aos_archeology_prehistoric,aos_ethnic_heritage_native_american,aos_exploration_settlement,aos_entertainment_recreation,aos_transportation,aos_historic_non_aboriginal,aos_art,aos_black,aos_commerce,aos_military,aos_education,aos_politics_government,aos_industry,aos_engineering,aos_religion,aos_historic_aboriginal,aos_prehistoric,aos_economics,aos_ethnic_heritage_black,aos_other,aos_ethnic_heritage_european,aos_ethnic_heritage_other_ethnic,aos_ethnic_heritage,aos_literature,aos_maritime_history,aos_native_american,aos_science,aos_invention,aos_law,aos_communications,aos_archeology_historic_non_aboriginal,aos_performing_arts,aos_hispanic,aos_archeology_historic_aboriginal,aos_health_medicine,aos_asian,aos_other_ethnic,aos_ethnic_heritage_hispanic,aos_philosophy,aos_ethnic_heritage_asian,aos_pacific_islander,aos_na
81000285,Old Eddyville Historic District,Kentucky,Lyon,Eddyville,Off KY 730,Listed,Single,FALSE,11,Commerce; Architecture,District,https://catalog.archives.gov/id/123851177,FALSE,TRUE,FALSE,FALSE,1981-04-30,NA,81000285,Old Eddyville,"Old Eddyville Historic District, Eddyville, Kentucky",37.058570787075,-88.064077430515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100005899,Berea College Square Commercial Historic District,Kentucky,Madison,Berea,"Main St. (100 blk.), Short St. (200 blk.), Center St. (100 blk., 204 Center), Jackson St., (103-105) and Prospect St.",Listed,Single,FALSE,3.5,Community Planning And Development; Architecture; Education,District,NA,FALSE,FALSE,TRUE,FALSE,2020-12-09,NA,100005899,Berea College Square Commercial,"Berea College Square Commercial Historic District, Berea, Kentucky",37.573276735018,-84.287047209809,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100005909,Berea Downtown Commercial And Residential Historic District,Kentucky,Madison,Berea,"Roughly bounded by Chestnut St. (300-400), North Broadway St. (100-200), Adams St. (200), Parkway Ave. (100), Pasco St. (100), and Bond St.",Listed,Single,FALSE,36.6,Community Planning And Development,District,NA,FALSE,FALSE,TRUE,FALSE,2020-12-10,NA,100005909,Berea Downtown Commercial And Residential,"Berea Downtown Commercial And Residential Historic District, Berea, Kentucky",37.574987820152,-84.298963856091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84001804,Eastern Kentucky University Historic District,Kentucky,Madison,Richmond,"Lancaster, Crabbe Sts. and University Dr.",Listed,Multiple,FALSE,26,Education; Architecture,District,https://catalog.archives.gov/id/123847810,FALSE,FALSE,TRUE,FALSE,1984-01-03,NA,84001804,Eastern Kentucky University,"Eastern Kentucky University Historic District, Richmond, Kentucky",37.742951981604,-84.298382990201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94000303,Fort Boonesborough Townsite Historic District,Kentucky,Madison,Richmond,4375 Old Boonesborough Rd.,Listed,Single,FALSE,352,Prehistoric; Historic - Non-Aboriginal; Exploration/Settlement; Military; Commerce; Agriculture; Transportation,District,https://catalog.archives.gov/id/123849166,TRUE,FALSE,FALSE,FALSE,1994-04-14,"Ft. Boonesborough State Park;15MA41,123,128,131-135,138-139",94000303,Fort Boonesborough Townsite,"Fort Boonesborough Townsite Historic District, Richmond, Kentucky",37.894,-84.26997,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12001201,Gravel Switch Historic District,Kentucky,Marion,Gravel Switch,"Along KY 243, E. Railroad Ave. & Aliceton Rd.",Listed,Multiple,FALSE,211,Community Planning And Development,District,NA,FALSE,FALSE,TRUE,FALSE,2014-02-22,NA,12001201,Gravel Switch,"Gravel Switch Historic District, Gravel Switch, Kentucky",37.578014986393,-85.051668987168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12001202,Loretto Historic District,Kentucky,Marion,Loretto,Along KY 49 & KY 52,Listed,Multiple,FALSE,292,Community Planning And Development,District,NA,FALSE,FALSE,TRUE,FALSE,2014-01-22,NA,12001202,Loretto,"Loretto Historic District, Loretto, Kentucky",37.614966313175,-85.351924097795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80001654,St. Mary's College Historic District,Kentucky,Marion,St. Mary,S of St. Mary,Listed,Single,FALSE,7.5,Education; Architecture; Religion,District,https://catalog.archives.gov/id/123851247,FALSE,TRUE,FALSE,FALSE,1980-04-10,NA,80001654,St. Mary's College,"St. Mary's College Historic District, St. Mary, Kentucky",37.5793,-85.34706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000803,Courthouse Square And Mechanics' Row Historic District,Kentucky,Mason,Maysville,W. 3rd St. between Market and Sutton Sts.,Listed,Single,FALSE,9.9,Commerce; Politics/Government; Architecture; Religion,District,https://catalog.archives.gov/id/123851266,FALSE,TRUE,FALSE,FALSE,1975-05-12,Tub Row;See Also:Maysville Downtown Historic District,75000803,Courthouse Square And Mechanics' Row,"Courthouse Square And Mechanics' Row Historic District, Maysville, Kentucky",38.647244711127,-83.766096680808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000502,Maysville Downtown Historic District,Kentucky,Mason,Maysville,"W. 2nd, Sutton, Market, Limestone, W. 4th & E. 4th Sts.",Listed,Single,FALSE,14,Architecture,District,NA,FALSE,FALSE,TRUE,FALSE,2017-03-13,NA,16000502,Maysville Downtown,"Maysville Downtown Historic District, Maysville, Kentucky",38.645910019356,-83.765839023407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001425,West 2nd Street Historic District,Kentucky,Mason,Maysville,"W. 2nd, Rosemary Clooney & Short Sts., Rosemary, Shultz & unnamed Alleys.",Listed,Single,FALSE,37.1,Architecture; Community Planning And Development,District,NA,FALSE,FALSE,TRUE,FALSE,2017-08-07,NA,100001425,West 2nd Street,"West 2nd Street Historic District, Maysville, Kentucky",38.677060792327,-83.783280872378,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100008325,Paducah Northside Historic District,Kentucky,Mccracken,Paducah,"Roughly bounded by North 10th St., Park Ave., North 15th, and Northview St.",Listed,Single,FALSE,183,Architecture; Community Planning And Development; Ethnic Heritage-Black,District,NA,FALSE,FALSE,TRUE,FALSE,2022-10-28,NA,100008325,Paducah Northside,"Paducah Northside Historic District, Paducah, Kentucky",36.742697985257,-88.64562798694,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000047,Wallace Park Neighborhood Historic District,Kentucky,Mccracken,Paducah,"Roughly bounded by Buckner Ln., Maple Ave., Forest Cir., & Lone Oak Rd.",Listed,Single,FALSE,75,Community Planning And Development,District,https://catalog.archives.gov/id/123851365,FALSE,FALSE,TRUE,FALSE,2012-02-22,NA,12000047,Wallace Park Neighborhood,"Wallace Park Neighborhood Historic District, Paducah, Kentucky",37.065257004958,-88.638443606272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78001386,Doe Run Creek Historic District,Kentucky,Meade,Brandenburg,SE of Brandenburg off KY 448,Listed,Single,FALSE,79,Industry; Commerce; Engineering; Architecture,District,https://catalog.archives.gov/id/123851381,FALSE,TRUE,FALSE,FALSE,1978-12-19,NA,78001386,Doe Run Creek,"Doe Run Creek Historic District, Brandenburg, Kentucky",37.923946698583,-86.131730446227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79001023,College Street Historic District,Kentucky,Mercer,Harrodsburg,College St. from North Lane to Factory St.,Listed,Single,FALSE,8.5,Architecture,District,https://catalog.archives.gov/id/123851399,FALSE,TRUE,FALSE,FALSE,1979-02-09,See Also:Doricham,79001023,College Street,"College Street Historic District, Harrodsburg, Kentucky",37.754873670715,-84.767436780345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001427,Harrodsburg Downtown Historic District,Kentucky,Mercer,Harrodsburg,"109-225 E. Poplar, 115, 125 W. Poplar, 320 -104 S. Chiles, 122, 112, 108 W. Lexington",Listed,Boundary,FALSE,9.7,Architecture,District,NA,FALSE,FALSE,TRUE,FALSE,2017-12-12,Harrodsburg Commercial District,80001657,Harrodsburg Downtown,"Harrodsburg Downtown Historic District, Harrodsburg, Kentucky",37.762324,-84.843289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000795,Lexington And Cane Run Historic District,Kentucky,Mercer,Harrodsburg,E. Lexington & Cane Run Sts.,Listed,Single,FALSE,64,Community Planning And Development,District,https://catalog.archives.gov/id/123851423,FALSE,FALSE,TRUE,FALSE,2011-11-14,NA,11000795,Lexington And Cane Run,"Lexington And Cane Run Historic District, Harrodsburg, Kentucky",37.762037994229,-84.83816799933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03000087,"Lexington, Harrodsburg, And Perryville Turnpike Rural Historic District",Kentucky,Mercer,Harrodsburg,US 68,Listed,Single,FALSE,10726,Agriculture; Religion; Transportation; Social History,District,https://catalog.archives.gov/id/123851425,FALSE,FALSE,TRUE,FALSE,2003-10-23,NA,03000087,"Lexington, Harrodsburg, And Perryville Turnpike Rural","Lexington, Harrodsburg, And Perryville Turnpike Rural Historic District, Harrodsburg, Kentucky",37.746563492225,-84.861626264109,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88003360,Mcafee Farm Historic District,Kentucky,Mercer,Mcafee,S of McAfee on Old Louisville Rd.,Listed,Multiple,FALSE,3.5,Architecture,District,https://catalog.archives.gov/id/123847981,FALSE,FALSE,TRUE,FALSE,1989-02-09,NA,88003360,Mcafee Farm,"Mcafee Farm Historic District, Mcafee, Kentucky",37.839229702297,-84.853008223512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71000353,Shakertown At Pleasant Hill Historic District,Kentucky,Mercer,Shakertown And Vicinity,On U.S. 68,Listed,Single,FALSE,2200,Agriculture; Architecture; Religion; Social History,District,https://catalog.archives.gov/id/123849172,TRUE,FALSE,FALSE,FALSE,1971-11-11,NA,71000353,Shakertown At Pleasant Hill,"Shakertown At Pleasant Hill Historic District, Shakertown And Vicinity, Kentucky",37.764337988461,-84.759288087841,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98000932,Sulphur Well Historic District,Kentucky,Metcalfe,Sulphur Well,"Roughly by Wister Wallace Rd., S fork of the Little Barren R., Mitchell-Edwards Rd., and KY 70",Listed,Single,FALSE,81,Community Planning And Development,District,https://catalog.archives.gov/id/123851453,FALSE,FALSE,TRUE,FALSE,1998-08-14,NA,98000932,Sulphur Well,"Sulphur Well Historic District, Sulphur Well, Kentucky",37.101076020441,-85.63429096976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91000433,East Mount Sterling Historic District,Kentucky,Montgomery,Mount Sterling,"Roughly, Harrison Ave. and N. Queen St. between E High St. and alley N of Strother St.",Listed,Multiple,FALSE,23.5,Architecture,District,https://catalog.archives.gov/id/123848046,FALSE,FALSE,TRUE,FALSE,1991-04-23,NA,91000433,East Mount Sterling,"East Mount Sterling Historic District, Mount Sterling, Kentucky",38.058267989223,-83.93954600391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85001905,South Cherry Street Historic District,Kentucky,Muhlenberg,Greenville,"Roughly bounded by S. Cherry, Hopkinsville, W. Main Cross and N. Cherry Sts.",Listed,Multiple,FALSE,11.5,Architecture,District,https://catalog.archives.gov/id/123848078,FALSE,FALSE,TRUE,FALSE,1985-08-15,NA,85001905,South Cherry Street,"South Cherry Street Historic District, Greenville, Kentucky",37.200966010429,-87.180377015462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83002837,Bardstown Historic District,Kentucky,Nelson,Bardstown,"Roughly bounded by 1st, 3rd, and 5th Sts. Muir Ave., and RR track",Listed,Single,FALSE,90,Commerce; Politics/Government; Architecture,District,https://catalog.archives.gov/id/123851494,FALSE,TRUE,FALSE,FALSE,1983-02-17,NA,83002837,Bardstown,"Bardstown Historic District, Bardstown, Kentucky",39.089890587651,-84.499989722157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000905,Bardstown Historic District,Kentucky,Nelson,Bardstown,"Generally bounded by First St, Fifth St, Muir Ave, Beall Ave, Maiden's Alley, Cherry Alley, Mulberry Alley, Cherry Alley, Mulberry Alley, and R. J. Gorman Railroad",Listed,Single,FALSE,106,Community Planning And Development; Commerce; Architecture,District,https://catalog.archives.gov/id/123851496,FALSE,FALSE,TRUE,FALSE,2010-11-10,Bardstown Historic District,10000905,Bardstown,"Bardstown Historic District, Bardstown, Kentucky",37.810528,-85.466363,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91000390,Cottage Grove Historic District,Kentucky,Nelson,Bardstown,1015 Old Bloomfield Pike,Listed,Single,FALSE,8,Politics/Government; Architecture,District,https://catalog.archives.gov/id/123851508,FALSE,FALSE,TRUE,FALSE,1991-04-18,NE-238,91000390,Cottage Grove,"Cottage Grove Historic District, Bardstown, Kentucky",37.818767217835,-85.452160176566,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88002047,"Samuels, T. W., Distillery Historic District",Kentucky,Nelson,Deatsville,Jct. of KY 523 and Corman RR tracks,Listed,Single,FALSE,58,Industry; Community Planning And Development; Transportation; Architecture,District,https://catalog.archives.gov/id/123851544,FALSE,FALSE,TRUE,FALSE,1988-11-01,NA,88002047,"Samuels, T. W., Distillery","Samuels, T. W., Distillery Historic District, Deatsville, Kentucky",37.932779347907,-85.531702848704,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84001425,Sisters Of Charity Of Nazareth Historic District,Kentucky,Nelson,Bardstown,N of Bardstown off US 31E,Listed,Single,FALSE,40,Education; Architecture; Religion,District,https://catalog.archives.gov/id/123851546,TRUE,FALSE,FALSE,FALSE,1984-03-15,NA,84001425,Sisters Of Charity Of Nazareth,"Sisters Of Charity Of Nazareth Historic District, Bardstown, Kentucky",37.810528,-85.466363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89001599,Carlisle Historic District,Kentucky,Nicholas,Carlisle,"Roughly Second, Broadway, North, Archdeacon, Trueman, Chestnut, Walnut, Market, Elm, W. Main, and School Dr.",Listed,Single,FALSE,94,Community Planning And Development; Commerce; Transportation; Politics/Government,District,https://catalog.archives.gov/id/123851568,FALSE,FALSE,TRUE,FALSE,1989-10-26,"See Also:Carlisle, Louisville and Nashville Passenger Depot",89001599,Carlisle,"Carlisle Historic District, Carlisle, Kentucky",38.313763862622,-84.037241779285,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88002760,Downtown Hartford Historic District,Kentucky,Ohio,Hartford,Roughly 100 and 200 blks. Main St. and Courthouse Sq.,Listed,Single,FALSE,4,Commerce; Politics/Government; Architecture,District,https://catalog.archives.gov/id/123851584,FALSE,FALSE,TRUE,FALSE,1988-12-12,NA,88002760,Downtown Hartford,"Downtown Hartford Historic District, Hartford, Kentucky",42.566086,1.5966947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88002535,Old Town Historic District,Kentucky,Ohio,Hartford,"Roughly bounded by E. Union, Clay, E. Washington and Liberty Sts.",Listed,Single,FALSE,6,Other; Architecture,District,https://catalog.archives.gov/id/123851596,FALSE,FALSE,TRUE,FALSE,1988-11-15,See Also:Hartford Seminary,88002535,Old Town,"Old Town Historic District, Hartford, Kentucky",37.4510270159,-86.906848692757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89000951,Ashwood Avenue Historic District,Kentucky,Oldham,Pewee Valley,Roughly Ash Ave. from La Grange Rd. to Elm Ave.,Listed,Multiple,FALSE,23,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/123848117,FALSE,FALSE,TRUE,FALSE,1989-08-07,Ash Avenue Historic District,89000951,Ashwood Avenue,"Ashwood Avenue Historic District, Pewee Valley, Kentucky",38.307721153698,-85.490951507624,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89000950,Central Avenue Historic District,Kentucky,Oldham,Pewee Valley,Roughly Central Ave. from Peace Ln. to Mt. Mercy Dr.,Listed,Multiple,FALSE,40,Literature; Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/123848125,FALSE,FALSE,TRUE,FALSE,1989-08-07,NA,89000950,Central Avenue,"Central Avenue Historic District, Pewee Valley, Kentucky",38.314683038548,-85.491689500515,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88001316,Central La Grange Historic District,Kentucky,Oldham,La Grange,"Primarily along Washington, Main, and Jefferson Sts., Kentucky Ave., and First through Sixth Aves.",Listed,Single,FALSE,70,Community Planning And Development; Commerce; Transportation; Politics/Government; Architecture,District,https://catalog.archives.gov/id/123851609,FALSE,FALSE,TRUE,FALSE,1988-09-08,"See Also:Griffith,D.W.,House;McMahan House",88001316,Central La Grange,"Central La Grange Historic District, La Grange, Kentucky",38.407594,-85.378814,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84001893,Central Owenton Historic District,Kentucky,Owen,Owenton,"Roughly Bryan, Madison, Seminary, and Thomas Sts.",Listed,Multiple,FALSE,4,Commerce; Politics/Government,District,https://catalog.archives.gov/id/123848160,FALSE,FALSE,TRUE,FALSE,1984-09-04,See Also:Owen County Jail;Owen County Courthouse,84001893,Central Owenton,"Central Owenton Historic District, Owenton, Kentucky",38.535928301763,-84.836970979738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97000867,Monterey Historic District,Kentucky,Owen,Monterey,"Roughly bounded by US 127, High, Hillcrest, and Taylor Sts.",Listed,Single,FALSE,64,Community Planning And Development,District,https://catalog.archives.gov/id/123851665,FALSE,FALSE,TRUE,FALSE,1997-08-19,NA,97000867,Monterey,"Monterey Historic District, Monterey, Kentucky",38.424973691123,-84.871281413552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00001601,New Liberty Historic District,Kentucky,Owen,New Liberty,"KY 227, roughly bet. KY 978 and KY 36",Listed,Single,FALSE,29.5,Community Planning And Development,District,https://catalog.archives.gov/id/123851667,FALSE,FALSE,TRUE,FALSE,2001-01-04,NA,00001601,New Liberty,"New Liberty Historic District, New Liberty, Kentucky",38.612958997773,-84.900834963145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84001905,North Main-North Adams Historic District,Kentucky,Owen,Owenton,"N. Main, N. Adams, Bryan, and North Sts.",Listed,Multiple,FALSE,15.5,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/123848173,FALSE,FALSE,TRUE,FALSE,1984-09-04,See Also:Highfield,84001905,North Main-North Adams,"North Main-North Adams Historic District, Owenton, Kentucky",38.538554214353,-84.83371367228,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83002847,Central Falmouth Historic District,Kentucky,Pendleton,Falmouth,"Roughly bounded by Shelby, 2nd, Montjoy, and Main Sts.",Listed,Multiple,FALSE,12,Commerce; Architecture,District,https://catalog.archives.gov/id/123848186,FALSE,FALSE,TRUE,FALSE,1983-03-04,NA,83002847,Central Falmouth,"Central Falmouth Historic District, Falmouth, Kentucky",38.676803,-84.330157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84001913,College Street Historic District,Kentucky,Pike,Pikeville,Roughly College St. from Elm St. to Huffman Ave.,Listed,Multiple,FALSE,1,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/123848220,FALSE,FALSE,TRUE,FALSE,1984-09-20,NA,84001913,College Street,"College Street Historic District, Pikeville, Kentucky",37.477041509653,-82.520559177568,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84001916,Commercial Historic District,Kentucky,Pike,Pikeville,Main St. and Division Ave.,Listed,Multiple,FALSE,1.5,Commerce; Architecture,District,https://catalog.archives.gov/id/123848222,FALSE,FALSE,TRUE,FALSE,1984-09-20,NA,84001916,Commercial,"Commercial Historic District, Pikeville, Kentucky",37.47947578201,-82.517491338084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76000939,Hatfield-Mccoy Feud Historic District,Kentucky,Pike,Pikeville And Vicinty,Multiple locations in Pike county,Listed,Single,FALSE,9.5,Politics/Government; Social History,District,https://catalog.archives.gov/id/123851683,TRUE,FALSE,FALSE,FALSE,1976-08-05,NA,76000939,Hatfield-Mccoy Feud,"Hatfield-Mccoy Feud Historic District, Pikeville And Vicinty, Kentucky",38.31979,-87.1127004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84001927,Huffman Avenue Historic District,Kentucky,Pike,Pikeville,Huffman Ave. and Main St.,Listed,Multiple,FALSE,1.3,Politics/Government; Architecture,District,https://catalog.archives.gov/id/123848226,FALSE,FALSE,TRUE,FALSE,1984-04-26,NA,84001927,Huffman Avenue,"Huffman Avenue Historic District, Pikeville, Kentucky",37.477705691698,-82.518528179507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010771,Pikeville Commercial Historic District,Kentucky,Pike,Pikeville,"Roughly bounded by Hambley Boulevard, South Auxier Avenue, Main Street, and Huffman Avenue",Listed,Resubmission,FALSE,35,Commerce; Architecture,District,https://catalog.archives.gov/id/123848222,FALSE,FALSE,TRUE,FALSE,2024-10-25,NA,84001916,Pikeville Commercial,"Pikeville Commercial Historic District, Pikeville, Kentucky",37.477705691698,-82.518528179507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
