Database,"Source ID",Year,"Outlet ID",Title,"Outlet Type",State,City,County,"Ethnic Media","SPA Full Member","Owner ID","Owner Name","Owner Type",Website,Frequency,"Total Circulation","Days Published","Average Paid Circulation","Average Free Circulation","Circulation Source","EP Audit Source","Type of Station",Group,AM/FM,"Original Content Station"
Newspaper,NP4405-2018,2018,NP4405,Odessan,,Missouri,Odessa,Lafayette,No,Yes,OW2014,"Spear, Betty",,,W,4520,1,4451,69,EP,USPS,,,,
Newspaper,NP4405-2020,2020,NP4405,Odessan,,Missouri,Odessa,Lafayette,No,No,OW2014,"Spear, Betty",,,W,4520,1,,,,,,,,
Newspaper,NP2629-2004,2004,NP2629,"Odon Journal",,Indiana,Odon,Daviess,No,Yes,OW1206,"Myers John",,,W,3000,1,,,,,,,,
Newspaper,NP2629-2014,2014,NP2629,"Odon Journal",,Indiana,Odon,Daviess,No,Yes,OW1206,"Myers John",,,W,2593,1,,,,,,,,
Newspaper,NP2629-2016,2016,NP2629,"Odon Journal",,Indiana,Odon,Daviess,No,Yes,OW1206,"Myers John",,,W,2990,1,,,,,,,,
Newspaper,NP2629-2018,2018,NP2629,"Odon Journal",,Indiana,Odon,Daviess,No,Yes,OW1206,"Myers John",Private,,W,2990,1,2990,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP2629-2020,2020,NP2629,"Odon Journal",,Indiana,Odon,Daviess,No,No,OW1206,"Myers John",Private,,W,2990,1,,,,,,,,
"Public TV",PM1652-2020,2020,PM1652,OEB,,Ohio,Columbus,Franklin,No,,,"Ohio Educational Broadcasting",,,,,,,,,,"PBS Station",PBS,,
Newspaper,NP1781-2004,2004,NP1781,"Ogden Reporter",,Iowa,Ogden,Boone,No,Yes,OW0838,"Alban, Sharon",,,W,2100,1,,,,,,,,
Newspaper,NP1781-2014,2014,NP1781,"Ogden Reporter",,Iowa,Ogden,Boone,No,Yes,OW0838,"Alban, Sharon",,,W,1850,1,,,,,,,,
Newspaper,NP1781-2016,2016,NP1781,"Ogden Reporter",,Iowa,Ogden,Boone,No,Yes,OW0838,"Alban, Sharon",,,W,1850,1,,,,,,,,
Newspaper,NP1781-2018,2018,NP1781,"Ogden Reporter",,Iowa,Ogden,Boone,No,Yes,OW0766,"Mid-America Publishing Corp",Private,,W,1850,1,1850,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP1781-2020,2020,NP1781,"Ogden Reporter",,Iowa,Ogden,Boone,No,No,OW0766,"Mid-America Publishing Corp",Private,,W,1850,1,,,,,,,,
Newspaper,NP5789-2004,2004,NP5789,"Ogdensburg Journal",,"New York",Ogdensburg,"St. Lawrence",No,No,OW2521,"Johnson Newspaper Corp",,,D,5831,5,,,,,,,,
Newspaper,NP5789-2014,2014,NP5789,"Ogdensburg Journal",,"New York",Ogdensburg,"St. Lawrence",No,No,OW2521,"Johnson Newspaper Corp",,,D,4400,5,,,,,,,,
Newspaper,NP5789-2016,2016,NP5789,"Ogdensburg Journal",,"New York",Ogdensburg,"St. Lawrence",No,No,OW2521,"Johnson Newspaper Corp",,,D,4000,5,,,,,,,,
Newspaper,NP5789-2018,2018,NP5789,"Ogdensburg Journal",,"New York",Ogdensburg,"St. Lawrence",No,No,OW2521,"Johnson Newspaper Corp",,,D,4000,5,,,EP,,,,,
Newspaper,NP5789-2020,2020,NP5789,"Ogdensburg Journal",,"New York",Ogdensburg,"St. Lawrence",No,No,OW2521,"Johnson Newspaper Corp",,,D,4000,5,,,,,,,,
Newspaper,NP3784-2004,2004,NP3784,"Ogemaw County Herald",,Michigan,"West Branch",Ogemaw,No,No,OW1627,"Sunrise Printing & Publishing Inc",,,W,6700,1,,,,,,,,
Newspaper,NP3784-2014,2014,NP3784,"Ogemaw County Herald",,Michigan,"West Branch",Ogemaw,No,No,OW1627,"Sunrise Printing & Publishing Inc",,,W,5529,1,,,,,,,,
Newspaper,NP3784-2016,2016,NP3784,"Ogemaw County Herald",,Michigan,"West Branch",Ogemaw,No,No,OW1627,"Sunrise Printing & Publishing Inc",,,W,6776,1,,,,,,,,
Newspaper,NP3784-2018,2018,NP3784,"Ogemaw County Herald",,Michigan,"West Branch",Ogemaw,No,No,OW1627,"Sunrise Printing & Publishing Inc",,,W,6776,1,6700,76,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP3784-2020,2020,NP3784,"Ogemaw County Herald",,Michigan,"West Branch",Ogemaw,No,No,OW1627,"Sunrise Printing & Publishing Inc",,,W,6776,1,,,,,,,,
Newspaper,NP9175-2014,2014,NP9175,"Ogemaw/Oscoda County Star",,Michigan,"West Branch",Ogemaw,No,No,OW4402,"Morning Star Publishing Co",,,W,14681,1,,,,,,,,
Newspaper,NP9175-2016,2016,NP9175,"Ogemaw/Oscoda County Star",,Michigan,"West Branch",Ogemaw,No,No,OW4402,"Morning Star Publishing Co",,,W,14654,1,,,,,,,,
Newspaper,NP2305-2004,2004,NP2305,"Ogle County Life",,Illinois,Oregon,Ogle,No,No,OW0186,"News Media Corporation",Private,,W,13000,1,,,,,,,,
Newspaper,NP2305-2014,2014,NP2305,"Ogle County Life",,Illinois,Oregon,Ogle,No,No,OW0186,"News Media Corporation",Private,,W,11583,1,,,,,,,,
Newspaper,NP2305-2016,2016,NP2305,"Ogle County Life",,Illinois,Oregon,Ogle,No,No,OW0186,"News Media Corporation",Private,,W,13000,1,,,,,,,,
Newspaper,NP2305-2018,2018,NP2305,"Ogle County Life",,Illinois,Oregon,Ogle,No,No,OW0186,"News Media Corporation",Private,,W,13000,1,,,EP,,,,,
Newspaper,NP2305-2020,2020,NP2305,"Ogle County Life",,Illinois,Oregon,Ogle,No,No,OW0186,"News Media Corporation",Private,,W,13000,1,,,,,,,,
Newspaper,NP1501-2004,2004,NP1501,"Oglethorpe Echo",,Georgia,Lexington,Oglethorpe,No,No,OW0694,"Maxwell Ralph",,,W,4000,1,,,,,,,,
Newspaper,NP1501-2014,2014,NP1501,"Oglethorpe Echo",,Georgia,Lexington,Oglethorpe,No,No,OW0694,"Maxwell Ralph",,,W,4947,1,,,,,,,,
Newspaper,NP1501-2016,2016,NP1501,"Oglethorpe Echo",,Georgia,Lexington,Oglethorpe,No,No,OW0694,"Maxwell Ralph",,,W,4947,1,,,,,,,,
Newspaper,NP1501-2018,2018,NP1501,"Oglethorpe Echo",,Georgia,Lexington,Oglethorpe,No,No,OW0694,"Maxwell Ralph",Private,,W,4947,1,,,Unknown,,,,,
Newspaper,NP3035-2004,2004,NP3035,"Ohio County Messenger",,Kentucky,"Beaver Dam",Ohio,No,No,OW1425,"Anderson Andy",,,W,1835,1,,,,,,,,
Digital,DG0148-2020,2020,DG0148,"Ohio County Monitor",Local,Kentucky,"Beaver Dam","Ohio County",No,,,,"Online News Organization",,,,,,,,,,,,
Newspaper,NP2630-2004,2004,NP2630,"Ohio County News",,Indiana,"Rising Sun",Ohio,No,No,OW0963,"Delphos Herald Inc",,,W,1166,1,,,,,,,,
Newspaper,NP2630-2014,2014,NP2630,"Ohio County News",,Indiana,"Rising Sun",Ohio,No,No,OW0963,"Delphos Herald Inc",,,W,1037,1,,,,,,,,
Newspaper,NP2630-2016,2016,NP2630,"Ohio County News",,Indiana,"Rising Sun",Ohio,No,No,OW0963,"Delphos Herald Inc",,,W,1037,1,,,,,,,,
Newspaper,NP3036-2004,2004,NP3036,"Ohio County Times-News",,Kentucky,Hartford,Ohio,No,No,OW1426,"Andy Anderson Corporation",,,W,6775,1,,,,,,,,
Newspaper,NP3036-2014,2014,NP3036,"Ohio County Times-News",,Kentucky,Hartford,Ohio,No,No,OW1426,"Andy Anderson Corporation",,,W,5880,1,,,,,,,,
Newspaper,NP3036-2016,2016,NP3036,"Ohio County Times-News",,Kentucky,Hartford,Ohio,No,No,OW1426,"Andy Anderson Corporation",,,W,6775,1,,,,,,,,
Newspaper,NP3036-2018,2018,NP3036,"Ohio County Times-News",,Kentucky,Hartford,Ohio,No,No,OW1426,"Andy Anderson Corporation",,,W,6775,1,6700,75,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP3036-2020,2020,NP3036,"Ohio County Times-News",,Kentucky,Hartford,Ohio,No,No,OW1426,"Andy Anderson Corporation",,,W,6775,1,,,,,,,,
Digital,DG0499-2020,2020,DG0499,"Oil City News",Local,Wyoming,Casper,"Natrona County",No,,,,"Online News Organization",,,,,,,,,,,,
Newspaper,NP0627-2004,2004,NP0627,"Ojai Valley News",,California,Ojai,Ventura,No,No,OW0330,"Buchanan Communications",,,W,10000,2,,,,,,,,
Newspaper,NP0627-2014,2014,NP0627,"Ojai Valley News",,California,Ojai,Ventura,No,No,OW0330,"Buchanan Communications",,,W,8643,2,,,,,,,,
Newspaper,NP0627-2016,2016,NP0627,"Ojai Valley News",,California,Ojai,Ventura,No,No,OW0330,"Buchanan Communications",,,W,8643,2,,,,,,,,
Newspaper,NP0627-2018,2018,NP0627,"Ojai Valley News",,California,Ojai,Ventura,No,No,OW0330,"Buchanan Communications",,,W,3800,2,3800,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP0627-2020,2020,NP0627,"Ojai Valley News",,California,Ojai,Ventura,No,No,OW0330,"Buchanan Communications",,,W,3800,2,,,,,,,,
Newspaper,NP8332-2004,2004,NP8332,"Okanogan Valley Gazette-Tribune",,Washington,Oroville,Okanogan,No,Yes,OW3146,"Prairie Media Inc",,,W,2600,1,,,,,,,,
Newspaper,NP8332-2014,2014,NP8332,"Okanogan Valley Gazette-Tribune",,Washington,Oroville,Okanogan,No,Yes,OW0716,"Black Press Group",Private,,W,2247,1,,,,,,,,
Newspaper,NP8332-2016,2016,NP8332,"Okanogan Valley Gazette-Tribune",,Washington,Oroville,Okanogan,No,No,OW0716,"Black Press Group",Private,,W,2247,1,,,,,,,,
Newspaper,NP8332-2018,2018,NP8332,"Okanogan Valley Gazette-Tribune",,Washington,Oroville,Okanogan,No,Yes,OW0716,"Black Press Group",Private,,W,1402,1,1402,,EP,AAM,,,,
Newspaper,NP8332-2020,2020,NP8332,"Okanogan Valley Gazette-Tribune",,Washington,Oroville,Okanogan,No,No,OW0716,"Black Press Group",Private,,W,1402,1,,,,,,,,
Newspaper,NP2306-2004,2004,NP2306,"Okawville Times",,Illinois,Okawville,Washington,No,No,OW1081,"Stricker Gary",,,W,2100,1,,,,,,,,
Newspaper,NP2306-2014,2014,NP2306,"Okawville Times",,Illinois,Okawville,Washington,No,No,OW1081,"Stricker Gary",,,W,2161,1,,,,,,,,
Newspaper,NP2306-2016,2016,NP2306,"Okawville Times",,Illinois,Okawville,Washington,No,No,OW1081,"Stricker Gary",,,W,2100,1,,,,,,,,
Newspaper,NP2306-2018,2018,NP2306,"Okawville Times",,Illinois,Okawville,Washington,No,No,OW1081,"Stricker Gary",Private,,W,2100,1,2100,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP2306-2020,2020,NP2306,"Okawville Times",,Illinois,Okawville,Washington,No,No,OW1081,"Stricker Gary",Private,,W,2100,1,,,,,,,,
Newspaper,NP1254-2004,2004,NP1254,"Okeechobee News",,Florida,Okeechobee,Okeechobee,No,Yes,OW0166,"Independent Newsmedia",,,D,2583,7,,,,,,,,
Newspaper,NP1254-2014,2014,NP1254,"Okeechobee News",,Florida,Okeechobee,Okeechobee,No,Yes,OW0166,"Independent Newsmedia",,,W,20646,3,,,,,,,,
Newspaper,NP1254-2016,2016,NP1254,"Okeechobee News",,Florida,Okeechobee,Okeechobee,No,Yes,OW0166,"Independent Newsmedia",,,W,20646,3,,,,,,,,
Newspaper,NP1254-2018,2018,NP1254,"Okeechobee News",,Florida,Okeechobee,Okeechobee,No,Yes,OW0166,"Independent Newsmedia",Private,,W,6583,3,2583,4000,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP1254-2020,2020,NP1254,"Okeechobee News",,Florida,Okeechobee,Okeechobee,No,No,OW0166,"Independent Newsmedia",Private,,W,6583,3,,,,,,,,
Newspaper,NP6465-2004,2004,NP6465,"Okeene Record",,Oklahoma,Okeene,Blaine,No,No,OW2887,"Miller, Mack",,,W,1100,1,,,,,,,,
Newspaper,NP6465-2014,2014,NP6465,"Okeene Record",,Oklahoma,Okeene,Blaine,No,No,OW2887,"Miller, Mack",,,W,1037,1,,,,,,,,
Newspaper,NP6465-2016,2016,NP6465,"Okeene Record",,Oklahoma,Okeene,Blaine,No,No,OW2887,"Miller, Mack",,,W,1050,1,,,,,,,,
Newspaper,NP6465-2018,2018,NP6465,"Okeene Record",,Oklahoma,Okeene,Blaine,No,No,OW2887,"Miller, Mack",,,W,750,1,750,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP6465-2020,2020,NP6465,"Okeene Record",,Oklahoma,Okeene,Blaine,No,No,OW2887,"Miller, Mack",,,W,750,1,,,,,,,,
Newspaper,NP6466-2004,2004,NP6466,"Okemah News Leader",,Oklahoma,Okemah,Okfuskee,No,No,OW2888,"Mason, Guy",,,W,3000,2,,,,,,,,
Newspaper,NP6466-2014,2014,NP6466,"Okemah News Leader",,Oklahoma,Okemah,Okfuskee,No,No,OW3255,"News Leader Company Inc",,,W,2700,2,,,,,,,,
Newspaper,NP6466-2016,2016,NP6466,"Okemah News Leader",,Oklahoma,Okemah,Okfuskee,No,No,OW3255,"News Leader Company Inc",,,W,2841,2,,,,,,,,
Newspaper,NP6466-2018,2018,NP6466,"Okemah News Leader",,Oklahoma,Okemah,Okfuskee,No,No,OW3255,"News Leader Company Inc",,,W,2722,2,2700,22,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP6466-2020,2020,NP6466,"Okemah News Leader",,Oklahoma,Okemah,Okfuskee,No,No,OW3255,"News Leader Company Inc",,,W,2722,2,,,,,,,,
Digital,DG0372-2020,2020,DG0372,"Oklahoma City Free Press",Local,Oklahoma,"Oklahoma City","Oklahoma County",No,,,,"Online News Organization",,,,,,,,,,,,
Newspaper,NP6467-2004,2004,NP6467,"Oklahoma City Friday",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW2889,"Nichols Hills Publishing Co",,,W,7307,1,,,,,,,,
Newspaper,NP6467-2014,2014,NP6467,"Oklahoma City Friday",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW2891,"Bleakley, Bill",,,W,3820,1,,,,,,,,
Newspaper,NP6467-2016,2016,NP6467,"Oklahoma City Friday",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW2891,"Bleakley, Bill",,,W,3820,1,,,,,,,,
Newspaper,NP6467-2018,2018,NP6467,"Oklahoma City Friday",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW2891,"Bleakley, Bill",,,W,8300,1,8200,100,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP6467-2020,2020,NP6467,"Oklahoma City Friday",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW2891,"Bleakley, Bill",,,W,8300,1,,,,,,,,
Newspaper,NP6468-2004,2004,NP6468,"Oklahoma Eagle",,Oklahoma,Tulsa,Tulsa,Yes,No,OW2890,"Goodwin, James O",,,W,4000,1,,,,,,,,
Newspaper,NP6468-2014,2014,NP6468,"Oklahoma Eagle",,Oklahoma,Tulsa,Tulsa,Yes,No,OW2890,"Goodwin, James O",,,W,5000,1,,,,,,,,
Newspaper,NP6468-2016,2016,NP6468,"Oklahoma Eagle",,Oklahoma,Tulsa,Tulsa,Yes,No,OW2890,"Goodwin, James O",,,W,5000,1,,,,,,,,
Newspaper,NP6468-2018,2018,NP6468,"Oklahoma Eagle",,Oklahoma,Tulsa,Tulsa,Yes,No,OW2890,"Goodwin, James O",,,W,5000,1,5000,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP6468-2020,2020,NP6468,"Oklahoma Eagle",,Oklahoma,Tulsa,Tulsa,No,No,OW2890,"Goodwin, James O",,,W,5000,1,,,,,,,,
Newspaper,NP6469-2004,2004,NP6469,"Oklahoma Gazette",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW2891,"Bleakley, Bill",,,W,54709,1,,,,,,,,
Newspaper,NP6469-2014,2014,NP6469,"Oklahoma Gazette",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW4673,"Tierra Media Group",,,W,52500,1,,,,,,,,
Newspaper,NP6469-2016,2016,NP6469,"Oklahoma Gazette",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW4673,"Tierra Media Group",,,W,52500,1,,,,,,,,
Newspaper,NP6469-2018,2018,NP6469,"Oklahoma Gazette",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW4673,"Tierra Media Group",,,W,52500,1,,,EP,VAC,,,,
Newspaper,NP6469-2020,2020,NP6469,"Oklahoma Gazette",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW4673,"Tierra Media Group",,,W,52500,1,,,,,,,,
Newspaper,NP6470-2004,2004,NP6470,"Oklahoma Hornet",,Oklahoma,Waukomis,Garfield,No,No,OW2892,"Christy R Jack Jr",,,W,500,1,,,,,,,,
Digital,DG0370-2020,2020,DG0370,"Oklahoma Watch",State,Oklahoma,Norman,"Cleveland County",No,,,,"Online News Organization",,,,,,,,,,,,
Newspaper,NP6471-2004,2004,NP6471,"Oklahoman The",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW2893,"Oklahoma Publishing Company",,,D,197507,7,,,,,,,,
Newspaper,NP6471-2014,2014,NP6471,"Oklahoman The",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW4092,"Clarity Media Group",,,D,130971,7,,,,,,,,
Newspaper,NP6471-2016,2016,NP6471,"Oklahoman The",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW4092,"Clarity Media Group",,,D,107931,7,,,,,,,,
Newspaper,NP6471-2018,2018,NP6471,"Oklahoman The",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW4092,"Clarity Media Group",,,D,107931,7,105632,2299,EP,AAM,,,,
Newspaper,NP6471-2020,2020,NP6471,"Oklahoman The",,Oklahoma,"Oklahoma City",Oklahoma,No,No,OW5094,Gannett/Gatehouse,Investment,,D,107931,7,,,,,,,,
Newspaper,NP4112-2004,2004,NP4112,"Oklee Herald",,Minnesota,Oklee,"Red Lake",No,Yes,OW1877,"Richards Dick",,,W,1150,1,,,,,,,,
Newspaper,NP4112-2014,2014,NP4112,"Oklee Herald",,Minnesota,Oklee,"Red Lake",No,Yes,OW1877,"Richards Dick",,,W,825,1,,,,,,,,
Newspaper,NP4112-2016,2016,NP4112,"Oklee Herald",,Minnesota,Oklee,"Red Lake",No,No,OW1877,"Richards Dick",,,W,895,1,,,,,,,,
Newspaper,NP4112-2018,2018,NP4112,"Oklee Herald",,Minnesota,Oklee,"Red Lake",No,Yes,OW1877,"Richards Dick",,,W,895,1,895,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP4112-2020,2020,NP4112,"Oklee Herald",,Minnesota,Oklee,"Red Lake",No,No,OW1877,"Richards Dick",,,W,895,1,,,,,,,,
Newspaper,NP6472-2004,2004,NP6472,"Okmulgee Daily Times",,Oklahoma,Okmulgee,Okmulgee,No,No,OW2850,"Sumner Newspaper Group",,,D,5400,5,,,,,,,,
Newspaper,NP6472-2014,2014,NP6472,"Okmulgee Daily Times",,Oklahoma,Okmulgee,Okmulgee,No,No,OW2850,"Sumner Newspaper Group",,,D,4200,5,,,,,,,,
Newspaper,NP6472-2016,2016,NP6472,"Okmulgee Daily Times",,Oklahoma,Okmulgee,Okmulgee,No,No,OW2850,"Sumner Newspaper Group",,,D,4483,5,,,,,,,,
Newspaper,NP6472-2018,2018,NP6472,"Okmulgee Daily Times",,Oklahoma,Okmulgee,Okmulgee,No,No,OW2850,"Sumner Newspaper Group",,,D,4483,5,4483,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP6472-2020,2020,NP6472,"Okmulgee Daily Times",,Oklahoma,Okmulgee,Okmulgee,No,No,OW2850,"Sumner Newspaper Group",,,W,4483,5,,,,,,,,
Newspaper,NP4574-2004,2004,NP4574,"Okolona Messenger",,Mississippi,Okolona,Chickasaw,No,Yes,OW2102,"Okolona Messenger Inc",,,W,1200,1,,,,,,,,
Newspaper,NP4574-2014,2014,NP4574,"Okolona Messenger",,Mississippi,Okolona,Chickasaw,No,Yes,OW2102,"Okolona Messenger Inc",,,W,1210,1,,,,,,,,
Newspaper,NP4574-2016,2016,NP4574,"Okolona Messenger",,Mississippi,Okolona,Chickasaw,No,Yes,OW2102,"Okolona Messenger Inc",,,W,1319,1,,,,,,,,
Newspaper,NP4574-2018,2018,NP4574,"Okolona Messenger",,Mississippi,Okolona,Chickasaw,No,Yes,OW2102,"Okolona Messenger Inc",,,W,1319,1,1300,19,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP4574-2020,2020,NP4574,"Okolona Messenger",,Mississippi,Okolona,Chickasaw,No,No,OW2102,"Okolona Messenger Inc",,,W,1319,1,,,,,,,,
Newspaper,NP2859-2004,2004,NP2859,"Olathe Daily News, The",,Kansas,Olathe,Johnson,No,No,OW0200,"Knight Ridder",Public,,D,4710,6,,,,,,,,
Newspaper,NP2859-2014,2014,NP2859,"Olathe Daily News, The",,Kansas,Olathe,Johnson,No,No,OW0001,McClatchy,Public,,W,1027,2,,,,,,,,
Newspaper,NP2859-2016,2016,NP2859,"Olathe Daily News, The",,Kansas,Olathe,Johnson,No,No,OW0001,McClatchy,Public,,W,1027,2,,,,,,,,
Newspaper,NP9199-2014,2014,NP9199,"Olathe News",,Missouri,"Kansas City",Jackson,No,No,OW0001,McClatchy,Public,,W,25000,2,,,,,,,,
Newspaper,NP9199-2016,2016,NP9199,"Olathe News",,Missouri,"Kansas City",Jackson,No,Yes,OW0001,McClatchy,Public,,W,25000,2,,,,,,,,
Newspaper,NP3347-2004,2004,NP3347,"Old Colony Memorial",,Massachusetts,Plymouth,Plymouth,No,Yes,OW1506,"Enterprise NewsMedia",Investment,,W,14515,1,,,,,,,,
Newspaper,NP3347-2014,2014,NP3347,"Old Colony Memorial",,Massachusetts,Plymouth,Plymouth,No,Yes,OW0618,"New Media/GateHouse",Investment,,W,10618,2,,,,,,,,
Newspaper,NP3347-2016,2016,NP3347,"Old Colony Memorial",,Massachusetts,Plymouth,Plymouth,No,Yes,OW0618,"New Media/GateHouse",Investment,,W,10618,2,,,,,,,,
Newspaper,NP3347-2018,2018,NP3347,"Old Colony Memorial",,Massachusetts,Plymouth,Plymouth,No,Yes,OW0618,"New Media/GateHouse",Investment,,W,5708,2,5413,295,EP,CAC,,,,
Newspaper,NP3347-2020,2020,NP3347,"Old Colony Memorial",,Massachusetts,Plymouth,Plymouth,No,No,OW5094,Gannett/Gatehouse,Investment,,W,5708,2,,,,,,,,
Newspaper,NP3037-2004,2004,NP3037,"Oldham Era",,Kentucky,"La Grange",Oldham,No,No,OW0400,"Landmark Media Enterprises",Private,,W,7700,1,,,,,,,,
Newspaper,NP3037-2014,2014,NP3037,"Oldham Era",,Kentucky,"La Grange",Oldham,No,No,OW0400,"Landmark Media Enterprises",Private,,W,5335,1,,,,,,,,
Newspaper,NP3037-2016,2016,NP3037,"Oldham Era",,Kentucky,"La Grange",Oldham,No,No,OW0400,"Landmark Media Enterprises",Private,,W,5335,1,,,,,,,,
Newspaper,NP3037-2018,2018,NP3037,"Oldham Era",,Kentucky,"La Grange",Oldham,No,No,OW0400,"Landmark Media Enterprises",Private,,W,5500,1,5500,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP3037-2020,2020,NP3037,"Oldham Era",,Kentucky,"La Grange",Oldham,No,No,OW0400,"Landmark Media Enterprises",Private,,W,5500,1,,,,,,,,
Newspaper,NP5790-2004,2004,NP5790,"Olean Times-Herald",,"New York",Olean,Cattaraugus,No,No,OW2638,"Bradford Publishing Company",,,D,15899,7,,,,,,,,
Newspaper,NP5790-2014,2014,NP5790,"Olean Times-Herald",,"New York",Olean,Cattaraugus,No,No,OW2638,"Bradford Publishing Company",,,D,11246,7,,,,,,,,
Newspaper,NP5790-2016,2016,NP5790,"Olean Times-Herald",,"New York",Olean,Cattaraugus,No,Yes,OW2638,"Bradford Publishing Company",,,D,11246,7,,,,,,,,
Newspaper,NP5790-2018,2018,NP5790,"Olean Times-Herald",,"New York",Olean,Cattaraugus,No,No,OW2638,"Bradford Publishing Company",,,D,9280,7,,,AAM,,,,,
Newspaper,NP5790-2020,2020,NP5790,"Olean Times-Herald",,"New York",Olean,Cattaraugus,No,No,OW2638,"Bradford Publishing Company",,,D,9280,7,,,,,,,,
Newspaper,NP3038-2004,2004,NP3038,"Olive Hill Times",,Kentucky,"Olive Hill",Carter,No,No,OW0067,"Community Newspaper Holdings Inc (CNHI)",Investment,,W,2300,1,,,,,,,,
Newspaper,NP3038-2014,2014,NP3038,"Olive Hill Times",,Kentucky,"Olive Hill",Carter,No,No,OW0067,"Community Newspaper Holdings Inc (CNHI)",Investment,,W,4840,1,,,,,,,,
Newspaper,NP3038-2016,2016,NP3038,"Olive Hill Times",,Kentucky,"Olive Hill",Carter,No,No,OW0067,"Community Newspaper Holdings Inc (CNHI)",Investment,,W,1900,1,,,,,,,,
Newspaper,NP3038-2018,2018,NP3038,"Olive Hill Times",,Kentucky,"Olive Hill",Carter,No,No,OW4926,"Raycom Media Inc.",Investment,,W,1900,1,1800,100,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP3038-2020,2020,NP3038,"Olive Hill Times",,Kentucky,"Olive Hill",Carter,No,No,OW5092,CNHI,Investment,,W,1900,1,,,,,,,,
Newspaper,NP4113-2004,2004,NP4113,"Olivia Times-Journal",,Minnesota,Olivia,Renville,No,No,OW1878,"Hettig Rose",,,W,1300,1,,,,,,,,
Newspaper,NP9185-2014,2014,NP9185,"Olmsted County Journal",,Minnesota,Preston,Olmsted,No,No,OW4422,"Sethre, Jason",,,W,36986,1,,,,,,,,
Newspaper,NP9185-2016,2016,NP9185,"Olmsted County Journal",,Minnesota,Preston,Olmsted,No,Yes,OW4258,"Sewell Steve",,,W,36986,1,,,,,,,,
Newspaper,NP9185-2018,2018,NP9185,"Olmsted County Journal",,Minnesota,Preston,Olmsted,No,No,OW4422,"Sethre, Jason",,,W,36986,1,,36986,EP,CVC,,,,
Newspaper,NP9185-2020,2020,NP9185,"Olmsted County Journal",,Minnesota,Preston,Olmsted,No,No,OW4422,"Sethre, Jason",,,W,36986,1,,,,,,,,
Newspaper,NP2307-2004,2004,NP2307,"Olney Daily Mail",,Illinois,Olney,Richland,No,No,OW0129,"Liberty Group Publishing",Investment,,D,5000,5,,,,,,,,
Newspaper,NP2307-2014,2014,NP2307,"Olney Daily Mail",,Illinois,Olney,Richland,No,No,OW0618,"New Media/GateHouse",Investment,,D,3150,5,,,,,,,,
Newspaper,NP2307-2016,2016,NP2307,"Olney Daily Mail",,Illinois,Olney,Richland,No,No,OW0618,"New Media/GateHouse",Investment,,D,3675,5,,,,,,,,
Newspaper,NP2307-2018,2018,NP2307,"Olney Daily Mail",,Illinois,Olney,Richland,No,No,OW0618,"New Media/GateHouse",Investment,,D,3675,5,3675,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP2307-2020,2020,NP2307,"Olney Daily Mail",,Illinois,Olney,Richland,No,No,OW5094,Gannett/Gatehouse,Investment,,D,3675,5,,,,,,,,
Newspaper,NP7779-2004,2004,NP7779,"Olney Enterprise",,Texas,Olney,Young,No,Yes,OW0012,"MediaNews Group",Private,,W,2141,1,,,,,,,,
Newspaper,NP7779-2014,2014,NP7779,"Olney Enterprise",,Texas,Olney,Young,No,Yes,OW0388,"Digital First Media",Investment,,W,1218,1,,,,,,,,
Newspaper,NP7779-2016,2016,NP7779,"Olney Enterprise",,Texas,Olney,Young,No,Yes,OW0388,"Digital First Media",Investment,,W,1233,1,,,,,,,,
