name,institution_type,avg_rad,no2,impervious_surface
"230. Las Vegas Sands Corp Las Vegas, NV, USA",Fortune 500 HQ,114.65083,4.7899856846536706e-5,66
"229. Textron, Inc.,  Providence, RI, USA",Fortune 500 HQ,146.29167,4.231430295277256e-5,97
"228. Stanley black & decker, CT, USA",Fortune 500 HQ,24.3925,3.7908818383091414e-5,51
"227. Arconic New York, NY, USA",Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
"226. Loews Regency New York, Park Avenue, New York, NY, USA",Fortune 500 HQ,179.645,1.0035571628393234e-4,91
"225. Qurate Retail Englewood, CO, USA",Fortune 500 HQ,77.93584,3.891091069580857e-5,90
"224. Kinder Morgan,Houston, TX, USA",Fortune 500 HQ,206.5175,4.62703000555975e-5,95
"223. Community Health Systems Franklin, TN, USA",Fortune 500 HQ,46.731667,3.1741013420855024e-5,68
"222. United States Steel Pittsburgh, PA, USA",Fortune 500 HQ,178.48917,3.774325011085493e-5,97
"221. BlackRock New York, NY, USA",Fortune 500 HQ,248.32083,1.0035571628393234e-4,91
"220. DTE Energy, Detroit MI",Fortune 500 HQ,0.725,2.878607837371648e-5,0
"219. Principal Financial Group, High Street, Des Moines, IA, USA",Fortune 500 HQ,178.49417,3.123387062943597e-5,92
"218. Parker Hannifin Corp, Parkland Boulevard, Cleveland, OH, USA",Fortune 500 HQ,49.96,3.080143883525255e-5,93
"217. CBS Corporation, New York, NY, USA",Fortune 500 HQ,272.15,1.0035571628393234e-4,100
"216. Booking Holdings Norwalk, CT, USA",Fortune 500 HQ,39.89417,5.037657098739503e-5,86
"215 Ecolab, Saint Paul, MN, USA",Fortune 500 HQ,182.05333,4.2963647677743145e-5,100
"214 ITW  Glenview, IL, USA",Fortune 500 HQ,42.995,7.306381829473509e-5,85
"213. Waste Management - Houston Houston, TX, USA",Fortune 500 HQ,215.965,4.62703000555975e-5,100
"212. Land O Lakes, Lexington Avenue North, Arden Hills, MN, USA",Fortune 500 HQ,50.539165,4.337666305730247e-5,89
"210. Mastercard, Purchase, NY, USA",Fortune 500 HQ,17.72,5.025197200834316e-5,82
"210. Marsh Mclennan: Geiger Richard, 6th Avenue, New York, NY, USA",Fortune 500 HQ,572.2808,1.0035571628393234e-4,100
"209 Ross Dress for Less, Dublin Boulevard, Dublin, CA, USA",Fortune 500 HQ,65.78833,4.0605474713045323e-05,100
"208. Jacobs Engineering Group Dallas, TX, USA",Fortune 500 HQ,202.62,5.0348112262864e-5,69
"207. Celgene Corporation, Morris Avenue, Summit, NJ, USA",Fortune 500 HQ,24.615,1.0154244851809674e-4,47
"206. Omnicom Group Inc, Madison Avenue, New York, NY, USA",Fortune 500 HQ,248.32083,1.0035571628393234e-4,90
"205. PPG Industries Inc, Pittsburgh, PA, USA",Fortune 500 HQ,197.63083,3.774325011085493e-5,100
"204. PayPal, San Jose, CA, USA",Fortune 500 HQ,71.98917,4.473694978143443e-5,67
"203. Goodyear Auto Service, Akron, OH, USA",Fortune 500 HQ,121.69417,2.866065970090029e-5,77
"202. Colgate-Palmolive Company, Park Avenue, New York, NY, USA",Fortune 500 HQ,248.32083,1.0035571628393234e-4,92
"201. Supervalu  Eden Prairie, MN, USA",Fortune 500 HQ,33.899166,3.9237216021935526e-5,99
"200. General Mills  Minneapolis, MN, USA",Fortune 500 HQ,19.365833,4.019424893659003e-5,100
"199. Texas Instruments, Dallas, TX, USA",Fortune 500 HQ,202.62,5.0348112262864e-5,69
"198. Aramark HQ, Philadelphia, PA, USA",Fortune 500 HQ,199.3275,4.650911397845651e-5,90
"197. Netflix Los Gatos, CA, USA",Fortune 500 HQ,17.268333,4.1145363119944297e-5,87
"196. Nordstrom Downtown Seattle, Pine Street, Seattle, WA, USA",Fortune 500 HQ,125.39333,5.915514217561968e-5,100
"195. Becton Dickinson  Franklin Lakes, NJ, USA",Fortune 500 HQ,20.113333,4.25338285621792e-5,100
"194. Rockingham Estates by D.R. Horton America's Builder, Longbow Lane, Arlington, TX, USA",Fortune 500 HQ,17.595833,3.259631881827809e-5,80
"193. Cognizant, Frank W Burr Boulevard, Teaneck, NJ, USA",Fortune 500 HQ,70.32667,7.751602084099756e-5,45
"192. American Electric Power Co, Riverside Plaza, Columbus, OH, USA",Fortune 500 HQ,128.90167,4.01442121953455e-5,72
"191. CDW, Tri State International, Lincolnshire, IL, USA",Fortune 500 HQ,52.7575,5.150207038987182e-5,78
"190. WestRock  Atlanta, GA, USA",Fortune 500 HQ,49.589165,3.272935313527618e-5,66
"189. Jones Lang La Salle, West Monroe Street, Chicago, IL, USA",Fortune 500 HQ,305.29083,6.90932632450495e-5,97
"188. Davita, Denver, Colorado, USA",Fortune 500 HQ,174.41501,5.6791397915338495e-5,94
"187. Lincoln Financial Group, Radnor, PA, USA",Fortune 500 HQ,20.375,3.2163658678085426e-5,92
"186. Gap San Francisco, CA, USA",Fortune 500 HQ,196.28,3.726038482694589e-5,85
"185. C.H. Robinson, Charlson Road, Eden Prairie, MN, USA",Fortune 500 HQ,30.820833,3.901211799360548e-5,86
"184. NextEra Energy Resources, Universe Boulevard, Juno Beach, FL, USA",Fortune 500 HQ,40.775833,2.6766898755693323e-5,88
"183. PG&E San Francisco, CA, USA",Fortune 500 HQ,110.76833,3.726038482694589e-5,93
"182. Applied Materials Inc,  Santa Clara, CA, USA",Fortune 500 HQ,57.204166,4.416408532822157e-5,99
"181. EOG Resources Inc,, TX, USA",Fortune 500 HQ,153.30667,4.62703000555975e-5,83
"180. XPO Logistics, Connecticut, USA",Fortune 500 HQ,40.935,4.230536153930699e-5,86
"178. NGL Energy Partners LP, South Yale Avenue, Tulsa, OK, USA",Fortune 500 HQ,65.870834,3.879398306573459e-5,77
"178. Emerson Electric Co., West Florissant Avenue, St. Louis, MO, USA",Fortune 500 HQ,42.06167,4.754851781566914e-5,92
"177. Sherwin-Williams - Corporate Office, West Prospect Avenue, Cleveland, OH, USA",Fortune 500 HQ,272.69833,3.670949596524029e-5,88
"176. Performans Food Group Richmond, VA, USA",Fortune 500 HQ,173.55084,2.7033178018008222e-5,90
"175. HollyFrontier Corporation, North Harwood Street, Dallas, TX, USA",Fortune 500 HQ,144.65334,5.0348112262864e-5,99
"174. CarMax, Richmond Road, Charlottesville, VA, USA",Fortune 500 HQ,40.724167,2.188116109298869e-5,80
"173. Synchrony Financial, Long Ridge Road, Stamford, CT, USA",Fortune 500 HQ,11.885,4.82541639886988e-5,88
"172. Tenet Healthcare Corporation, Ross Avenue, Dallas, TX, USA",Fortune 500 HQ,213.32167,5.0348112262864e-5,62
"171 Kimberly-Clark Corporation, Phelps Drive, Irving, TX, USA",Fortune 500 HQ,57.435833,5.349335236583694e-5,84
"170. Freeport-McMoRan Inc., North Central Avenue, Phoenix, AZ, USA",Fortune 500 HQ,199.64166,5.928028163179122e-5,91
169. Genuine Parts,Fortune 500 HQ,153.62416,3.820390786572428e-5,94
168. Molina Healthcare,Fortune 500 HQ,159.19,7.09411832998466e-5,86
167. Occidental Petroleum,Fortune 500 HQ,153.30667,4.62703000555975e-5,89
166. Icahn Enterprises,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
"165. Avnet, Inc., South 47th Street, Phoenix, AZ, USA",Fortune 500 HQ,59.025833,7.113250446883442e-5,96
"164. Fluor, Irving, Texas, USA",Fortune 500 HQ,65.909164,5.319909137212932e-5,96
"163. Bank of New York Mellon, Greenwich Street, New York, NY, USA",Fortune 500 HQ,180.22166000000001,1.1137873414493032e-4,95
"162. Altria Group Inc., West Broad Street, Richmond, VA, USA",Fortune 500 HQ,59.02,2.8629957201202252e-5,40
"161. Hartford Financial Services: Delacruz Cedric, Hartford Plaza, Hartford, CT, USA",Fortune 500 HQ,75.7775,5.076030752173835e-5,57
"160. Danaher Corporation, Pennsylvania Avenue Northwest, Washington, DC, USA",Fortune 500 HQ,188.31667,4.987559050937402e-5,84
159. PNC Financial Services,Fortune 500 HQ,178.48917,3.774325011085493e-5,97
158. SYNNEX,Fortune 500 HQ,45.97167,3.9869039595674335e-5,85
157. AECOM,Fortune 500 HQ,177.07,1.1903557135087366e-4,88
156. Kohl’s,Fortune 500 HQ,42.094166,4.251005984225691e-5,93
155. WellCare Health Plans,Fortune 500 HQ,193.69583,3.509078283441612e-5,81
154. Lennar,Fortune 500 HQ,215.2675,4.1248501277005455e-5,94
153. VISA,Fortune 500 HQ,90.96917,3.726038482694589e-5,90
152. Western Digital,Fortune 500 HQ,121.425835,4.5630690016335e-5,87
151. Marriott International,Fortune 500 HQ,105.18917,3.955910821460863e-5,83
150. Broadcom,Fortune 500 HQ,121.425835,4.5630690016335e-5,87
149. McDonald’s,Fortune 500 HQ,258.18832,7.601491201048877e-5,96
148. Whirlpool,Fortune 500 HQ,35.695,3.5488480367835844e-5,93
147. LEAR,Fortune 500 HQ,30.5025,4.384021480948856e-5,91
"146. CBRE Global Headquarters, South Hope Street, Los Angeles, CA, USA",Fortune 500 HQ,160.9825,1.1903557135087366e-4,63
145. AutoNation,Fortune 500 HQ,200.50667,3.564753926898537e-5,94
"144. Tesla HQ, Deer Creek Road, Palo Alto, CA, USA",Fortune 500 HQ,14.279167,3.4894916379457114e-5,95
143. AFLAC,Fortune 500 HQ,90.105,2.5649184492994945e-5,86
142. Southwest Airlines,Fortune 500 HQ,202.62,5.0348112262864e-5,69
141. ManpowerGroup,Fortune 500 HQ,287.89334,4.322945639449935e-5,97
140. JABIL,Fortune 500 HQ,141.6975,2.494748014187592e-5,58
"139. Gilead Sciences, Inc., Lakeside Drive, Foster City, CA, USA",Fortune 500 HQ,58.506664,3.9108585779668945e-5,85
138. Bristol-Myers Squibb,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
"137. Qualcomm, Technology Drive, San Jose, CA, USA",Fortune 500 HQ,81.565,4.473694978143443e-5,98
"136. Penske Automotive Group, Inc., South Telegraph Road, Bloomfield Township, MI, USA",Fortune 500 HQ,44.171665,3.5851790419471824e-5,94
135. DOLLAR TREE,Fortune 500 HQ,25.814167,2.8598597488854934e-5,0
134. UNION PACIFIC,Fortune 500 HQ,237.52417,5.6017896557348994e-5,98
"133. International Paper, Poplar Avenue, Memphis, TN, USA",Fortune 500 HQ,106.85834,2.803803955668336e-5,97
132. CENTURYLINK,Fortune 500 HQ,54.913334,1.939668062846537e-5,95
131. SOUTHERN,Fortune 500 HQ,153.62416,3.820390786572428e-5,94
130. PACCAR,Fortune 500 HQ,101.93916,5.832052186646674e-5,91
129. AMGEN,Fortune 500 HQ,48.504166,2.790103500054643e-5,80
128. Cummins,Fortune 500 HQ,145.7025,4.919916464778855e-5,95
"127. Halliburton, North Sam Houston Parkway East, Houston, TX, USA",Fortune 500 HQ,76.9875,5.206843216562373e-5,94
"126. Duke Energy, South Tryon Street, Charlotte, NC, USA",Fortune 500 HQ,236.3125,4.557654940388463e-5,99
125. US Foods Holdings,Fortune 500 HQ,89.03917,8.417066270536193e-5,53
"124. Thermo Fisher Scientific, 3rd Avenue, Waltham, MA, USA",Fortune 500 HQ,63.884167,5.5132253566997674e-5,61
"123. Eli Lilly and Company Corporate Center, Delaware Street, Indianapolis, IN, USA",Fortune 500 HQ,125.278336,4.919916464778855e-5,97
"122. DXC Technology, Tysons Boulevard, Tysons, VA, USA",Fortune 500 HQ,133.83583,3.825812524956197e-5,53
"121. Starbucks, Pike Place, Seattle, WA, USA",Fortune 500 HQ,53.069168,5.915514217561968e-5,98
120. NUCOR,Fortune 500 HQ,287.16168,4.557654940388463e-5,85
"119. Dollar General Corporate Headquarters, Mission Ridge, Goodlettsville, TN, USA",Fortune 500 HQ,49.020836,3.3039171507628906e-5,77
118. MACY'S,Fortune 500 HQ,244.75166,4.4671309054528835e-5,92
117. U.S. BANCORP,Fortune 500 HQ,223.65916000000001,4.766322957067659e-5,99
116. Mondelez International,Fortune 500 HQ,30.488333,5.166900175112131e-5,49
"115. Kraft Heinz Innovation Center, Ericsson Drive, Warrendale, PA, USA",Fortune 500 HQ,33.059166,3.162887341482782e-5,82
"114. Raytheon Company, Apple Hill Drive, Tewksbury, MA, USA",Fortune 500 HQ,23.2,3.658651372221763e-5,78
"113. PBF Energy, Sylvan Way, Parsippany, NJ, USA",Fortune 500 HQ,29.485,3.89164273438516e-5,56
"112. INTL FCStone, 5th Avenue, New York, NY, USA",Fortune 500 HQ,279.97583,1.0035571628393234e-4,100
"111. Northwestern Mutual, East Mason Street, Milwaukee, WI, USA",Fortune 500 HQ,240.38667,4.322945639449935e-5,98
"110. Philip Morris International Inc, Park Avenue, New York, NY, USA",Fortune 500 HQ,226.19583,1.0035571628393234e-4,98
"109. Arrow Electronics, East Dry Creek Road, Centennial, CO, USA",Fortune 500 HQ,102.175835,2.9379583494468344e-5,89
"108. Northrop Grumman, Fairview Park Drive, Falls Church, VA, USA",Fortune 500 HQ,51.323334,4.258994319781494e-5,78
"107. Rite Aid, Market Street, Camp Hill, PA, USA",Fortune 500 HQ,21.584167,3.3413309277090835e-5,82
"106. TRAVELERS  New York, USA",Fortune 500 HQ,51.802498,5.9637985140385424e-5,93
105. Micron Technology,Fortune 500 HQ,174.4375,2.121693072548858e-5,78
104. Twenty-First Century Fox,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
103. Abbott Laboratories,Fortune 500 HQ,57.708332,4.80710552844879e-5,72
102. Hewlett Packard Enterprise,Fortune 500 HQ,12.3425,3.7045142487868e-5,49
101. USAA,Fortune 500 HQ,164.3,3.3146318935266405e-5,79
100. Coca-Cola,Fortune 500 HQ,153.62416,3.820390786572428e-5,94
99. Progressive,Fortune 500 HQ,12.809167,3.080143883525255e-5,46
98. Capital One Financial,Fortune 500 HQ,53.748333,4.0154185224026575e-5,88
97. CHS,Fortune 500 HQ,15.1866665,4.0424976089398515e-5,89
96. ABBVIE,Fortune 500 HQ,51.135834,4.601718877670502e-5,61
95. 3M,Fortune 500 HQ,163.47083,4.2963647677743145e-5,60
94. Plains GP holdings,Fortune 500 HQ,153.30667,4.62703000555975e-5,89
93. Exelon,Fortune 500 HQ,258.18832,7.601491201048877e-5,96
92. General Dynamics,Fortune 500 HQ,41.4575,4.258994319781494e-5,89
91. Publix Super Markets,Fortune 500 HQ,76.004166,3.5056949685457605e-5,61
90. NIKE,Fortune 500 HQ,87.15667,3.50169637734502e-5,97
89. Enterprise Products Partners,Fortune 500 HQ,153.30667,4.62703000555975e-5,89
88. Tech Data,Fortune 500 HQ,149.39166,2.436336666896159e-5,90
87. DEERE,Fortune 500 HQ,87.284164,3.757150867437342e-5,62
86. ConocoPhillips,Fortune 500 HQ,153.30667,4.62703000555975e-5,89
85. TJX,Fortune 500 HQ,31.478334,5.1638507695764175e-5,94
84. Massachusetts Mutual Life Insurance,Fortune 500 HQ,147.50417,3.783333941697765e-5,96
83. World Fuel Services,Fortune 500 HQ,215.2675,4.1248501277005455e-5,94
82. ALLSTATE,Fortune 500 HQ,28.771667,5.898166618091944e-5,72
81. Oracle,Fortune 500 HQ,24.823334,3.69650343927987e-5,5
80. Tyson Foods,Fortune 500 HQ,60.3425,2.2272597260752275e-5,95
78. TIAA,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
78. United Continental Holdings,Fortune 500 HQ,258.18832,7.601491201048877e-5,96
77. Honeywell International,Fortune 500 HQ,7.5008335,3.89164273438516e-5,2
"76. Merck Kenilworth, NJ, USA",Fortune 500 HQ,28.639168,1.0333320928485882e-4,70
Liberty Mutual Insurance Group,Fortune 500 HQ,199.1075,7.673807305835998e-5,92
74. Best Buy,Fortune 500 HQ,63.425,4.3773370930034446e-5,77
73. Nationwide,Fortune 500 HQ,159.91667,3.5626061255252316e-5,96
72. American Express,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
71. New York Life Insurance,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
70. Charter Communications,Fortune 500 HQ,96.236664,5.045111752950983e-5,75
69. Delta Air Lines,Fortune 500 HQ,153.62416,3.820390786572428e-5,94
68. American Airlines Group,Fortune 500 HQ,146.4975,3.989411648459077e-5,100
67. HCA Healthcare,Fortune 500 HQ,346.72083,3.9721055016417835e-5,80
66. AIG,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
65. Cigna,Fortune 500 HQ,16.24,3.332327819415275e-5,45
64. CISCO Systems,Fortune 500 HQ,121.425835,4.5630690016335e-5,87
63. Morgan Stanley,Fortune 500 HQ,536.3417,1.0035571628393234e-4,98
62. Goldman Sachs Group,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
61. Pfizer,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
60. Lockheed Martin,Fortune 500 HQ,105.18917,3.955910821460863e-5,83
59. Energy Transfer,Fortune 500 HQ,202.62,5.0348112262864e-5,69
58. Caterpillar,Fortune 500 HQ,30.488333,5.166900175112131e-5,49
57. Facebook,Fortune 500 HQ,39.938335,3.2800659400907986e-5,82
56. Humana,Fortune 500 HQ,154.8,4.496994406105207e-5,94
55. HP,Fortune 500 HQ,12.3425,3.7045142487868e-5,49
54. SYSCO,Fortune 500 HQ,153.30667,4.62703000555975e-5,89
52. Albertsons,Fortune 500 HQ,174.4375,2.121693072548858e-5,78
51. Centene,Fortune 500 HQ,320.34668,5.4413799194717365e-5,95
50. Prudential Financial,Fortune 500 HQ,213.9025,1.253653967105048e-4,92
48. Archer Daniels Midland,Fortune 500 HQ,258.18832,7.601491201048877e-5,96
48. Pepsico,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
47. Fedex,Fortune 500 HQ,132.50333,4.498879346366405e-5,81
46. United Technologies,Fortune 500 HQ,20.095833,3.538995449350773e-5,83
45. Procter and Gamble,Fortune 500 HQ,244.75166,4.4671309054528835e-5,92
44. MetLife,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
43. INTEL,Fortune 500 HQ,45.27833,4.416408532822157e-5,40
41. Lowes,Fortune 500 HQ,33.82,4.050189782267826e-5,81
41. United Parcel Service,Fortune 500 HQ,153.62416,3.820390786572428e-5,94
40. Freddie Mac,Fortune 500 HQ,53.748333,4.0154185224026575e-5,88
39. Target,Fortune 500 HQ,253.95584,4.766322957067659e-5,100
38. IBM,Fortune 500 HQ,6.991667,4.3054764320777464e-5,100
37. Johnson And Johnson,Fortune 500 HQ,60.4925,9.955978610234118e-5,11
36. State Farm Insurance,Fortune 500 HQ,72.105,3.453913808686066e-5,94
35. DuPont De Nemours,Fortune 500 HQ,6.056667,4.634085701209006e-5,11
34. Dell Technologies,Fortune 500 HQ,57.750835,2.949895987748289e-5,62
33. Anthem,Fortune 500 HQ,182.63167,4.919916464778855e-5,100
32. Comcast,Fortune 500 HQ,208.81667,4.650911397845651e-5,77
31. Marathon Petrolium,Fortune 500 HQ,31.759167,3.154373575388357e-5,100
30. Citigroup,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
29. Wells Fargo,Fortune 500 HQ,90.96917,3.726038482694589e-5,90
28. Boeing,Fortune 500 HQ,258.18832,7.601491201048877e-5,96
27. Home Depot,Fortune 500 HQ,153.62416,3.820390786572428e-5,94
26. Microsoft,Fortune 500 HQ,50.163334,4.840742305243481e-5,89
25. Bank of America,Fortune 500 HQ,287.16168,4.557654940388463e-5,85
24. Valero Technology,Fortune 500 HQ,164.3,3.3146318935266405e-5,79
23. Phillips,Fortune 500 HQ,153.30667,4.62703000555975e-5,89
22. Fannie Mae,Fortune 500 HQ,207.28333,4.987559050937402e-5,61
21. General Electric,Fortune 500 HQ,199.1075,7.673807305835998e-5,92
20. Kroger,Fortune 500 HQ,244.75166,4.4671309054528835e-5,92
19. Verizon Communication,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
18. JP Morgan,Fortune 500 HQ,158.49083,1.1137873414493032e-4,99
17. Walgreens Boots Alliance,Fortune 500 HQ,30.488333,5.166900175112131e-5,49
Cardinal Health,Fortune 500 HQ,55.835835,3.330270187797298e-5,81
15. Alphabet,Fortune 500 HQ,32.483334,3.753432061332663e-5,70
14. Costco Wholesale,Fortune 500 HQ,26.530834,4.653500901371272e-5,57
13. General Motors,Fortune 500 HQ,339.56,4.675792482485668e-5,87
2. Exxon Mobil,Fortune 500 HQ,65.909164,5.319909137212932e-5,96
7. McKesson,Fortune 500 HQ,65.909164,5.319909137212932e-5,96
13. Ford Motor,Fortune 500 HQ,64.8725,5.572753257592516e-5,100
11. Chevron,Fortune 500 HQ,36.446667,4.003940691165702e-5,81
"10. Amerisource Bergen Drug Corporation Chesterbrook, PA, USA",Fortune 500 HQ,24.954166,3.2861406678652176e-5,83
9. AT&T,Fortune 500 HQ,135.07916,4.451856069335591e-5,75
8. CVS Health,Fortune 500 HQ,9.966666,3.617273160723912e-5,80
6. UnitedHealth Group,Fortune 500 HQ,20.839167,3.7796018553808414e-5,28
5. Amazon,Fortune 500 HQ,170.245,5.915514217561968e-5,81
3. Berkshire Hathaway INC.,Fortune 500 HQ,237.52417,5.6017896557348994e-5,98
3. Apple,Fortune 500 HQ,43.3975,3.985390454264525e-5,88
1. Walmart,Fortune 500 HQ,45.715836,2.553710416745125e-5,88
Tower,Power Plant,0.91083336,1.6677434190261564e-5,68
Caro,Power Plant,1.3675,2.6493822860284185e-5,62
Ubly,Power Plant,4.8816667,3.0770621887711356e-5,44
George Johnson,Power Plant,1.4458333,2.329585536311859e-5,60
Claude Vandyke,Power Plant,1.9308333,3.627561773559379e-5,0
Vestaburg,Power Plant,3.4166667,2.9684156194851967e-5,0
Syl Laskin,Power Plant,4.229167,1.4832087472030422e-5,73
Blanchard,Power Plant,0.92583334,2.7322724086267664e-5,0
Clay Boswell,Power Plant,17.833334,1.8206999573702816e-5,93
Fond Du Lac,Power Plant,1.5383334,1.764349666723253e-5,0
Knife Falls,Power Plant,13.85,2.2359595315596123e-5,0
Little Falls (MN),Power Plant,21.1,2.3483073326008333e-5,0
M L Hibbard,Power Plant,31.701666,1.9391114955532585e-5,93
Pillager,Power Plant,1.3391666,1.850028350457075e-5,0
Scanlon,Power Plant,5.235833,1.9737295933234028e-5,0
Sylvan,Power Plant,0.8358333,2.1598765795741695e-5,0
Thomson,Power Plant,2.8341668,1.825007409194312e-5,0
Winton,Power Plant,0.55833334,1.3004557182537174e-5,0
Black Dog,Power Plant,13.1325,4.233881031026612e-5,87
Hennepin Island,Power Plant,130.99083,4.766322957067659e-5,100
High Bridge,Power Plant,40.559166,4.2963647677743145e-5,81
Inver Hills,Power Plant,33.18667,4.22279552311385e-5,95
Allen S King,Power Plant,46.041668,3.014944196201509e-5,97
Monticello Nuclear Facility,Power Plant,20.53,3.365491870168105e-5,98
Prairie Island,Power Plant,32.225,2.835062454562734e-5,89
Red Wing,Power Plant,10.87,3.0936387481789584e-5,76
Riverside (MN),Power Plant,40.05,4.766322957067659e-5,96
St James,Power Plant,19.058334,2.858656054831836e-5,70
Wilmarth,Power Plant,47.9825,3.3012664743612486e-5,99
