"facility_name","address","city","state","zip","county","lat","long","status","operator_name","mw","sizerank","community_pushback","mw_clean","local_gen_mw","pct_consumed","local_mw_capacity","pct_consumed_capped"
"Perspecta Datacenter Campus","13600 EDS DR","Oak Hill","VA","20171","Fairfax",38.923347,-77.426834,"Expanding","Amazon",NA,"Unknown","Unknown",0,716467.60000001,0,8851.5,0
"Convergent Technology Park","James Madison St","Remington","VA","22734","Fauquier",38.546986,-77.80626,"Proposed","Convergent VA LLC",NA,"Unknown","Unknown",0,727418.100000011,0,9899.1,0
"Gigaland LLC Data Center","~12283 Lucky Hill Rd","Remington","VA","22734","Fauquier",38.5367,-77.7811,"Suspended",NA,NA,"Unknown","Unknown",0,726324.30000001,0,9833.9,0
"Gigaland Remington","12270 Lucky Hill Road","Remington","VA","22734","Fauquier",38.534485,-77.78287,"Proposed","Gigaland Data Centers",NA,"Unknown","Unknown",0,726324.30000001,0,9831.4,0
"Remington Technology Park","6980 HELM DR","Remington","VA","22734","Fauquier",38.54051,-77.78908,"Proposed","REMINGTON TECHNOLOGY PARK LTD PTNRSHP","300","Hyperscale (100-999 MW)","Unknown",300,726326.600000011,3.02651224728623,9912.4,3.02651224728623
"SAMX Data Center","11825 REMINGTON RD","Remington","VA","22734","Fauquier",38.543182,-77.7834,"Proposed","SAMX Data",NA,"Unknown","Unknown",0,726299.70000001,0,9913.9,0
"Remington Innovation Campus","11462 REMINGTON RD","REMINGTON","VA","22734","Fauquier",38.56304,-77.77671,"Proposed",NA,NA,"Unknown","Unknown",0,726301.500000011,0,10163.4,0
"Coresite 12100 SV & 12098 SV","12379 A SUNRISE VALLEY DR","Reston","VA","20191","Fairfax",38.948456,-77.371704,"Expanding","Coresite",NA,"Unknown","Unknown",0,714246.80000001,0,10991.7,0
"LEMUR PROPERTIES LLC","1780 BUSINESS CENTER DR","Reston","VA","20190","Fairfax",38.948555,-77.32714,"Operating","Digital Realty",NA,"Unknown","Unknown",0,712531.70000001,0,10794,0
"RDC-1807 MICHAEL FARADAY COURT","1807 MICHAEL FARADAY CT","Reston","VA","20190","Fairfax",38.948864,-77.32922,"Operating","RDC-1807 MICHAEL FARADAY COURT LLC",NA,"Unknown","Unknown",0,712730.70000001,0,10924,0
"Science Applications International Corp (SAIC)","12010 SUNSET HILLS RD","Reston","VA","20190","Fairfax",38.952652,-77.34998,"Operating","DISCOVERY SQUARE LLC",NA,"Unknown","Unknown",0,713904.80000001,0,10932.4,0
"SUNRISE TECHNOLOGY PARK","12098 SUNRISE VALLEY DR","Reston","VA","20191","Fairfax",38.950703,-77.36489,"Operating","Coresite",NA,"Unknown","Unknown",0,714204.80000001,0,11005.4,0
"Azalea","5209 WILKINSON RD","Richmond","VA","23227","Henrico",37.604717,-77.423416,"Proposed","BWS Enterprises","10","Small (0-10 MW)","Unknown",10,710150.80000001,0.128496716908883,7782.3,0.128496716908883
"Infotel Systems Data Center","6008 HERMITAGE RD","Richmond","VA","23228","Henrico",37.61285,-77.47348,"Operating","Infotel",NA,"Unknown","Unknown",0,710317.80000001,0,7787.3,0
"Lumen Richmond 1","8851 PARK CENTRAL DR","Richmond","VA","23227","Henrico",37.646786,-77.438446,"Operating","LEVEL 3 COMMUNICATIONS LLC",NA,"Unknown","Unknown",0,710275.20000001,0,7849.8,0
"Richmond Data Center","5209 Wilkinson Rd","Richmond","VA","23227","Henrico",37.60576,-77.4211,"Operating",NA,NA,"Unknown","Unknown",0,710110.10000001,0,7782.3,0
"Wagner Urban Logistics LLC Data Center","near 2248 Darbytown Rd","Richmond","VA","23231","Henrico",37.48448,-77.3579,"Suspended",NA,NA,"Unknown","Unknown",0,706129.10000001,0,8850.8,0
"Google Data Center: Center for Research and Technology","near Thirlane Rd","Roanoke","VA","24019","Roanoke",37.33734,-79.9992,"Proposed","Google",NA,"Unknown","Unknown",0,782630.900000011,0,1426.2,0
"Google Data Center: Summit View Business Park","east and west of Brick Church Rd","Rocky Mount","VA","24151","Franklin",37.07742,-79.9252,"Proposed","Google",NA,"Unknown","Unknown",0,781554.70000001,0,2300.4,0
"Green Energy Center","HOG ISLAND ROAD","Rushmere","VA","23883","Surry",37.152023,-76.685074,"Proposed","Green Energy Partners",NA,"Unknown","Unknown",0,687541.20000001,0,5837.5,0
"ADP Ladysmith Data Hub","18577 GREEN RD","Ruther Glen","VA","22546","Caroline",38.00433,-77.50445,"Proposed",NA,NA,"Unknown","Unknown",0,716941.10000001,0,10350,0
"Airlee Industrial and Data Center Site","Intersection of Rt. 1 and CCC Road","Ruther Glen","VA","22546","Caroline",37.997375,-77.50243,"Proposed",NA,NA,"Unknown","Unknown",0,716941.10000001,0,10299.6,0
"Carmel Church Data Hub","Welcom Way Dr","Ruther Glen","VA","22546","Caroline",37.939327,-77.477974,"Proposed","W & F PARTNERS",NA,"Unknown","Unknown",0,716624.70000001,0,10705.8,0
"Carmel Technology & Enterprise Center","Jericho Road, west of the intersection
 of Jericho Road, Rogers Clark Blvd. & U.S. Route 1","Ruther Glen","VA","22546","Caroline",37.924026,-77.50552,"Proposed",NA,NA,"Unknown","Unknown",0,716772.50000001,0,10718.3,0
"Caroline Center for Innovation","23286 CARNEAL LN","Ruther Glen","VA","22546","Caroline",37.942783,-77.41627,"Proposed",NA,NA,"Unknown","Unknown",0,712983.30000001,0,9270.6,0
"Caroline Center for Innovation - North","13039 Mickey's Wy","Ruther Glen","VA","22546","Caroline",37.95119,-77.42421,"Proposed",NA,NA,"Unknown","Unknown",0,714906.70000001,0,9270.6,0
"CleanArc Data Center (VA1)","8436 Ladysmith Rd","Ruther Glen","VA","22546","Caroline",38.01594,-77.4973,"Approved/Permitted/Under construction","CleanArc","300-600","Hyperscale (100-999 MW)","Unknown",300,716934.10000001,2.92019117518227,10273.3,2.92019117518227
"Thornberry Data Center Campus","23202 Carneal Lane","Ruther Glen","VA","22546","Caroline",37.95416,-77.40686,"Proposed",NA,NA,"Unknown","Unknown",0,712783.30000001,0,9265.7,0
"VALCO Data Center Park","5499 Mt Airy Dr","Ruther Glen","VA","22546","Caroline",37.93823,-77.54898,"Proposed",NA,NA,"Hyperscale (100-999 MW)","Unknown",0,716939.70000001,0,10684.3,0
"VALCO Data Center Park","Mt Airy Road","Ruther Glen","VA","22546","Caroline",37.924103,-77.54387,"Proposed","VALCO CAROLINE COUNTY",NA,"Unknown","Unknown",0,716933.70000001,0,10708.3,0
"Valo Park","7950 JONES BRANCH DR","Ruther Glen","VA","22546","Fairfax",38.932384,-77.21859,"Operating","TAMARES 7950 OWNER LLC",NA,"Unknown","Unknown",0,710145.60000001,0,9380.2,0
"Google Data Center","Glenmary Dr","Salem","VA","24153","Roanoke",37.2685,-80.1678,"Proposed","Google",NA,"Unknown","Unknown",0,792119.30000001,0,1200.5,0
"Atlantic Crossing","2801 OLD WILLIAMSBURG RD","Sandston","VA","23150","Henrico",37.504288,-77.26043,"Proposed","ATLANTIC CROSSING LLC",NA,"Unknown","Unknown",0,703228.90000001,0,9003.8,0
"Bank of America","6050 TECHNOLOGY CREEK DR","Sandston","VA","23150","Henrico",37.495663,-77.23808,"Operating","Bank of America",NA,"Unknown","Unknown",0,703149.20000001,0,9003.8,0
"Meta Henrico Data Center","6200 TECHNOLOGY BLVD","Sandston","VA","23150","Henrico",37.48185,-77.236465,"Operating","Meta",NA,"Unknown","Unknown",0,703069.20000001,0,7110.8,0
"Meta Richmond Data Center","7301 TECHNOLOGY BLVD","Sandston","VA","23150","Henrico",37.47831,-77.22688,"Operating","Meta",NA,"Unknown","Unknown",0,703020.10000001,0,7130.8,0
"Project Tropical","3951 PORTUGEE RD","Sandston","VA","23150","Henrico",37.4738,-77.23478,"Expanding","Meta",NA,"Unknown","Unknown",0,703052.20000001,0,7116.8,0
"Sandston Data Center Campus","5900 Technology Blvd","Sandston","VA","23150","Henrico",37.47669,-77.2329,"Approved/Permitted/Under construction",NA,"200","Hyperscale (100-999 MW)","Unknown",200,703058.20000001,2.81025179856115,7116.8,2.81025179856115
"White Oak Tech Park (QTS)","6000 TECHNOLOGY BLVD","Sandston","VA","23150","Henrico",37.489464,-77.24603,"Operating","QTS Data Centers",NA,"Hyperscale (100-999 MW)","Unknown",0,703156.20000001,0,9003.8,0
"Hillcrest Data Center","49 COUNTRY LANE","South Hill","VA","23970","Mecklenburg",36.70315,-78.12708,"Proposed","Microsoft",NA,"Unknown","Unknown",0,731335.50000001,0,7343.4,0
"Microsoft","260 Butts St","South Hill","VA","23970","Mecklenburg",36.70687,-78.1278,"Approved/Permitted/Under construction","Microsoft",NA,"Unknown","Unknown",0,731511.00000001,0,7343.4,0
"South Hill Data Center Campus","Tunstall Rd","South Hill","VA","23970","Mecklenburg",36.74631,-78.1018,"Proposed","Microsoft",NA,"Unknown","Unknown",0,731501.00000001,0,7322.2,0
"AWS H&M Property","25500 MEADOWDALE DR","South Riding","VA","20152","Loudoun",38.92111,-77.4863,"Expanding","Amazon",NA,"Unknown","Unknown",0,718947.50000001,0,7592.2,0
"Firefox Dulles","44150 WADE DR","South Riding","VA","20152","Loudoun",38.920612,-77.472885,"Proposed","Brian Clifford/DLA PIPER LLP (US)",NA,"Unknown","Unknown",0,716755.60000001,0,9288.2,0
"Sutton Bay","25800 SUTTON BAY PLZ","South Riding","VA","20152","Loudoun",38.91631,-77.47834,"Operating","Amazon",NA,"Unknown","Unknown",0,716756.60000001,0,9288.2,0
"Gateway Commerce Center","5654 Hickory Ridge RD","Spotsylvania","VA","22551","Spotsylvania",38.165024,-77.529495,"Proposed",NA,NA,"Unknown","Unknown",0,718141.60000001,0,9108,0
"SpotsyTech Campus","West of I-95, east of N Roxbury Mill Rd","Spotsylvania Courthouse","VA","22551","Spotsylvania",38.159935,-77.51494,"Proposed",NA,"800","Hyperscale (100-999 MW)","Unknown",800,718110.30000001,8.79555824308724,9095.5,8.79555824308724
"AWS Loisdale Station","7961 Loisdale Rd","Springfield","VA","22150","Fairfax",38.742268,-77.186424,"Proposed","Amazon",NA,"Unknown","Unknown",0,707140.80000001,0,12300.5,0
"VA 95 BUILDING NINE LP","7600 BOSTON BLVD","Springfield","VA","22153","Fairfax",38.739193,-77.20798,"Operating","VA 95 BUILDING NINE LP",NA,"Unknown","Unknown",0,707160.30000001,0,12373.6,0
"Accokeek Center","RT 1/Interstate 95 South of Rappahannock Regional Jail","Stafford","VA","22554","Stafford",38.403713,-77.427,"Proposed",NA,NA,"Unknown","Unknown",0,715277.10000001,0,11900.7,0
"Austin Ridge Logisitics Center","End of Cedar Lane, Hartwood","Stafford","VA","22554","Stafford",38.4145,-77.43574,"Proposed",NA,NA,"Unknown","Unknown",0,715310.20000001,0,11855.6,0
"GWV","Ramoth Church Rd, Courthouse Road, and 95","Stafford","VA","22554","Stafford",38.419758,-77.44698,"Proposed",NA,NA,"Unknown","Unknown",0,715585.50000001,0,11855.6,0
"Old Potomac Church Data Center","Old Potomac Church Road","Stafford","VA","22554","Stafford",38.411324,-77.40424,"Proposed",NA,NA,"Unknown","Unknown",0,715137.00000001,0,11903.2,0
"Stack Data Center","~350 Eskimo Hill Rd","Stafford","VA","22554","Stafford",38.38504,-77.4276,"Proposed",NA,"1100","Mega campus (>1,000 MW)","Unknown",1100,715290.00000001,9.28262208757732,11850.1,9.28262208757732
"Stafford Technology Campus","east side of Richmond Highway, across from Sage Lane","Stafford","VA","22554","Stafford",38.38512,-77.43162,"Proposed",NA,"1,000","Mega campus (>1,000 MW)","Unknown",1000,715311.00000001,8.43874735234302,11850.1,8.43874735234302
"113 EXECUTIVE DR Prologis","113 EXECUTIVE DR","Sterling","VA","20166","Loudoun",38.99067,-77.44434,"Proposed","Prologis",NA,"Unknown","Unknown",0,716765.70000001,0,7045.2,0
"1304 SQUIRE CT","1304 SQUIRE CT","Sterling","VA","20166","Loudoun",39.02153,-77.43476,"Operating","ELECTRIC BUILDING LLC",NA,"Unknown","Unknown",0,716655.30000001,0,9147,0
"1501 Moran Road","1501 Moran Road","Sterling","VA","20166","Loudoun",38.995197,-77.44623,"Proposed","EdgeCore Digital/Partners Group",NA,"Unknown","Unknown",0,716765.70000001,0,7033.9,0
"21641 CHARLES VIEW DR","21641 CHARLES VIEW DR","Sterling","VA","20166","Loudoun",39.017963,-77.43968,"Operating","Amazon",NA,"Unknown","Unknown",0,716660.80000001,0,8306.1,0
"22350 KIPPER DR AWS","22350 KIPPER DR","Sterling","VA","20166","Loudoun",38.99509,-77.43511,"Operating","Amazon",NA,"Unknown","Unknown",0,716514.40000001,0,8300,0
"22370 KIPPER DR AWS","22370 KIPPER DR","Sterling","VA","20166","Loudoun",38.996964,-77.43581,"Operating","Amazon",NA,"Unknown","Unknown",0,716514.40000001,0,8300,0
"22660 Executive Dr Prologis","22660 Executive Dr","Sterling","VA","20166","Loudoun",38.989754,-77.44206,"Proposed","Prologis",NA,"Unknown","Unknown",0,716765.70000001,0,7044.1,0
"22945 INTERNATIONAL DR AWS","22945 INTERNATIONAL DR","Sterling","VA","20166","Loudoun",38.98216,-77.42751,"Operating","Amazon",NA,"Unknown","Unknown",0,716503.30000001,0,8417.8,0
"23005 INTERNATIONAL DR","23005 INTERNATIONAL DR","Sterling","VA","20166","Loudoun",38.98,-77.42562,"Operating","DULLES NCP II LLC",NA,"Unknown","Unknown",0,716503.30000001,0,10112.3,0
"45845 NOKES BLVD","45845 NOKES BLVD","Sterling","VA","20166","Loudoun",39.02387,-77.41527,"Operating","MEDINA DC 2 ASSETS LLC",NA,"Unknown","Unknown",0,716284.20000001,0,9222.2,0
"Aligned: IAD03","22715 Relocation Dr","Sterling","VA","20166","Loudoun",38.98857,-77.4409,"Operating","Vantage Data Centers VA2 LLC; Ryan Dorsett","72","Large (51-99 MW)","Unknown",72,716765.70000001,1.02213199699039,7044.1,1.02213199699039
"AWS: IAD58","22745 Relocation Dr","Sterling","VA","20166","Loudoun",38.98633,-77.4419,"Operating",NA,NA,"Unknown","Unknown",0,716765.70000001,0,7042.1,0
"C1 NORTHERN VA - STERLING I-III","21111 Ridgetop","Sterling","VA","20166","Loudoun",39.026066,-77.414536,"Operating","CyrusOne","48","Medium (11-50 MW)","Unknown",48,716284.20000001,0.520483181887185,9222.2,0.520483181887185
"CORSCALE VA2 BLDG 1","45695 RUSSELL BRANCH PKWY","Sterling","VA","20166","Loudoun",39.03804,-77.433716,"Proposed",NA,NA,"Unknown","Unknown",0,716660.80000001,0,9153,0
"CPUS STERLING LP","45900 PATHFINDER PLZ","Sterling","VA","20164","Loudoun",38.987747,-77.410866,"Operating","CPUS STERLING LP",NA,"Unknown","Unknown",0,716273.20000001,0,10953.2,0
"CYXTERA COLOCATION","21110 RIDGETOP CIR","Sterling","VA","20166","Loudoun",39.0248,-77.41234,"Operating","MEDINA DC 2 ASSETS LLC",NA,"Unknown","Unknown",0,716284.20000001,0,9222.2,0
"CYXTERA DC2 COLOCATION","45901 NOKES BLVD","Sterling","VA","20166","Loudoun",39.023247,-77.413185,"Operating","MEDINA DC 2 ASSETS LLC",NA,"Unknown","Unknown",0,716284.20000001,0,9222.2,0
"DATA CENTER BUILDING C","22631 DULLES SUMMIT CT","Sterling","VA","20166","Loudoun",38.99172,-77.448555,"Operating","DCT DULLES PHASE II LLC",NA,"Unknown","Unknown",0,716765.70000001,0,7033.9,0
"DC 21/IAD 98","45305 W SEVERN WAY","Sterling","VA","20166","Loudoun",39.01946,-77.434006,"Operating","BCORE COPT DC-21 LLC",NA,"Unknown","Unknown",0,716455.20000001,0,9147,0
"DCT DULLES DOWNS Land Bay A","45111 LOUDOUN DOWNS LN","Sterling","VA","20166","Loudoun",38.991177,-77.44137,"Operating","DCT DULLES DOWNS LLC",NA,"Unknown","Unknown",0,716765.70000001,0,7045.2,0
"DCT DULLES DOWNS Land Bay B","45220 PROLOGIS PLZ","Sterling","VA","20166","Loudoun",38.990135,-77.437294,"Operating","DCT DULLES DOWNS LLC",NA,"Unknown","Unknown",0,716714.50000001,0,7044.1,0
"DCT DULLES DOWNS Land Bay B","22685 RELOCATION DR","Sterling","VA","20166","Loudoun",38.98938,-77.43785,"Proposed","DCT DULLES DOWNS LLC",NA,"Unknown","Unknown",0,716765.70000001,0,7044.1,0
"DCT DULLES PHASE II","22651 DULLES SUMMIT CT","Sterling","VA","20166","Loudoun",38.988132,-77.450516,"Operating","DCT DULLES PHASE II LLC",NA,"Unknown","Unknown",0,716765.70000001,0,7042,0
"DIGITAL STERLING PREMIER","22574 PACIFIC BLVD","Sterling","VA","20166","Loudoun",38.99004,-77.43468,"Operating","DIGITAL STERLING PREMIER LLC",NA,"Unknown","Unknown",0,716514.40000001,0,7044.1,0
"Dulles 2000 Redevelopment",NA,"Sterling","VA","20166","Loudoun",38.975124,-77.42687,"Proposed","BCG JV Sterling LLC; Phil Tager",NA,"Unknown","Unknown",0,716503.30000001,0,10112.3,0
"Dulles 28 Technology Park","45870 MEMPHIS PLZ","Sterling","VA","20166","Loudoun",39.0084,-77.44291,"Proposed","BlackChamber Group",NA,"Unknown","Unknown",0,716772.20000001,0,7029.1,0
"Dulles Commerce","23700 PEBBLE RUN PL","Sterling","VA","20166","Loudoun",38.961967,-77.49829,"Expanding","PROLOGIS-EXCHANGE 43461 OLD OX ROAD LLC",NA,"Unknown","Unknown",0,719368.80000001,0,6957.3,0
"DULLES NCP LLC","22916 INTERNATIONAL DR","Sterling","VA","20166","Loudoun",38.9824,-77.42485,"Operating","DULLES NCP LLC",NA,"Unknown","Unknown",0,716503.30000001,0,8417.8,0
"DULLES NORTH CORPORATE PARK 8",NA,"Sterling","VA","20166","Loudoun",38.995342,-77.432556,"Proposed","John Collich/BF SAUL REAL ESTATE INVESTMENT",NA,"Unknown","Unknown",0,716514.40000001,0,8300,0
"Dulles Trade Center West","42670 TRADE WEST DR","Sterling","VA","20166","Loudoun",38.95402,-77.52864,"Proposed","10 Trade West Drive LLC/Charles S Kuhn Manager",NA,"Unknown","Unknown",0,719452.40000001,0,6992.1,0
"FR SUMMIT AWS","22630 DULLES SUMMIT CT","Sterling","VA","20166","Loudoun",38.98871,-77.44765,"Operating","FR SUMMIT LLC",NA,"Unknown","Unknown",0,716765.70000001,0,7044.1,0
"GI TC 45360 SEVERN WAY LLC","45360 W SEVERN WAY","Sterling","VA","20166","Loudoun",39.021675,-77.432915,"Operating","GI TC 45360 SEVERN WAY LLC",NA,"Unknown","Unknown",0,716455.20000001,0,9147,0
"HORSESHOE DRIVE","45925 HORSESHOE DR","Sterling","VA","20166","Loudoun",39.026024,-77.411606,"Proposed",NA,NA,"Unknown","Unknown",0,716284.20000001,0,9222.2,0
"IAD03","22580 RELOCATION DR","Sterling","VA","20166","Loudoun",38.993076,-77.43411,"Operating","Aligned Data Centers",NA,"Unknown","Unknown",0,716514.40000001,0,8306.9,0
"IAD214","22760 PACIFIC BLV","Sterling","VA","20166","Loudoun",38.986732,-77.43558,"Operating",NA,NA,"Unknown","Unknown",0,716514.40000001,0,7149.1,0
"IAD2 Evoque Cyxtera","22810 INTERNATIONAL DR","Sterling","VA","20166","Loudoun",38.984196,-77.42402,"Operating","22810-22860 INTERNATIONAL DRIVE LLC",NA,"Unknown","Unknown",0,716503.30000001,0,8417.8,0
"IAD3 Evoque Cyxtera","22995 WILDER CT","Sterling","VA","20166","Loudoun",38.98106,-77.444336,"Operating","22995 WILDER COURT LLC",NA,"Unknown","Unknown",0,716765.70000001,0,7149.1,0
"IAD57 Data Center","22755 Relocation Dr","Sterling","VA","20166","Loudoun",38.98704,-77.4426,"Operating",NA,NA,"Unknown","Unknown",0,716765.70000001,0,7044.1,0
"IAD76","22520 RANDOLPH DR","Sterling","VA","20166","Loudoun",38.994057,-77.45023,"Operating","FR RANDOLPH DRIVE LLC",NA,"Unknown","Unknown",0,716772.20000001,0,7033.9,0
"JK TECHNOLOGY PARK #3","24393 STONE SPRINGS BLVD","Sterling","VA","20166","Loudoun",38.945557,-77.54126,"Proposed",NA,NA,"Unknown","Unknown",0,720965.900000011,0,7490.1,0
"Loudoun Commerce Center","45975 Nokes Blvd","Sterling","VA","20166","Loudoun",39.0224,-77.41007,"Proposed","Amazon",NA,"Unknown","Unknown",0,716284.20000001,0,9220.2,0
"Manekin Plaza","46000 MANEKIN PLZ","Sterling","VA","20166","Loudoun",39.023773,-77.40789,"Proposed","Amazon",NA,"Unknown","Unknown",0,716284.20000001,0,9220.2,0
"MARIES TECH PARK LLC","45761 MARIES RD","Sterling","VA","20166","Loudoun",39.024,-77.4195,"Operating","Amazon",NA,"Unknown","Unknown",0,716284.20000001,0,9219.7,0
"MECP1 ASHBURN 1 LLC","21215 ATLANTIC BLVD","Sterling","VA","20166","Loudoun",39.028484,-77.42769,"Operating",NA,NA,"Unknown","Unknown",0,716327.20000001,0,9156,0
"MECP 1 ASHBURN 2 LLC","45831 MARIES RD","Sterling","VA","20166","Loudoun",39.02199,-77.415115,"Proposed","EdgeCore Digital/Partners Group",NA,"Unknown","Unknown",0,716284.20000001,0,9220.2,0
"MECP2 ASHBURN 2 LLC","21205 ATLANTIC BLVD","Sterling","VA","20166","Loudoun",39.03041,-77.429016,"Operating",NA,NA,"Unknown","Unknown",0,716327.20000001,0,9154.5,0
"MECP3 ASHBURN 3 LLC","21195 ATLANTIC BLVD","Sterling","VA","20166","Loudoun",39.03235,-77.42991,"Operating",NA,NA,"Unknown","Unknown",0,716460.70000001,0,9154.5,0
"ME-DC Pacific","22255 PACIFIC BLVD","Sterling","VA","20166","Loudoun",38.999855,-77.445175,"Proposed",NA,NA,"Unknown","Unknown",0,716766.70000001,0,7027,0
"NV-4 CYRUSONE LLC","22811 INTERNATIONAL DR","Sterling","VA","20166","Loudoun",38.984684,-77.42581,"Operating","C1 NORTHERN VIRGINIA - STERLING IV LLC","13","Medium (11-50 MW)","Unknown",13,716503.30000001,0.154355801997127,8422.1,0.154355801997127
"NV-8 CYRUSONE","45905 MARIES RD","Sterling","VA","20166","Loudoun",39.021248,-77.41337,"Operating","C1 NORTHERN VIRGINIA - STERLING VIII LLC",NA,"Unknown","Unknown",0,716284.20000001,0,9220.2,0
"NV-9 CYRUSONE","43290 OLD OX RD","Sterling","VA","20166","Loudoun",38.958664,-77.50507,"Expanding","C1 NORTHERN VIRGINIA - STERLING IX LLC","135","Hyperscale (100-999 MW)","Unknown",135,719444.80000001,1.93019831000415,6994.1,1.93019831000415
"NVA01 STACK INFRASTRUCTURE","22080 PACIFIC BLVD","Sterling","VA","20166","Loudoun",39.004543,-77.44198,"Operating","SI NVA01, LLC",NA,"Unknown","Unknown",0,716766.70000001,0,7029.1,0
