ref_number,prefix,property_name,state,county,city,street_number,status,request_type,restricted_address,acreage_of_property,area_of_significance,category_of_property,external_link,level_of_significance_international,level_of_significance_national,level_of_significance_state,level_of_significance_local,level_of_significance_not_indicated,listed_date,nhl_designated_date,other_names,park_name,property_id,district_name,address
16000868,NA,Red Oak Downtown Historic District,Iowa,Montgomery,Red Oak,"Roughly bound by E. Hammond, N.5th, N. 1 Sts., E. Washington Ave.",Listed,Multiple,FALSE,NA,NA,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2016-12-20,NA,NA,NA,16000868,Red Oak Downtown,"Red Oak Downtown Historic District, Montgomery, Iowa"
06000423,NA,Downtown Commercial Historic District,Iowa,Muscatine,Muscatine,Roughly nine blks centered on 2nd St. bet. Pine and Mulberry,Listed,Multiple,FALSE,25,Architecture; Commerce; Industry,District,https://catalog.archives.gov/id/75337187,FALSE,FALSE,FALSE,TRUE,FALSE,2006-05-24,NA,NA,NA,06000423,Downtown Commercial,"Downtown Commercial Historic District, Muscatine, Iowa"
100004983,MP,Fair Oaks Historic District,Iowa,Muscatine,Muscatine,"Bounded by Park Ave., Washington St., Weed Park, and northern Fair Oaks Addition line",Listed,Multiple,FALSE,42,Architecture; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2020-02-24,NA,NA,NA,100004983,Fair Oaks,"Fair Oaks Historic District, Muscatine, Iowa"
100009488,SG,Fairport Biological Station Historic District,Iowa,Muscatine,Fairport,3390 Highway 22,Listed,Single,FALSE,60,Conservation; Science,District,http://www.umvphotoarchive.org.  https://ortho.gis.iastate.edu.,FALSE,FALSE,TRUE,FALSE,FALSE,2023-10-30,NA,"Fairport Fish Cultural Station, Fairport National Fish Hatchery",NA,100009488,Fairport Biological Station,"Fairport Biological Station Historic District, Muscatine, Iowa"
100005566,SG,Ijem Avenue Commercial Historic District,Iowa,Muscatine,Nichols,Ijem Ave. between Railroad St. and Main St.,Listed,Single,FALSE,1.7,Architecture; Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2020-09-18,NA,NA,NA,100005566,Ijem Avenue Commercial,"Ijem Avenue Commercial Historic District, Muscatine, Iowa"
04000176,NA,Lock And Dam No. 16 Historic District,Iowa,Muscatine,Muscatine,33109 102nd Ave. W,Listed,Multiple,FALSE,102.4,Transportation; Engineering; Maritime History; Commerce; Economics; Military; Social History; Politics/Government; Conservation,District,https://catalog.archives.gov/id/28891387,FALSE,TRUE,FALSE,FALSE,FALSE,2004-03-10,NA,NA,NA,04000176,Lock And Dam No. 16,"Lock And Dam No. 16 Historic District, Muscatine, Iowa"
100000562,SG,"Mccolm, Laura Musser, Historic District",Iowa,Muscatine,Muscatine,1314 Mulberry Ave.,Listed,Single,FALSE,2.72,Entertainment/Recreation; Performing Arts; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-01-24,NA,Laura Musser Art Gallery and Museum; Muscatine Art Center; Iowa Site No . 70-01585,NA,100000562,"Mccolm, Laura Musser,","Mccolm, Laura Musser, Historic District, Muscatine, Iowa"
08000356,MP,West Hill Historic District,Iowa,Muscatine,Muscatine,"Roughly bounded by W. 2nd St. from Pine to Ash, W 3rd St. & W. 4th St. from Chestnut to near Ash.",Listed,Multiple,FALSE,102,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/75337191,FALSE,FALSE,FALSE,TRUE,FALSE,2008-04-30,NA,NA,NA,08000356,West Hill,"West Hill Historic District, Muscatine, Iowa"
02001035,NA,West Liberty Commercial Historic District,Iowa,Muscatine,West Liberty,"Bounded by 4th St., Railroad Tracks, Clay and Spencer Sts.",Listed,Multiple,FALSE,14,Architecture; Community Planning And Development; Commerce,District,https://catalog.archives.gov/id/75337193,FALSE,FALSE,FALSE,TRUE,FALSE,2002-09-12,NA,NA,NA,02001035,West Liberty Commercial,"West Liberty Commercial Historic District, Muscatine, Iowa"
15000916,NA,West Liberty Fairgrounds Historic District,Iowa,Muscatine,West Liberty,101 N. Clay St.,Listed,Single,FALSE,45,Social History; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2015-12-22,NA,NA,NA,15000916,West Liberty Fairgrounds,"West Liberty Fairgrounds Historic District, Muscatine, Iowa"
16000606,NA,Wilton Commercial Historic District,Iowa,Muscatine,Wilton,"Roughly bounded by 4th, E. & W. Cedar, Railroad E. & W. & Chestnut Sts.",Listed,Multiple,FALSE,11,Commerce; Social History; Transportation,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2016-09-12,NA,NA,NA,16000606,Wilton Commercial,"Wilton Commercial Historic District, Muscatine, Iowa"
08000329,NA,Foster Park Historic District,Iowa,Plymouth,Le Mars,500-900 blks. Central Ave. S. & blocks around Foster Park,Listed,Single,FALSE,51,Architecture; Community Planning And Development; European; Politics/Government,District,https://catalog.archives.gov/id/75339712,FALSE,FALSE,FALSE,TRUE,FALSE,2008-04-25,NA,NA,NA,08000329,Foster Park,"Foster Park Historic District, Plymouth, Iowa"
12000908,NA,Le Mars Downtown Commercial Historic District,Iowa,Plymouth,Le Mars,"Bounded by 2nd St., N, 2nd Ave., W., 1st St., S., & 1st Ave., E.",Listed,Single,FALSE,17,Commerce,District,https://catalog.archives.gov/id/75339716,FALSE,FALSE,FALSE,TRUE,FALSE,2012-11-06,NA,NA,NA,12000908,Le Mars Downtown Commercial,"Le Mars Downtown Commercial Historic District, Plymouth, Iowa"
01000858,NA,Le Mars Municipal Park And Golf Course Historic District,Iowa,Plymouth,Le Mars,"Jct. of Le Mars, 4th Ave., NE or IA 3",Listed,Multiple,FALSE,121,Social History; Entertainment/Recreation,District,https://catalog.archives.gov/id/75337220,FALSE,FALSE,TRUE,TRUE,FALSE,2001-08-08,NA,Le Mars Recreation Park,NA,01000858,Le Mars Municipal Park And Golf Course,"Le Mars Municipal Park And Golf Course Historic District, Plymouth, Iowa"
100005567,SG,Acadian Manor Historic District,Iowa,Polk,Des Moines,2801- 2815 Grand Ave.,Listed,Single,FALSE,0.9,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2020-09-18,NA,Condon Apartments,NA,100005567,Acadian Manor,"Acadian Manor Historic District, Polk, Iowa"
15000192,NA,"Alleman, Richard L. And Verda M., Farm Historic District",Iowa,Polk,Slater,2701 NW. 158th Ave.,Listed,Single,FALSE,157,Other; Politics/Government,District,NA,FALSE,TRUE,FALSE,FALSE,FALSE,2015-05-01,NA,NA,NA,15000192,"Alleman, Richard L. And Verda M., Farm","Alleman, Richard L. And Verda M., Farm Historic District, Polk, Iowa"
92001150,NA,Ashby Manor Historic District,Iowa,Polk,Des Moines,Roughly bounded by Beaver Ave. and Ashby Park,Listed,Multiple,FALSE,28,Community Planning And Development; Architecture; Landscape Architecture,District,https://catalog.archives.gov/id/75337306,FALSE,FALSE,FALSE,TRUE,FALSE,1992-09-04,NA,NA,NA,92001150,Ashby Manor,"Ashby Manor Historic District, Polk, Iowa"
96001154,NA,Bates Park Historic District,Iowa,Polk,Des Moines,4th St. between Orchard and Clark Sts.,Listed,Multiple,FALSE,13,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/75337288,FALSE,FALSE,FALSE,TRUE,FALSE,1996-10-25,NA,NA,NA,96001154,Bates Park,"Bates Park Historic District, Polk, Iowa"
89001776,NA,Chautauqua Park Historic District,Iowa,Polk,Des Moines,"Roughly bounded by 16th St., Hickman Rd., and Chautauqua Pkwy.",Listed,Multiple,FALSE,67,Community Planning And Development; Landscape Architecture; Architecture,District,https://catalog.archives.gov/id/75337304,FALSE,FALSE,FALSE,TRUE,FALSE,1990-03-22,NA,NA,NA,89001776,Chautauqua Park,"Chautauqua Park Historic District, Polk, Iowa"
88001168,NA,Civic Center Historic District,Iowa,Polk,Des Moines,"Des Moines River, Center St. Dam to Scott Ave. Dam, including both banks",Listed,Multiple,FALSE,93,Community Planning And Development; Landscape Architecture; Architecture,District,https://catalog.archives.gov/id/75337262,FALSE,FALSE,FALSE,TRUE,FALSE,1988-12-07,NA,See Also:US Post Office;Municipal Building;Public Library of,NA,88001168,Civic Center,"Civic Center Historic District, Polk, Iowa"
88001341,NA,Drake University Campus Historic District,Iowa,Polk,Des Moines,Roughly two blks. along University Ave. near Twenty-fifth St.,Listed,Multiple,FALSE,9,Education; Exploration/Settlement,District,https://catalog.archives.gov/id/75337366,FALSE,FALSE,FALSE,TRUE,FALSE,1988-09-08,NA,NA,NA,88001341,Drake University Campus,"Drake University Campus Historic District, Polk, Iowa"
100003523,MP,East Des Moines Commercial Historic District,Iowa,Polk,Des Moines,"Roughly bounded by E. 4th, Des Moines, E. 6th, and E. Locust Sts.",Listed,Multiple,FALSE,9,Commerce; Ethnic Heritage; Architecture; European,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2019-03-22,NA,NA,NA,100003523,East Des Moines Commercial,"East Des Moines Commercial Historic District, Polk, Iowa"
100001700,SG,East Des Moines Industrial Historic District,Iowa,Polk,Des Moines,Roughly E. 2nd to E. 5th & E. Walnut to E. Market Sts.,Listed,Single,FALSE,32,Commerce; Industry; Transportation; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-10-04,NA,NA,NA,100001700,East Des Moines Industrial,"East Des Moines Industrial Historic District, Polk, Iowa"
100008682,BC,East Des Moines Industrial Historic District (Boundary Increase),Iowa,Polk,Des Moines,401 East Court Ave,Listed,Boundary,FALSE,0.9,Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2023-03-03,NA,(Great Atlantic &amp; Pacific Tea Co.) A&amp;P Super Market Building,NA,100001700,East Des Moines Industrial (Boundary Increase),"East Des Moines Industrial Historic District (Boundary Increase), Polk, Iowa"
13000147,NA,"Fitch, F.w., Company Historic District",Iowa,Polk,Des Moines,300-306 15th & 1510-1526 Walnut Sts.,Listed,Single,FALSE,0.9,Industry,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-04-09,NA,"BMS Building; Fitch Studio, LLC",NA,13000147,"Fitch, F.w., Company","Fitch, F.w., Company Historic District, Polk, Iowa"
00000930,NA,Goddard Bungalow Court Historic District,Iowa,Polk,Des Moines,"1410-21 Goddard Court, 1232 14th St.",Listed,Multiple,FALSE,1.7,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/75337282,FALSE,FALSE,FALSE,TRUE,FALSE,2000-11-21,NA,NA,NA,00000930,Goddard Bungalow Court,"Goddard Bungalow Court Historic District, Polk, Iowa"
13000068,NA,Greenwood Park Plats Historic District,Iowa,Polk,Des Moines,"Roughly 39th to 42nd Sts., approx. Grand Ave. to Center & Pleasant Sts., 4006, 4024 Grand Ave.",Listed,Single,FALSE,82.1,Community Planning And Development; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-04-24,NA,NA,NA,13000068,Greenwood Park Plats,"Greenwood Park Plats Historic District, Polk, Iowa"
00000931,NA,Ingersoll Place Plat Historic District,Iowa,Polk,Des Moines,"28th St., Linden and High Sts.",Listed,Multiple,FALSE,7.8,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/75337296,FALSE,FALSE,FALSE,TRUE,FALSE,2000-11-21,NA,NA,NA,00000931,Ingersoll Place Plat,"Ingersoll Place Plat Historic District, Polk, Iowa"
87000014,NA,Iowa State Fair And Exposition Grounds Historic District,Iowa,Polk,Des Moines,E. Thirtieth St. and Grand Ave.,Listed,Single,FALSE,313,Conservation; Agriculture; Entertainment/Recreation; Architecture,District,https://catalog.archives.gov/id/75339846,FALSE,FALSE,TRUE,FALSE,FALSE,1987-09-14,NA,Iowa State Fairgrounds;See Also:Fish and Game Pavilion and A,NA,87000014,Iowa State Fair And Exposition Grounds,"Iowa State Fair And Exposition Grounds Historic District, Polk, Iowa"
00000928,NA,Kingman Place Historic District,Iowa,Polk,Des Moines,"27th to 31st Sts., Kingman Blvd., Rutland St. and Cottage Ave.",Listed,Multiple,FALSE,18.5,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/75337286,FALSE,FALSE,FALSE,TRUE,FALSE,2000-11-21,NA,NA,NA,00000928,Kingman Place,"Kingman Place Historic District, Polk, Iowa"
03001262,NA,Linden Heights Historic District,Iowa,Polk,Des Moines,"Foster Dr., Glenview Dr., Woodlawn, Park Hill Dr. W of SW 42nd St.",Listed,Single,FALSE,132,Community Planning And Development; Transportation; Architecture,District,https://catalog.archives.gov/id/75339880,FALSE,FALSE,FALSE,TRUE,FALSE,2003-12-10,NA,NA,NA,03001262,Linden Heights,"Linden Heights Historic District, Polk, Iowa"
00000932,NA,Middlesex Plat Historic District,Iowa,Polk,Des Moines,"Center St. to Woodland Ave., 31st to 35th Sts.",Listed,Multiple,FALSE,37.7,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/75337284,FALSE,FALSE,FALSE,TRUE,FALSE,2000-11-21,NA,NA,NA,00000932,Middlesex Plat,"Middlesex Plat Historic District, Polk, Iowa"
03000062,NA,Newens Sanitary Dairy Historic District,Iowa,Polk,Des Moines,"2300-2312 University Ave., and 2225 University Ave.",Listed,Single,FALSE,0.9,Agriculture; Commerce; Architecture,District,https://catalog.archives.gov/id/75339728,FALSE,FALSE,FALSE,TRUE,FALSE,2003-12-17,NA,Newens Danitary Dairy; Newens House,NA,03000062,Newens Sanitary Dairy,"Newens Sanitary Dairy Historic District, Polk, Iowa"
96001155,NA,"Oaklands, The, Historic District",Iowa,Polk,Des Moines,Oakland and Arlington Aves. between Franklin and College Aves.,Listed,Multiple,FALSE,38,Community Planning And Development; Architecture; Landscape Architecture,District,https://catalog.archives.gov/id/75337324,FALSE,FALSE,FALSE,TRUE,FALSE,1996-10-25,NA,NA,NA,96001155,"Oaklands, The,","Oaklands, The, Historic District, Polk, Iowa"
78001253,NA,Owl's Head Historic District,Iowa,Polk,Des Moines,"Ridge Rd., Forest Dr., 28th and 29th Sts.",Listed,Single,FALSE,26,Transportation; Architecture,District,https://catalog.archives.gov/id/75339864,FALSE,FALSE,FALSE,TRUE,FALSE,1978-10-11,NA,NA,NA,78001253,Owl's Head,"Owl's Head Historic District, Polk, Iowa"
16000687,NA,Polk County Homestead And Trust Company Addition Historic District,Iowa,Polk,Des Moines,"Both sides of 7th & 8th Sts., S. of Franklin & N. of College Aves.",Listed,Multiple,FALSE,20,Community Planning And Development; Architecture; Transportation,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2016-10-04,NA,NA,NA,16000687,Polk County Homestead And Trust Company Addition,"Polk County Homestead And Trust Company Addition Historic District, Polk, Iowa"
98000375,NA,Prospect Park Second Plat Historic District,Iowa,Polk,Des Moines,"Roughly along the Des Moines R. S to Franklin Ave., between 6th Ave. and 9th St.",Listed,Multiple,FALSE,23,Community Planning And Development; Architecture; Landscape Architecture,District,https://catalog.archives.gov/id/75337302,FALSE,FALSE,FALSE,TRUE,FALSE,1998-04-23,NA,"Official Plat of Government Lot 2, Corrected Plat of the Sec",NA,98000375,Prospect Park Second Plat,"Prospect Park Second Plat Historic District, Polk, Iowa"
96001157,NA,Riverview Park Plat Historic District,Iowa,Polk,Des Moines,Arlington Ave. between Franklin and 6th Aves.,Listed,Multiple,FALSE,11,Landscape Architecture; Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/75337300,FALSE,FALSE,FALSE,TRUE,FALSE,1996-10-25,NA,NA,NA,96001157,Riverview Park Plat,"Riverview Park Plat Historic District, Polk, Iowa"
79000926,AD,Sherman Hill Historic District,Iowa,Polk,Des Moines,"Roughly bounded by Woodland Ave., 19th, School, and 15th Sts.",Listed,Add.doc.,FALSE,80,Transportation; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1979-01-25,NA,"See Also:Lexington, The;Sherman, Hoyt, Place",NA,79000926,Sherman Hill,"Sherman Hill Historic District, Polk, Iowa"
12000063,NA,Sherman Hill Historic District (Boundary Increase And Decrease),Iowa,Polk,Des Moines,"Generally between 15th St., Woodland Ave., MLK Pkwy., & I-235",Listed,Single,FALSE,101,Exploration/Settlement; Transportation; Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/75339844,FALSE,FALSE,FALSE,TRUE,FALSE,2012-03-07,NA,Sherman Hill; The Hill,NA,12000063,Sherman Hill (Boundary Increase And Decrease),"Sherman Hill Historic District (Boundary Increase And Decrease), Polk, Iowa"
96001156,NA,Sixth And Forest Historic District,Iowa,Polk,Des Moines,"Jct. of 6th and Forest Aves., NE and NW corners",Listed,Multiple,FALSE,0.9,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/75337292,FALSE,FALSE,FALSE,TRUE,FALSE,1996-10-25,NA,NA,NA,96001156,Sixth And Forest,"Sixth And Forest Historic District, Polk, Iowa"
95000965,NA,Sylvan Theater Historic District,Iowa,Polk,Des Moines,"In Greenwood Park on W side of 45th St., 1 block S of jct. with Grand Ave.",Listed,Single,FALSE,4,Social History; Entertainment/Recreation; Landscape Architecture,District,https://catalog.archives.gov/id/75339900,FALSE,FALSE,FALSE,TRUE,FALSE,1995-08-15,NA,Greenwood Park Outdoor Theater,NA,95000965,Sylvan Theater,"Sylvan Theater Historic District, Polk, Iowa"
100001739,SG,Valley Junction Commercial Historic District,Iowa,Polk,West Des Moines,100-318 5th St. (even side 300 only) & cross streets,Listed,Single,FALSE,11.94,Commerce; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-10-11,NA,NA,NA,100001739,Valley Junction Commercial,"Valley Junction Commercial Historic District, Polk, Iowa"
00000929,NA,Veneman's Bungalow Court Historic District,Iowa,Polk,Des Moines,"1101-115 Droukas Court, 1228, 1232 E. 12th St.",Listed,Multiple,FALSE,0.9,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/75337280,FALSE,FALSE,FALSE,TRUE,FALSE,2000-11-21,NA,Droukas Court,NA,00000929,Veneman's Bungalow Court,"Veneman's Bungalow Court Historic District, Polk, Iowa"
100000490,SG,Washington And Elizabeth Miller Tract-Center-Soll Community Historic District,Iowa,Polk,Des Moines,Roughly 35th to 38th Sts. between 3500-3607 Grand Ave. to Center St.,Listed,Single,FALSE,70,Community Planning And Development; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-01-17,NA,NA,NA,100000490,Washington And Elizabeth Miller Tract-Center-Soll Community,"Washington And Elizabeth Miller Tract-Center-Soll Community Historic District, Polk, Iowa"
98000377,NA,West Ninth Streetcar Line Historic District,Iowa,Polk,Des Moines,W. Ninth St. from University Ave. to Hickman Rd.,Listed,Multiple,FALSE,11,Transportation; Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/75337384,FALSE,FALSE,FALSE,TRUE,FALSE,1998-04-23,NA,Ninth Street Corridor;Ninth Street;9th Street;W. 9th St.,NA,98000377,West Ninth Streetcar Line,"West Ninth Streetcar Line Historic District, Polk, Iowa"
00000927,NA,Woodland Place Historic District,Iowa,Polk,De Moines,25th to 27th St. to Woodland Ave.,Listed,Multiple,FALSE,33.4,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/75337278,FALSE,FALSE,FALSE,TRUE,FALSE,2000-11-21,NA,Woodland Heights Neighborhood,NA,00000927,Woodland Place,"Woodland Place Historic District, Polk, Iowa"
02000455,NA,100 Block Of West Broadway Historic District,Iowa,Pottawattamie,Council Bluffs,"W. Broadway, First St., and Fourth St.",Listed,Single,FALSE,4,Architecture; Commerce,District,https://catalog.archives.gov/id/75339936,FALSE,FALSE,FALSE,TRUE,FALSE,2002-05-09,NA,NA,NA,02000455,100 Block Of West Broadway,"100 Block Of West Broadway Historic District, Pottawattamie, Iowa"
85000774,NA,Haymarket Commercial Historic District,Iowa,Pottawattamie,Council Bluffs,S. Main St.,Listed,Single,FALSE,1706,Architecture,District,https://catalog.archives.gov/id/75339930,FALSE,FALSE,FALSE,TRUE,FALSE,1985-04-11,NA,Haymarket Historic District,NA,85000774,Haymarket Commercial,"Haymarket Commercial Historic District, Pottawattamie, Iowa"
