ref_number,prefix,property_name,state,county,city,street_number,status,request_type,restricted_address,acreage_of_property,area_of_significance,category_of_property,external_link,level_of_significance_international,level_of_significance_national,level_of_significance_state,level_of_significance_local,level_of_significance_not_indicated,listed_date,nhl_designated_date,other_names,park_name,property_id,district_name,address,latitude,longitude
05000963,NA,Mountain Lakes Historic District,New Jersey,Morris,Mountain Lakes,"Roughly bounded by Pocono Rd., Denville Township line, Fanny Rd., and RR Tracks",Listed,Single,FALSE,1397,Community Planning And Development; Architecture; Landscape Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2005-09-07,NA,NA,NA,05000963,Mountain Lakes,"Mountain Lakes Historic District, Roughly bounded by Pocono Rd., Denville Township line, Fanny Rd., and RR Tracks, Mountain Lakes, New Jersey",40.894357045389,-74.46628717748
82003288,NA,New Vernon Historic District,New Jersey,Morris,Harding,"Lee's Hill, Village, Mill Brook and Glen Alpin Rds.",Listed,Single,FALSE,46,Exploration/Settlement; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1982-07-08,NA,NA,NA,82003288,New Vernon,"New Vernon Historic District, Lee's Hill, Village, Mill Brook and Glen Alpin Rds., Harding, New Jersey",40.752672995703,-74.515912041031
03000011,NA,Pruddentown Historic District,New Jersey,Morris,Morris Township,Mount Kemble Ave.,Listed,Single,FALSE,45,Community Planning And Development; Exploration/Settlement,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2003-02-12,NA,NA,NA,03000011,Pruddentown,"Pruddentown Historic District, Mount Kemble Ave., Morris Township, New Jersey",40.74713852975,-74.531394983714
75001150,NA,Ralston Historic District,New Jersey,Morris,Mendham,1 mi. W of Mendham at NJ 24 and Roxiticus Rd.,Listed,Single,FALSE,5,Industry; Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1975-02-20,NA,NA,NA,75001150,Ralston,"Ralston Historic District, 1 mi. W of Mendham at NJ 24 and Roxiticus Rd., Mendham, New Jersey",40.788382096583,-74.551467520442
99000085,NA,Ralston Historic District (Boundary Increase),New Jersey,Morris,Mendham Township,NJ 24 and Roxiticus Rd.,Listed,Single,FALSE,834.1,Architecture; Community Planning And Development; Industry,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1999-02-22,NA,Roxiticus,NA,99000085,Ralston (Boundary Increase),"Ralston Historic District (Boundary Increase), NJ 24 and Roxiticus Rd., Mendham Township, New Jersey",40.7678380519,-74.62519675243
91000677,NA,Schooley's Mountain Historic District,New Jersey,Morris,Schooley's Mountain,"Roughly along Schooley's Mt. Rd., Pleasant Grove Rd. and Flocktown Rd., Washington Twp.",Listed,Single,FALSE,237.2,Health/Medicine; Entertainment/Recreation; Architecture,District,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1991-06-14,NA,NA,NA,91000677,Schooley's Mountain,"Schooley's Mountain Historic District, Roughly along Schooley's Mt. Rd., Pleasant Grove Rd. and Flocktown Rd., Washington Twp., Schooley's Mountain, New Jersey",40.77982,-74.85072
99000270,NA,Silver Lake Historic District,New Jersey,Morris,Harding,"Roughly along Blue Mill Rd., Dickson's Mill Rd., Beuren Rd., Red Gate Rd., and James St.",Listed,Single,FALSE,1089,Conservation; Community Planning And Development; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1999-03-05,NA,NA,NA,99000270,Silver Lake,"Silver Lake Historic District, Roughly along Blue Mill Rd., Dickson's Mill Rd., Beuren Rd., Red Gate Rd., and James St., Harding, New Jersey",40.748205,-74.509462
100008766,SG,St. Mary’s Church Historic District,New Jersey,Morris,Borough Of Wharton,South Main St. bounded by US 46 and St. Mary's St.,Listed,Single,FALSE,16.34,Architecture; Art,District,NA,FALSE,FALSE,TRUE,FALSE,FALSE,2023-04-03,NA,NA,NA,100008766,St. Mary’s Church,"St. Mary’s Church Historic District, South Main St. bounded by US 46 and St. Mary's St., Borough Of Wharton, New Jersey",40.888977282424,-74.581559649244
00000959,NA,Tempe Wick Road-Washington Corners Historic District,New Jersey,Morris,Harding,"Corey Ln., Cemetery Rd., Tempe Wick, Kennaday, Leddell, and Jockey Hollow Rds.",Listed,Single,FALSE,353,Architecture; Military,District,NA,FALSE,TRUE,FALSE,TRUE,FALSE,2000-08-25,NA,NA,NA,00000959,Tempe Wick Road-Washington Corners,"Tempe Wick Road-Washington Corners Historic District, Corey Ln., Cemetery Rd., Tempe Wick, Kennaday, Leddell, and Jockey Hollow Rds., Harding, New Jersey",40.756884999926,-74.555146002469
92001583,NA,Washington Valley Historic District,New Jersey,Morris,Morristown,"Roughly bounded by Schoolhouse, Gaston, Sussex, Kahdena, Mendham, Tingley and Washington Valley",Listed,Single,FALSE,1883.4,Community Planning And Development; Agriculture; Transportation; Education; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1992-11-12,NA,"Washington Valley;See Also:Smith,John,House;Washington Valle",NA,92001583,Washington Valley,"Washington Valley Historic District, Roughly bounded by Schoolhouse, Gaston, Sussex, Kahdena, Mendham, Tingley and Washington Valley, Morristown, New Jersey",40.800227318332,-74.557611623107
05001566,NA,Bay Head Historic District,New Jersey,Ocean,Bay Head Borough,"Roughly bounded by Point Pleasant Beach Borough line, Atlantic Ocean, Manotoloking Borough line and Point Pleasant",Listed,Single,FALSE,440,Architecture; Transportation,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2006-02-01,NA,NA,NA,05001566,Bay Head,"Bay Head Historic District, Roughly bounded by Point Pleasant Beach Borough line, Atlantic Ocean, Manotoloking Borough line and Point Pleasant, Bay Head Borough, New Jersey",40.086966,-74.04699
83001608,NA,Beach Haven Historic District,New Jersey,Ocean,Beach Haven,"Roughly bounded by Bay and Atlantic Aves., Pearl and 3rd Sts.",Listed,Multiple,FALSE,23,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1983-07-14,NA,NA,NA,83001608,Beach Haven,"Beach Haven Historic District, Roughly bounded by Bay and Atlantic Aves., Pearl and 3rd Sts., Beach Haven, New Jersey",40.087739983614,-74.051958980994
14000933,NA,Beach Haven Historic District (Boundary Increase And Additional Documentation),New Jersey,Ocean,Beach Haven Borough,"Roughly bounded by Atlantic, Bay, 5th & Chatsworth",Listed,Single,FALSE,38.4,Architecture; Entertainment/Recreation; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-11-19,NA,NA,NA,14000933,Beach Haven (Boundary Increase And Additional Documentation),"Beach Haven Historic District (Boundary Increase And Additional Documentation), Roughly bounded by Atlantic, Bay, 5th & Chatsworth, Beach Haven Borough, New Jersey",NA,NA
82003291,NA,Cassville Crossroads Historic District,New Jersey,Ocean,Jackson Township,Jct. of CR 571 and 528,Listed,Multiple,FALSE,0.5,Commerce; Agriculture; Art; Exploration/Settlement; Architecture; Religion; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1982-08-26,NA,NA,NA,82003291,Cassville Crossroads,"Cassville Crossroads Historic District, Jct. of CR 571 and 528, Jackson Township, New Jersey",40.10456,-74.38709
78001787,NA,Double Trouble Historic District,New Jersey,Ocean,Beachwood,S of Beachwood off Garden State Pkwy.,Listed,Single,FALSE,200,Industry; Agriculture,District,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1978-02-23,NA,NA,NA,78001787,Double Trouble,"Double Trouble Historic District, S of Beachwood off Garden State Pkwy., Beachwood, New Jersey",39.924821733432,-74.210123370543
82003290,NA,Island Heights Historic District,New Jersey,Ocean,Island Heights,"Roughly bounded by Toms River, Summit and River Aves.",Listed,Single,FALSE,280,Architecture; Religion; Social History,District,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1982-07-08,NA,NA,NA,82003290,Island Heights,"Island Heights Historic District, Roughly bounded by Toms River, Summit and River Aves., Island Heights, New Jersey",39.9421212,-74.148991
91000928,NA,Botany Worsted Mills Historic District,New Jersey,Passaic,Passaic,80--82 and 90 Dayton Ave. and 6--32 Mattimore St.,Listed,Single,FALSE,26.4,Industry; Architecture,District,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1991-07-26,NA,Passaic Industrial Center; See also: Dundee Canal Indutial Historic District,NA,91000928,Botany Worsted Mills,"Botany Worsted Mills Historic District, 80--82 and 90 Dayton Ave. and 6--32 Mattimore St., Passaic, New Jersey",40.871107289973,-74.118436022717
98001640,NA,Dundee Canal Industrial Historic District,New Jersey,Passaic,Passaic,"George St., N along Dundee Canal, approx. 1.2 mi. to headgates opposite E. Clifton Ave.",Listed,Single,FALSE,66,Industry; Architecture; Engineering; Historic - Non-Aboriginal; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1999-01-21,NA,See also: Botany Worstead Mills Industial Historic District,NA,98001640,Dundee Canal Industrial,"Dundee Canal Industrial Historic District, George St., N along Dundee Canal, approx. 1.2 mi. to headgates opposite E. Clifton Ave., Passaic, New Jersey",40.8595037,-74.1257723
04000673,NA,Eastside Park Historic District,New Jersey,Passaic,Paterson,"Roughly bounded by 20th, Vreeland, and 11th Aves., E. 33rd St. and Mclean Bvd.",Listed,Single,FALSE,300,Architecture; Landscape Architecture; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2004-07-07,NA,NA,NA,04000673,Eastside Park,"Eastside Park Historic District, Roughly bounded by 20th, Vreeland, and 11th Aves., E. 33rd St. and Mclean Bvd., Paterson, New Jersey",40.922607002278,-74.140952496855
70000391,NA,Great Falls Of Paterson/S.u.m. Historic District,New Jersey,Passaic,Paterson,At Passaic River,Listed,Single,FALSE,108,Industry; Commerce; Engineering; Transportation; Architecture,District,NA,FALSE,TRUE,FALSE,FALSE,FALSE,1970-04-17,1976-05-11,Great Falls of the Passaic/Society for Useful Manufacturers,NA,70000391,Great Falls Of Paterson/S.u.m.,"Great Falls Of Paterson/S.u.m. Historic District, At Passaic River, Paterson, New Jersey",40.9153221,-74.180483
86001507,NA,Great Falls Of The Passaic And Society For Useful Manufactures Historic District (Boundary Increase),New Jersey,Passaic,Paterson,6 Mill St.,Listed,Single,FALSE,0.9,Industry,District,NA,FALSE,TRUE,FALSE,FALSE,FALSE,1986-08-14,NA,Argus Mill;See Also:Great Falls of Paterson/S.U.M. Historic,NA,86001507,Great Falls Of The Passaic And Society For Useful Manufactures (Boundary Increase),"Great Falls Of The Passaic And Society For Useful Manufactures Historic District (Boundary Increase), 6 Mill St., Paterson, New Jersey",40.91691972766,-74.178107762981
15000443,NA,Passaic County Court House And United States Custom House And Post Office Historic District,New Jersey,Passaic,Paterson,"73-87, 63-65 Hamilton St.",Listed,Single,FALSE,2.1,Architecture; Politics/Government; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2015-07-21,NA,Passaic County Courthouse and Annex,NA,15000443,Passaic County Court House And United States Custom House And Post Office,"Passaic County Court House And United States Custom House And Post Office Historic District, 73-87, 63-65 Hamilton St., Paterson, New Jersey",40.914348,-74.171367
99000192,NA,Paterson Downtown Commercial Historic District,New Jersey,Passaic,Paterson,"Roughly bounded by Patterson, Ward and Gross Sts., and Hamilton Ave.",Listed,Single,FALSE,41,Community Planning And Development; Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1999-02-12,NA,NA,NA,99000192,Paterson Downtown Commercial,"Paterson Downtown Commercial Historic District, Roughly bounded by Patterson, Ward and Gross Sts., and Hamilton Ave., Paterson, New Jersey",40.9166123,-74.1721908
92000098,NA,Broadway Historic District,New Jersey,Salem,Salem,Broadway from Front to Yorke Sts.,Listed,Single,FALSE,75,Community Planning And Development; Commerce; Black; Politics/Government; Architecture; Religion,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1992-03-05,NA,See Also:Market Street Historic District,NA,92000098,Broadway,"Broadway Historic District, Broadway from Front to Yorke Sts., Salem, New Jersey",39.559817496949,-75.463206314988
01000236,NA,Hedge-Carpenter-Thompson Historic District,New Jersey,Salem,Salem City,"Bounded by Hedge, Thompson, South Third Sts. and Oak St. Alley",Listed,Single,FALSE,25,Architecture; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2001-03-26,NA,NA,NA,01000236,Hedge-Carpenter-Thompson,"Hedge-Carpenter-Thompson Historic District, Bounded by Hedge, Thompson, South Third Sts. and Oak St. Alley, Salem City, New Jersey",39.596867989561,-75.174502011004
75001157,NA,Market Street Historic District,New Jersey,Salem,Salem,Irregular pattern on both sides of Market St. from Broadway to Fenwick Creek,Listed,Single,FALSE,77,Industry; Commerce; Art; Military; Transportation; Politics/Government; Architecture; Religion; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1975-04-10,NA,See Also:Broadway Historic District,NA,75001157,Market Street,"Market Street Historic District, Irregular pattern on both sides of Market St. from Broadway to Fenwick Creek, Salem, New Jersey",39.5713782,-75.4658421
13000498,NA,Marshalltown Historic District,New Jersey,Salem,Mannington Township,Marshalltown Rd. & Roosevelt Ave.,Listed,Single,FALSE,166,Architecture; Black; Community Planning And Development; Landscape Architecture; Religion; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-07-17,NA,Marshallville; Frogtown; Marlboro,NA,13000498,Marshalltown,"Marshalltown Historic District, Marshalltown Rd. & Roosevelt Ave., Mannington Township, New Jersey",39.63776019385,-75.453238680704
88000632,NA,Blawenburg Historic District,New Jersey,Somerset,Blawenburg,"Georgetown--Franklin Tpk./CR 588, Great Rd./CR 601, and Mountain View Rd.",Listed,Single,FALSE,336,Agriculture; Exploration/Settlement; Architecture; Religion,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1990-12-07,NA,See Also:Reformed Dutch Church of Blawenburg,NA,88000632,Blawenburg,"Blawenburg Historic District, Georgetown--Franklin Tpk./CR 588, Great Rd./CR 601, and Mountain View Rd., Blawenburg, New Jersey",40.361334941929,-74.68626435578
75001161,NA,Bridgepoint Historic District,New Jersey,Somerset,Rocky Hill,N of Rocky Hill off U.S. 206,Listed,Single,FALSE,225,Commerce; Architecture; Agriculture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1975-06-10,NA,NA,NA,75001161,Bridgepoint,"Bridgepoint Historic District, N of Rocky Hill off U.S. 206, Rocky Hill, New Jersey",40.411270491744,-74.64971114058
83001613,NA,East Millstone Historic District,New Jersey,Somerset,East Millstone,Amwell Rd. and Delaware & Raritan Canal,Listed,Single,FALSE,62,Industry; Commerce; Transportation; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1983-03-17,NA,NA,NA,83001613,East Millstone,"East Millstone Historic District, Amwell Rd. and Delaware & Raritan Canal, East Millstone, New Jersey",40.503222793575,-74.583206770282
75001159,NA,Franklin Corners Historic District,New Jersey,Somerset,Bernardsville,N of Bernardsville on Hardscrabble and Childs Rds. and U.S. 202,Listed,Single,FALSE,47,Industry; Commerce; Education; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1975-05-12,NA,NA,NA,75001159,Franklin Corners,"Franklin Corners Historic District, N of Bernardsville on Hardscrabble and Childs Rds. and U.S. 202, Bernardsville, New Jersey",40.720341997557,-74.558593982159
84002798,NA,Griggstown Historic District,New Jersey,Somerset,Griggstown,Roughly Canal Rd. from Old Georgetown Rd. to Ten Mile Run,Listed,Single,FALSE,861,Industry; Commerce; Agriculture; Transportation; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1984-08-02,NA,NA,NA,84002798,Griggstown,"Griggstown Historic District, Roughly Canal Rd. from Old Georgetown Rd. to Ten Mile Run, Griggstown, New Jersey",40.412959815612,-74.602586272956
89002163,NA,Kingston Village Historic District,New Jersey,Somerset,Kingston,"Roughly NJ 27 from Raymond Rd. to Delaware & Raritan Canal, Church St., Laurel Ave., Heathcote Brook Rd., & Academy St.",Listed,Single,FALSE,56,Commerce; Transportation; Exploration/Settlement; Architecture; Religion,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1990-01-11,NA,Kingstown,NA,89002163,Kingston Village,"Kingston Village Historic District, Roughly NJ 27 from Raymond Rd. to Delaware & Raritan Canal, Church St., Laurel Ave., Heathcote Brook Rd., & Academy St., Kingston, New Jersey",40.895100990727,-74.14726197447
84002802,NA,Lamington Historic District,New Jersey,Somerset,Lamington,"Lamington, Black River, Rattlesnake Bridge, and Cowperthwaite Rds.",Listed,Single,FALSE,84,Exploration/Settlement; Architecture; Religion,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1984-06-21,NA,NA,NA,84002802,Lamington,"Lamington Historic District, Lamington, Black River, Rattlesnake Bridge, and Cowperthwaite Rds., Lamington, New Jersey",40.66093,-74.71738
91001477,NA,Liberty Corner Historic District,New Jersey,Somerset,Liberty Corner,"Roughly, jct. of Church St. and Valley and Lyons Rds., and area W and SW, Bernards Township",Listed,Single,FALSE,142.3,Community Planning And Development; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1991-10-11,NA,Liberty Corner,NA,91001477,Liberty Corner,"Liberty Corner Historic District, Roughly, jct. of Church St. and Valley and Lyons Rds., and area W and SW, Bernards Township, Liberty Corner, New Jersey",40.664949980874,-74.577636995622
13000461,MP,Lyons Veterans Administration Hospital Historic District,New Jersey,Somerset,Lyons,151 Knollcroft Rd.,Listed,Multiple,FALSE,303,Politics/Government; Health/Medicine; Architecture,District,NA,FALSE,FALSE,TRUE,FALSE,FALSE,2013-07-03,NA,Veterans Affairs New Jersey Health Care System Lyons Campus,NA,13000461,Lyons Veterans Administration Hospital,"Lyons Veterans Administration Hospital Historic District, 151 Knollcroft Rd., Lyons, New Jersey",40.66860000634,-74.557550016119
07000354,NA,Middlebush Village Historic District,New Jersey,Somerset,Franklin,"Amwell Rd., S. Middlebush Rd., Railroad Ave., Olcott St., and Debow St.",Listed,Single,FALSE,NA,Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2007-04-24,NA,NA,NA,07000354,Middlebush Village,"Middlebush Village Historic District, Amwell Rd., S. Middlebush Rd., Railroad Ave., Olcott St., and Debow St., Franklin, New Jersey",40.496113011844,-74.53028100288
76001188,NA,Millstone Historic District,New Jersey,Somerset,Millstone,Amwell and River Rds.,Listed,Single,FALSE,80,Military,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1976-09-13,NA,NA,NA,76001188,Millstone,"Millstone Historic District, Amwell and River Rds., Millstone, New Jersey",40.502792005661,-74.587636019377
79001519,NA,Neshanic Historic District,New Jersey,Somerset,Neshanic,Amwell and Zion Rds,Listed,Single,FALSE,107,Exploration/Settlement; Religion,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1979-08-01,NA,See Also:Neshanic Mills,NA,79001519,Neshanic,"Neshanic Historic District, Amwell and Zion Rds, Neshanic, New Jersey",40.497569996164,-74.720560011789
15001051,NA,Neshanic Station Historic District,New Jersey,Somerset,Branchburg Township,"Maple Ave., Fairview Dr., Woodfern Rd., Elm, Olive, Pearl, Main & Marshall Sts.",Listed,Single,FALSE,112,Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2016-02-08,NA,NA,NA,15001051,Neshanic Station,"Neshanic Station Historic District, Maple Ave., Fairview Dr., Woodfern Rd., Elm, Olive, Pearl, Main & Marshall Sts., Branchburg Township, New Jersey",40.57233,-74.68488
12000209,NA,North Branch Historic District,New Jersey,Somerset,North Branch,"Easton Tpk., Vanderveer Ave., Burnt Mills, & Station Rds. (Branchburg Township)",Listed,Single,FALSE,270,Architecture; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2012-04-16,NA,NA,NA,12000209,North Branch,"North Branch Historic District, Easton Tpk., Vanderveer Ave., Burnt Mills, & Station Rds. (Branchburg Township), North Branch, New Jersey",40.607216488407,-74.672897815753
82003303,NA,Pluckemin Village Historic District,New Jersey,Somerset,Bedminster,US 206 and Burnt Mills Rd.,Listed,Single,FALSE,43.5,Commerce; Architecture; Religion,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1982-07-26,NA,NA,NA,82003303,Pluckemin Village,"Pluckemin Village Historic District, US 206 and Burnt Mills Rd., Bedminster, New Jersey",40.646630996208,-74.640199018009
82003304,NA,Rocky Hill Historic District,New Jersey,Somerset,Rocky Hill,"Washington, Montgomery, and Princeton Aves.",Listed,Single,FALSE,176,Commerce; Historic - Non-Aboriginal; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1982-07-08,NA,NA,NA,82003304,Rocky Hill,"Rocky Hill Historic District, Washington, Montgomery, and Princeton Aves., Rocky Hill, New Jersey",40.399975013174,-74.634394969155
95001191,NA,Six Mile Run Historic District,New Jersey,Somerset,Franklin Park,"Roughly bounded by Grouse Rd., Amwell Rd., Bennetts Ln., NJ 27, Bunker Hill Rd. and the Millstone R.",Listed,Single,FALSE,6445,Exploration/Settlement; Architecture; Agriculture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1995-10-25,NA,See Also:Delaware and Raritan Canal and bridgetender's house,NA,95001191,Six Mile Run,"Six Mile Run Historic District, Roughly bounded by Grouse Rd., Amwell Rd., Bennetts Ln., NJ 27, Bunker Hill Rd. and the Millstone R., Franklin Park, New Jersey",40.426168009889,-74.572818130298
77000908,NA,South Branch Historic District,New Jersey,Somerset,Raritan,SW of Raritan,Listed,Single,FALSE,30,Politics/Government; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1977-12-13,NA,NA,NA,77000908,South Branch,"South Branch Historic District, SW of Raritan, Raritan, New Jersey",40.5678663,-74.6326807
87000603,NA,Washington Park Historic District,New Jersey,Somerset,North Plainfield,"Roughly bounded by Green Brook Rd., Grove Ave., E. Front St., and Geraud Ave.",Listed,Single,FALSE,100,Community Planning And Development; Landscape Architecture; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1987-04-09,NA,NA,NA,87000603,Washington Park,"Washington Park Historic District, Roughly bounded by Green Brook Rd., Grove Ave., E. Front St., and Geraud Ave., North Plainfield, New Jersey",40.613055019925,-74.431888020799
96000404,NA,High Point Park Historic District,New Jersey,Sussex,Branchville,"Roughly bounded by the NJ--NY state line and Deckertown Tnpk. between NJ 23 and NJ 653, Wantage and Montague Townships",Listed,Single,FALSE,11312,Landscape Architecture; Commerce; Conservation; Entertainment/Recreation; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1996-04-23,NA,High Point State Park,NA,96000404,High Point Park,"High Point Park Historic District, Roughly bounded by the NJ--NY state line and Deckertown Tnpk. between NJ 23 and NJ 653, Wantage and Montague Townships, Branchville, New Jersey",41.265493133924,-74.743508922082
13001024,NA,Lafayette Village Historic District,New Jersey,Sussex,Lafayette Township,"NJ 15, Morris Farm Rd. & Meadows Rd.",Listed,Single,FALSE,31.5,Exploration/Settlement; Industry; Transportation; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-12-31,NA,NA,NA,13001024,Lafayette Village,"Lafayette Village Historic District, NJ 15, Morris Farm Rd. & Meadows Rd., Lafayette Township, New Jersey",41.098300996748,-74.689075571806
92001521,NA,Newton Town Plot Historic District,New Jersey,Sussex,Newton,"Roughly, Church St., Park Pl. and Spring St. from Main St. to High St. and Main and High from Church to Spring",Listed,Single,FALSE,17.2,Community Planning And Development; Commerce; Exploration/Settlement; Politics/Government; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1992-11-12,NA,See Also:Hill Memorial;Sussex County Courthouse,NA,92001521,Newton Town Plot,"Newton Town Plot Historic District, Roughly, Church St., Park Pl. and Spring St. from Main St. to High St. and Main and High from Church to Spring, Newton, New Jersey",41.0576728,-74.7519288
80000410,NA,Old Mine Road Historic District,New Jersey,Sussex,Wallpack Center,"NJ 521, Delaware, Old Mine, and River Rds.",Listed,Single,FALSE,687,Agriculture; Commerce; Transportation; Exploration/Settlement; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1980-12-03,NA,Old Mine Road,Delaware Water Gap,80000410,Old Mine Road,"Old Mine Road Historic District, NJ 521, Delaware, Old Mine, and River Rds., Wallpack Center, New Jersey",41.241845519467,-74.84723161098
80000437,NA,Peters Valley Historic District,New Jersey,Sussex,Wallpack Center,"Sandyston-Haney's Mill, Walpack, and Kuhn Rds.",Listed,Single,FALSE,202,Exploration/Settlement; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1980-02-29,NA,NA,Delaware Water Gap,80000437,Peters Valley,"Peters Valley Historic District, Sandyston-Haney's Mill, Walpack, and Kuhn Rds., Wallpack Center, New Jersey",41.196297011895,-74.850789976702
80000354,NA,Wallpack Center Historic District,New Jersey,Sussex,Wallpack Center,Wallpack Center Rd.,Listed,Single,FALSE,16,Exploration/Settlement; Architecture; Agriculture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1980-07-17,NA,NA,Delaware Water Gap,80000354,Wallpack Center,"Wallpack Center Historic District, Wallpack Center Rd., Wallpack Center, New Jersey",41.15898,-74.88017
80002523,NA,Crescent Area Historic District,New Jersey,Union,Plainfield,"Roughly bounded by Park, Prospect, and Carnegie Aves., 7th and Richmond Sts.",Listed,Single,FALSE,47,Architecture,District,NA,FALSE,TRUE,FALSE,FALSE,FALSE,1980-12-12,NA,NA,NA,80002523,Crescent Area,"Crescent Area Historic District, Roughly bounded by Park, Prospect, and Carnegie Aves., 7th and Richmond Sts., Plainfield, New Jersey",40.620987988366,-74.411800035467
04000516,NA,Fanwood Park Historic District,New Jersey,Union,Borough Of Fanwood,North Ave. and North Martine Ave.,Listed,Single,FALSE,52,Architecture; Community Planning And Development; Landscape Architecture; Transportation,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2004-05-27,NA,NA,NA,04000516,Fanwood Park,"Fanwood Park Historic District, North Ave. and North Martine Ave., Borough Of Fanwood, New Jersey",40.641983985268,-74.385976984345
80002522,NA,Feltville Historic District,New Jersey,Union,New Providence,S of New Providence,Listed,Single,FALSE,130,Industry; Community Planning And Development; Commerce; Historic - Non-Aboriginal; Architecture; Agriculture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1980-06-06,NA,Deserted Village;Glenside Park,NA,80002522,Feltville,"Feltville Historic District, S of New Providence, New Providence, New Jersey",40.698269,-74.401749
82003307,NA,Hillside Avenue Historic District,New Jersey,Union,Plainfield,Hillside Ave. from Watchung Ave. to Martine Ave.,Listed,Single,FALSE,27,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1982-06-01,NA,NA,NA,82003307,Hillside Avenue,"Hillside Avenue Historic District, Hillside Ave. from Watchung Ave. to Martine Ave., Plainfield, New Jersey",40.639021282969,-74.460286417934
95001143,NA,Mid-Town Historic District,New Jersey,Union,Elizabeth,"Bounded by Broad, N. Broad, Dickinson, E. Grand, E. Jersey Sts., Commerce Place, Elizabeth Ave. and Martin L. King Plaza",Listed,Single,FALSE,55,Architecture; Community Planning And Development; Commerce; Politics/Government; Art; Religion; Transportation,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1995-10-05,NA,See Also:New Jersey Central Railroad Station;First Presbyter,NA,95001143,Mid-Town,"Mid-Town Historic District, Bounded by Broad, N. Broad, Dickinson, E. Grand, E. Jersey Sts., Commerce Place, Elizabeth Ave. and Martin L. King Plaza, Elizabeth, New Jersey",40.66187021819,-74.211305414425
84002776,NA,North Avenue Commercial Historic District,New Jersey,Union,Plainfield,"Park, North, and Watchung Aves.",Listed,Single,FALSE,9,Commerce; Transportation; Architecture; Religion,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1984-03-29,NA,NA,NA,84002776,North Avenue Commercial,"North Avenue Commercial Historic District, Park, North, and Watchung Aves., Plainfield, New Jersey",40.619054995765,-74.420007008323
