ref_number,prefix,property_name,state,county,city,street_number,status,request_type,restricted_address,acreage_of_property,area_of_significance,category_of_property,external_link,level_of_significance_international,level_of_significance_national,level_of_significance_state,level_of_significance_local,level_of_significance_not_indicated,listed_date,nhl_designated_date,other_names,park_name,property_id,district_name,address,latitude,longitude
97001087,NA,West Prescott Historic District (Boundary Increase),Arizona,Yavapai,Prescott,619-621 Glendale Ave.,Listed,Multiple,FALSE,0,NA,District,https://catalog.archives.gov/id/75609275,FALSE,FALSE,FALSE,FALSE,FALSE,2004-01-24,NA,See also:West Prescott Historic District,NA,97001087,West Prescott (Boundary Increase),"West Prescott Historic District (Boundary Increase), 619-621 Glendale Ave., Prescott, Arizona",34.538613261906,-112.478803895637
00001388,NA,Whipple Heights Historic District,Arizona,Yavapai,Prescott,"E. Gurley, N. Virginia and Washington, E. Moeller Sts.",Listed,Single,FALSE,28.7,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/75610726,FALSE,FALSE,FALSE,TRUE,FALSE,2000-12-07,NA,NA,NA,00001388,Whipple Heights,"Whipple Heights Historic District, E. Gurley, N. Virginia and Washington, E. Moeller Sts., Prescott, Arizona",34.541313154938,-112.460883240565
82001625,NA,Brinley Avenue Historic District,Arizona,Yuma,Yuma,"29-96 W. 2nd St., 198-200 S. Main, 201 S. 1st, and 102-298 Madison Aves.",Listed,Multiple,FALSE,8.4,Exploration/Settlement; Architecture,District,https://catalog.archives.gov/id/75609473,FALSE,TRUE,FALSE,FALSE,FALSE,1982-12-07,NA,NA,NA,82001625,Brinley Avenue,"Brinley Avenue Historic District, 29-96 W. 2nd St., 198-200 S. Main, 201 S. 1st, and 102-298 Madison Aves., Yuma, Arizona",32.724175137805,-114.620640163599
88001834,NA,Yuma Century Heights Conservancy Residential Historic District,Arizona,Yuma,Yuma,"Roughly bounded by 4th Ave., 8th St., 1st and Orange Aves.",Listed,Single,FALSE,46,Exploration/Settlement; Architecture,District,https://catalog.archives.gov/id/75610775,FALSE,FALSE,FALSE,TRUE,FALSE,1988-10-11,NA,See Also:82001627;82001628;82001632;82004844;82001638;820016,NA,88001834,Yuma Century Heights Conservancy Residential,"Yuma Century Heights Conservancy Residential Historic District, Roughly bounded by 4th Ave., 8th St., 1st and Orange Aves., Yuma, Arizona",32.720073202029,-114.62087812583
94000068,NA,Yuma Main Street Historic District,Arizona,Yuma,Yuma,"170--387 S. Main St., 10--29 W. Third St.",Listed,Single,FALSE,12,Commerce,District,https://catalog.archives.gov/id/75610771,FALSE,FALSE,FALSE,TRUE,FALSE,1994-03-10,NA,See also:Yuma Post Office;Lee Hotel;Sanguinetti General Merc,NA,94000068,Yuma Main Street,"Yuma Main Street Historic District, 170--387 S. Main St., 10--29 W. Third St., Yuma, Arizona",32.722362551243,-114.6185970747
10000213,NA,Dewitt Commercial Historic District,Arkansas,Arkansas,Dewitt,"Roughly bounded by N. Washington, 2nd St., S. Adams and Gibson Ave.",Listed,Single,FALSE,13.2,Architecture; Community Planning And Development; Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2010-04-27,NA,NA,NA,10000213,Dewitt Commercial,"Dewitt Commercial Historic District, Roughly bounded by N. Washington, 2nd St., S. Adams and Gibson Ave., Dewitt, Arkansas",34.296394993689,-91.336380006436
07000502,NA,Stuttgart Commercial Historic District,Arkansas,Arkansas,Stuttgart,"Roughly bounded by 1st St., College St., 6th St., and Maple St.",Listed,Single,FALSE,25,Architecture; Commerce; Politics/Government; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2007-06-04,NA,NA,NA,07000502,Stuttgart Commercial,"Stuttgart Commercial Historic District, Roughly bounded by 1st St., College St., 6th St., and Maple St., Stuttgart, Arkansas",34.497417004079,-91.553883017764
08001333,NA,Hamburg Commercial Historic District,Arkansas,Ashley,Hamburg,100-200 block of E. Adams; 100 block N. Mulberry; 201 S. Mulberry; 201 and 205 N. Main St.,Listed,Single,FALSE,7.3,Architecture; Commerce; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2009-03-23,NA,NA,NA,08001333,Hamburg Commercial,"Hamburg Commercial Historic District, 100-200 block of E. Adams; 100 block N. Mulberry; 201 S. Mulberry; 201 and 205 N. Main St., Hamburg, Arkansas",33.226824460191,-91.797839902247
06001311,NA,Horace Mann School Historic District,Arkansas,Baxter,Norfolk,City Hall Circle,Listed,Multiple,FALSE,2,Architecture; Education; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2007-01-29,NA,Norfork Public School; B 0051; BA0144; B 0145; B0146,NA,06001311,Horace Mann School,"Horace Mann School Historic District, City Hall Circle, Norfolk, Arkansas",36.205049347518,-92.284255480611
10000348,NA,Mountain Home Commercial Historic District,Arkansas,Baxter,Mountain Home,"Roughly bounded on the N by E 5th St, E 9th St on the S, S St on the E, and Hickory St on the W",Listed,Single,FALSE,16.4,Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2010-06-15,NA,BA0155,NA,10000348,Mountain Home Commercial,"Mountain Home Commercial Historic District, Roughly bounded on the N by E 5th St, E 9th St on the S, S St on the E, and Hickory St on the W, Mountain Home, Arkansas",NA,NA
93001202,NA,Bentonville Third Street Historic District,Arkansas,Benton,Bentonville,"Roughly, 3rd St. SE. from Main St. to C St. SE.",Listed,Multiple,FALSE,10,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1993-11-12,NA,"See Also:Elliott House;Rice, James A., House",NA,93001202,Bentonville Third Street,"Bentonville Third Street Historic District, Roughly, 3rd St. SE. from Main St. to C St. SE., Bentonville, Arkansas",36.371868,-94.202721
92001349,NA,Bentonville West Central Avenue Historic District,Arkansas,Benton,Bentonville,W. Central Ave. between SW. A and SW. G Sts.,Listed,Multiple,FALSE,16,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1992-10-22,NA,See Also:Craig--Bryan House;Jackson House;Linebarger House,NA,92001349,Bentonville West Central Avenue,"Bentonville West Central Avenue Historic District, W. Central Ave. between SW. A and SW. G Sts., Bentonville, Arkansas",36.372374707962,-94.214675071023
97000791,NA,Carl's Addition Historic District,Arkansas,Benton,Siloam Springs,"Along S. College, W. Alpine, and S. Wright Sts., Bounded by Sager Cr. and W. Twin Springs Ave.",Listed,Multiple,FALSE,15,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1997-07-17,NA,NA,NA,97000791,Carl's Addition,"Carl's Addition Historic District, Along S. College, W. Alpine, and S. Wright Sts., Bounded by Sager Cr. and W. Twin Springs Ave., Siloam Springs, Arkansas",36.184391987596,-94.542435004628
87002425,AD,Gypsy Camp Historic District,Arkansas,Benton,Siloam Springs,Off AR 59,Listed,Add.doc.,FALSE,11.5,Entertainment/Recreation; Architecture,Building,NA,FALSE,FALSE,TRUE,TRUE,FALSE,1988-01-28,NA,NA,NA,87002425,Gypsy Camp,"Gypsy Camp Historic District, Off AR 59, Siloam Springs, Arkansas",36.232870309796,-94.492520948434
07000445,NA,Pea Ridge Commercial Historic District,Arkansas,Benton,Pea Ridge,Pickens St. roughly be. Greene St. and Davis St. and Curtis Ave. roughly bet. Pike St. and Macintosh St.,Listed,Multiple,FALSE,6,Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2007-05-22,NA,BE 3155; BE3152; BE3153; BE1354; BE1353; BE1352; BE3166; BE3167; BE1355; BE1356; BE3168; BE3162; BE3160; BE3159,NA,07000445,Pea Ridge Commercial,"Pea Ridge Commercial Historic District, Pickens St. roughly be. Greene St. and Davis St. and Curtis Ave. roughly bet. Pike St. and Macintosh St., Pea Ridge, Arkansas",39.691754989182,-91.034539961738
98001482,NA,Rogers Commercial Historic District (Boundary Increase Ii),Arkansas,Benton,Rogers,120 S. Second St.,Listed,Multiple,FALSE,0.9,Architecture,Building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1998-12-09,NA,BEI733;Edwards Grocery;Watson's Goodyear Store,NA,98001482,Rogers Commercial (Boundary Increase Ii),"Rogers Commercial Historic District (Boundary Increase Ii), 120 S. Second St., Rogers, Arkansas",36.332422642192,-94.117810807246
12000855,NA,Rogers Commercial Historic District (Boundary Increase Iii),Arkansas,Benton,Rogers,"300 blk. S. 1st, 100 blk. S. 2nd, 200 blk. W. Walnut, & 200 blk. W. Elm Sts.",Listed,Multiple,FALSE,0.9,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2012-10-17,NA,NA,NA,12000855,Rogers Commercial (Boundary Increase Iii),"Rogers Commercial Historic District (Boundary Increase Iii), 300 blk. S. 1st, 100 blk. S. 2nd, 200 blk. W. Walnut, & 200 blk. W. Elm Sts., Rogers, Arkansas",36.332129512887,-94.118251453533
02001079,NA,Rogers Commercial Historic District (Boundary Increase),Arkansas,Benton,Rogers,"116 S, Second St.",Listed,Multiple,FALSE,0.9,Architecture,Building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2002-10-04,NA,Victory Theater,NA,02001079,Rogers Commercial (Boundary Increase),"Rogers Commercial Historic District (Boundary Increase), 116 S, Second St., Rogers, Arkansas",36.332579844786,-94.117833606022
93001028,NA,Rogers Commercial Historic District (Boundary Increase),Arkansas,Benton,Rogers,"Roughly bounded by Walnut, First, Poplar and Second Sts.",Listed,Multiple,FALSE,7,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1993-09-30,NA,Walnut Street Historic District (Boundary Increase);See Also,NA,93001028,Rogers Commercial (Boundary Increase),"Rogers Commercial Historic District (Boundary Increase), Roughly bounded by Walnut, First, Poplar and Second Sts., Rogers, Arkansas",36.331027013404,-94.117677032071
94001338,AD,Siloam Springs Downtown Historic District (Additional Documentation),Arkansas,Benton,Siloam Springs,"Roughly bounded by Sager Cr., Ashley St., Madison Ave. and Twin Springs St.",Listed,Add.doc.,FALSE,40,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1995-05-26,NA,See Also:79000432;87002386;87002428;87002431;87002432;870023,NA,94001338,Siloam Springs Downtown (Additional Documentation),"Siloam Springs Downtown Historic District (Additional Documentation), Roughly bounded by Sager Cr., Ashley St., Madison Ave. and Twin Springs St., Siloam Springs, Arkansas",36.182581,-94.548274
01000113,NA,Sulphur Springs Old School Complex Historic District,Arkansas,Benton,Sulphur Springs,512 Black St.,Listed,Single,FALSE,3,Architecture; Education,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2001-02-16,NA,BE3573,NA,01000113,Sulphur Springs Old School Complex,"Sulphur Springs Old School Complex Historic District, 512 Black St., Sulphur Springs, Arkansas",36.4776,-94.4613
87002412,AD,Walnut Street Historic District,Arkansas,Benton,Rogers,Walnut St.,Listed,Add.doc.,FALSE,5.5,Architecture,District,NA,FALSE,FALSE,TRUE,TRUE,FALSE,1988-01-28,NA,See Also:Rogers Commercial Historic District (Boundary Incre,NA,87002412,Walnut Street,"Walnut Street Historic District, Walnut St., Rogers, Arkansas",36.3329882,-94.1167586
07000954,NA,Cricket And Crest Tunnels Historic District,Arkansas,Boone,Omaha,Under and W of Old US 65,Listed,Single,FALSE,25.5,Transportation; Engineering,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2007-09-19,NA,"Sites # BO0197-BO0198; Omaha and Turkey Creek Tunnels; Tunnels ""B"" &amp; ""C""",NA,07000954,Cricket And Crest Tunnels,"Cricket And Crest Tunnels Historic District, Under and W of Old US 65, Omaha, Arkansas",36.4834,-93.20546
99000523,NA,Harrison Courthouse Square Historic District,Arkansas,Boone,Harrison,"Roughly bounded by N. Walnut, W. Ridge, N. Willow, and W. Stephenson Sts.",Listed,Single,FALSE,15.5,Community Planning And Development; Architecture; Commerce; Politics/Government,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1999-05-06,NA,BO 0091,NA,99000523,Harrison Courthouse Square,"Harrison Courthouse Square Historic District, Roughly bounded by N. Walnut, W. Ridge, N. Willow, and W. Stephenson Sts., Harrison, Arkansas",36.229827015768,-93.10863502934
16000433,NA,Warren Commercial Historic District,Arkansas,Bradley,Warren,"Roughly bounded by Alabama, Elm, Chestnut, 2nd, Church, Main & Howard Sts.",Listed,Single,FALSE,20,Commerce; Politics/Government,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2016-07-11,NA,BR0138,NA,16000433,Warren Commercial,"Warren Commercial Historic District, Roughly bounded by Alabama, Elm, Chestnut, 2nd, Church, Main & Howard Sts., Warren, Arkansas",33.620648013251,-92.065340966017
16000402,NA,Berryville Commercial Historic District,Arkansas,Carroll,Berryville,Public Square,Listed,Single,FALSE,24,Commerce; Politics/Government; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2016-06-23,NA,NA,NA,16000402,Berryville Commercial,"Berryville Commercial Historic District, Public Square, Berryville, Arkansas",36.364947787312,-93.565431199572
70000118,NA,Eureka Springs Historic District,Arkansas,Carroll,Eureka Springs,Most Eureka Springs and its environs,Listed,Single,FALSE,1246,Commerce; Architecture; Community Planning And Development; Landscape Architecture; Health/Medicine; Social History,District,NA,FALSE,TRUE,FALSE,TRUE,FALSE,1970-12-18,NA,See Also:Eureka Springs Historic District (Boundary Increase,NA,70000118,Eureka Springs,"Eureka Springs Historic District, Most Eureka Springs and its environs, Eureka Springs, Arkansas",36.40285,-93.73658
79003730,NA,Eureka Springs Historic District (Boundary Increase),Arkansas,Carroll,Eureka Springs,S. Main,Listed,Single,FALSE,5,Commerce; Architecture; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1979-01-29,NA,Eureka Springs Railroad Depot;See Also:Eureka Springs Histor,NA,79003730,Eureka Springs (Boundary Increase),"Eureka Springs Historic District (Boundary Increase), S. Main, Eureka Springs, Arkansas",36.40285,-93.73658
98001346,NA,Lake Leatherwood Park Historic District,Arkansas,Carroll,Eureka Springs,Bet. US 62 and AR 23 at Leatherwood L.,Listed,Multiple,FALSE,1600,Exploration/Settlement; Social History; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1998-11-24,NA,CR2017-CR2038;See Also: Lake Leatherwood Recreational Facili,NA,98001346,Lake Leatherwood Park,"Lake Leatherwood Park Historic District, Bet. US 62 and AR 23 at Leatherwood L., Eureka Springs, Arkansas",36.393685385768,-93.74222065962
98001346,RS,Lake Leatherwood Park Historic District (Additional Documentation),Arkansas,Carroll,Eureka Springs,1303 Cty. Rd. 204,Listed,Resubmission,FALSE,1566,Entertainment/Recreation,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1998-11-24,NA,NA,NA,98001346,Lake Leatherwood Park (Additional Documentation),"Lake Leatherwood Park Historic District (Additional Documentation), 1303 Cty. Rd. 204, Eureka Springs, Arkansas",36.4350899,-93.7634913
09001238,NA,Sanitarium Lake Bridges Historic District,Arkansas,Carroll,Eureka Springs,"Carroll Co. Rd. 317, approx. .5 mi. S. of Greenwood Hollow Rd.",Listed,Multiple,FALSE,0.9,Engineering; Transportation,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2010-01-19,NA,Bridges #10955 &amp; #10956; Marble Bridge &amp; Lake St. Bridge; Site #CR2110 &amp; CR2112,NA,09001238,Sanitarium Lake Bridges,"Sanitarium Lake Bridges Historic District, Carroll Co. Rd. 317, approx. .5 mi. S. of Greenwood Hollow Rd., Eureka Springs, Arkansas",36.384722430157,-93.735907343401
10000789,NA,Dermott Commercial Historic District,Arkansas,Chicot,Dermott,101-120 N. Freeman; 101-219 E. Iowa St. and 131 N. Main St.,Listed,Single,FALSE,4.2,Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2010-09-23,NA,CH0019-CH0021; CH0024; CH0025; CH0030; CH0190-CH0213,NA,10000789,Dermott Commercial,"Dermott Commercial Historic District, 101-120 N. Freeman; 101-219 E. Iowa St. and 131 N. Main St., Dermott, Arkansas",33.527824847739,-91.433818792661
11000025,NA,Lake Village Commercial Historic District,Arkansas,Chicot,Lake Village,"Roughly bounded by Lakeshore Dr, Jackson St, Chicot St, and Church St",Listed,Single,FALSE,5.9,Architecture; Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2011-02-18,NA,NA,NA,11000025,Lake Village Commercial,"Lake Village Commercial Historic District, Roughly bounded by Lakeshore Dr, Jackson St, Chicot St, and Church St, Lake Village, Arkansas",33.33077099795,-91.28421296891
11000464,NA,Arkadelphia Commercial Historic District,Arkansas,Clark,Arkadelphia,"Roughly Main St. between 5th & 7th Sts., & Clinton St between 6th & 9th Sts.",Listed,Single,FALSE,7,Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2011-07-20,NA,NA,NA,11000464,Arkadelphia Commercial,"Arkadelphia Commercial Historic District, Roughly Main St. between 5th & 7th Sts., & Clinton St between 6th & 9th Sts., Arkadelphia, Arkansas",34.120297074646,-93.054283920553
100008977,RS,Henderson State University Historic District,Arkansas,Clark,Arkadelphia,1100 Henderson St.,Listed,Resubmission,FALSE,30,Education,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2023-08-08,NA,NA,NA,100008977,Henderson State University,"Henderson State University Historic District, 1100 Henderson St., Arkadelphia, Arkansas",34.1259012,-93.0598946
09000867,NA,Piggott Commercial Historic District,Arkansas,Clay,Piggott,"Roughly bounded on the N. by W. Cherry on the South by W. Court, on the E. by S. Throgmorton and the W. by Clay",Listed,Single,FALSE,20,Architecture; Community Planning And Development; Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2009-11-04,NA,Site #CY0211,NA,09000867,Piggott Commercial,"Piggott Commercial Historic District, Roughly bounded on the N. by W. Cherry on the South by W. Court, on the E. by S. Throgmorton and the W. by Clay, Piggott, Arkansas",36.382142,-90.190529
09000369,AD,Rector Commercial Historic District,Arkansas,Clay,Rector,"Bounded by St. Louis and Southwestern Railroad tracks on the E. and S., S. Dodd on the W., 3rd St. on the N.",Listed,Add.doc.,FALSE,11.4,Community Planning And Development; Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2009-06-01,NA,NA,NA,09000369,Rector Commercial,"Rector Commercial Historic District, Bounded by St. Louis and Southwestern Railroad tracks on the E. and S., S. Dodd on the W., 3rd St. on the N., Rector, Arkansas",36.259251,-90.296296
09000266,NA,Heber Springs Commercial Historic District,Arkansas,Cleburne,Heber Springs,"100, 200 blocks E. Main St., 100-500 blocks of W. Main St., 100 block of N. and S. 3rd and N. and S. 4th Sts.",Listed,Single,FALSE,31.5,Architecture; Commerce; Community Planning And Development; Entertainment/Recreation,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2009-05-01,NA,NA,NA,09000266,Heber Springs Commercial,"Heber Springs Commercial Historic District, 100, 200 blocks E. Main St., 100-500 blocks of W. Main St., 100 block of N. and S. 3rd and N. and S. 4th Sts., Heber Springs, Arkansas",34.899923725,-92.4388847
01001118,NA,New Edinburg Commercial Historic District,Arkansas,Cleveland,New Edinburg,AR 8,Listed,Single,FALSE,5.3,Architecture; Exploration/Settlement,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2001-10-22,NA,NA,NA,01001118,New Edinburg Commercial,"New Edinburg Commercial Historic District, AR 8, New Edinburg, Arkansas",33.794544508585,-92.307356266448
09001240,NA,Cross And Nelson Hall Historic District,Arkansas,Columbia,Magnolia,Southern Arkansas University Campus at 100 E. University,Listed,Multiple,FALSE,3,Education; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2010-01-20,NA,Boy's Dormitory and Girl's Dormatory; Site #CO0427-CO0428; Student Services Building,NA,09001240,Cross And Nelson Hall,"Cross And Nelson Hall Historic District, Southern Arkansas University Campus at 100 E. University, Magnolia, Arkansas",33.291618,-93.235922
12001231,NA,"Dolph Camp, Bussey And Peace Halls Historic District",Arkansas,Columbia,Magnolia,"E. side of Lane Dr., Southern Arkansas University",Listed,Single,FALSE,3.5,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-01-29,NA,Site # CO0506-CO0508,NA,12001231,"Dolph Camp, Bussey And Peace Halls","Dolph Camp, Bussey And Peace Halls Historic District, E. side of Lane Dr., Southern Arkansas University, Magnolia, Arkansas",33.272642,-93.232869
100008558,RS,Greene-Talbot-Talley Halls Historic District,Arkansas,Columbia,Magnolia,South of North Washington and East Lane Dr. intersection,Listed,Resubmission,FALSE,3.75,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2023-03-13,NA,CO0558; CO0559; CO0560; CO0561,NA,100008558,Greene-Talbot-Talley Halls,"Greene-Talbot-Talley Halls Historic District, South of North Washington and East Lane Dr. intersection, Magnolia, Arkansas",33.293795112192,-93.236157388071
13001103,NA,Magnolia Colored School Historic District,Arkansas,Columbia,Magnolia,611 S. Madison,Listed,Single,FALSE,2.5,Education; Black,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-01-22,NA,Youngblood Christian Center; Site # CO0515-CO0518; Columbia County High School; Columbia High School,NA,13001103,Magnolia Colored School,"Magnolia Colored School Historic District, 611 S. Madison, Magnolia, Arkansas",33.262053683057,-93.243630106209
08000435,NA,Magnolia Commercial Historic District,Arkansas,Columbia,Magnolia,"Roughly bounded by Madison Ave., Calhoun St., Jackson Ave.& Union St.",Listed,Single,FALSE,10,Architecture; Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2008-05-20,NA,CO0359-CO0362; CO0364-CO0378; CO0380; CO0388; CO0431-CO0500,NA,08000435,Magnolia Commercial,"Magnolia Commercial Historic District, Roughly bounded by Madison Ave., Calhoun St., Jackson Ave.& Union St., Magnolia, Arkansas",33.272642,-93.232869
13000349,NA,Moose Addition Neighborhood Historic District,Arkansas,Conway,Morrillton,"Roughly bounded by W. Valley, S. Moose, Green, Brown & S. Division Sts.",Listed,Single,FALSE,7,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-09-13,NA,NA,NA,13000349,Moose Addition Neighborhood,"Moose Addition Neighborhood Historic District, Roughly bounded by W. Valley, S. Moose, Green, Brown & S. Division Sts., Morrillton, Arkansas",35.148282011574,-92.745250190024
15000258,NA,Moose Addition Neighborhood Historic District (Boundary Increase),Arkansas,Conway,Morrilton,"Roughly bounded by S. St. Joseph, E. Green, S. Chestnut, E. Valley, S. Morrill & E. Church Sts.",Listed,Single,FALSE,26,Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2015-05-26,NA,NA,NA,15000258,Moose Addition Neighborhood (Boundary Increase),"Moose Addition Neighborhood Historic District (Boundary Increase), Roughly bounded by S. St. Joseph, E. Green, S. Chestnut, E. Valley, S. Morrill & E. Church Sts., Morrilton, Arkansas",35.15265,-92.743819
03000085,AD,Morrilton Commercial Historic District (Additional Documentation),Arkansas,Conway,Morrilton,"Roughly bounded by East Railroad Ave., East Broadway, North Division, and North Moose Sts..",Listed,Add.doc.,FALSE,130,Community Planning And Development; Architecture; Exploration/Settlement,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2003-03-07,NA,NA,NA,03000085,Morrilton Commercial (Additional Documentation),"Morrilton Commercial Historic District (Additional Documentation), Roughly bounded by East Railroad Ave., East Broadway, North Division, and North Moose Sts.., Morrilton, Arkansas",35.15265,-92.743819
92000514,NA,Petit Jean State Park-Cedar Falls Trail Historic District,Arkansas,Conway,Winrock,"Adjacent to main access rd., Petit Jean State Park",Listed,Multiple,FALSE,17,Landscape Architecture; Entertainment/Recreation; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1992-05-28,NA,CN0130,NA,92000514,Petit Jean State Park-Cedar Falls Trail,"Petit Jean State Park-Cedar Falls Trail Historic District, Adjacent to main access rd., Petit Jean State Park, Winrock, Arkansas",35.125409069952,-92.951716183016
92000515,NA,Petit Jean State Park-Lake Bailey-Roosevelt Lake Historic District,Arkansas,Conway,Winrock,"E and N of AR 154, Petit Jean State Park",Listed,Multiple,FALSE,170,Landscape Architecture; Entertainment/Recreation; Architecture; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1992-05-28,NA,CN0135;See Also:Cedar Creek Bridge,NA,92000515,Petit Jean State Park-Lake Bailey-Roosevelt Lake,"Petit Jean State Park-Lake Bailey-Roosevelt Lake Historic District, E and N of AR 154, Petit Jean State Park, Winrock, Arkansas",35.138141,-92.943781
15000259,NA,West Church Street Historic District,Arkansas,Conway,Morrilton,"Roughly bounded by S. Morrill, Valley, S. Cherokee & W. Church Sts.",Listed,Single,FALSE,18,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2015-05-26,NA,NA,NA,15000259,West Church Street,"West Church Street Historic District, Roughly bounded by S. Morrill, Valley, S. Cherokee & W. Church Sts., Morrilton, Arkansas",35.151964014001,-92.752903035261
100010315,SG,Arkansas State College Historic District,Arkansas,Craighead,Jonesboro,2405 Aggie Road,Listed,Single,FALSE,21.36,Architecture; Education,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2024-05-16,NA,NA,NA,100010315,Arkansas State College,"Arkansas State College Historic District, 2405 Aggie Road, Jonesboro, Arkansas",35.842119988912,-90.678440002109
82000805,NA,West Washington Avenue Historic District,Arkansas,Craighead,Jonesboro,500-626 W Washington Ave.,Listed,Single,FALSE,6,Community Planning And Development; Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1982-10-22,NA,NA,NA,82000805,West Washington Avenue,"West Washington Avenue Historic District, 500-626 W Washington Ave., Jonesboro, Arkansas",35.838658220991,-90.711879604828
76000402,NA,Van Buren Historic District,Arkansas,Crawford,Van Buren,"Main St., bounded by Cane Hill St. and the Arkansas River",Listed,Single,FALSE,20,Commerce; Transportation; Architecture,Building,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1976-04-30,NA,NA,NA,76000402,Van Buren,"Van Buren Historic District, Main St., bounded by Cane Hill St. and the Arkansas River, Van Buren, Arkansas",34.026859,-91.343266
08000704,NA,West Memphis Commercial Historic District,Arkansas,Crittenden,West Memphis,"700, 800, and 900 blocks of E. Broadway Ave.",Listed,Single,FALSE,11.5,Architecture; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2008-07-24,NA,NA,NA,08000704,West Memphis Commercial,"West Memphis Commercial Historic District, 700, 800, and 900 blocks of E. Broadway Ave., West Memphis, Arkansas",35.146552898697,-90.173038206847
11000330,NA,East Hamilton Avenue Historic District,Arkansas,Cross,Wynne,E. Hamilton Ave. between N. Falls Blvd. & N. Killough Rd.; Eldridge Ct.,Listed,Single,FALSE,30.5,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2011-06-08,NA,CS0034; CS0115-CS0172; CS0175-CS0178,NA,11000330,East Hamilton Avenue,"East Hamilton Avenue Historic District, E. Hamilton Ave. between N. Falls Blvd. & N. Killough Rd.; Eldridge Ct., Wynne, Arkansas",35.225247335029,-90.780944256189
05000490,NA,"Johnston, John H., Cotton Gin Historic District",Arkansas,Cross,Levesque,Jct. US 64 & AR 163,Listed,Multiple,FALSE,2.8,Architecture; Agriculture,District,NA,FALSE,FALSE,TRUE,FALSE,FALSE,2005-06-01,NA,Site # CS0018,NA,05000490,"Johnston, John H., Cotton Gin","Johnston, John H., Cotton Gin Historic District, Jct. US 64 & AR 163, Levesque, Arkansas",35.248390811145,-90.712115220126
09001115,NA,Wynne Commercial Historic District,Arkansas,Cross,Wynne,"Roughly bounded by Front St., Commercial Ave., Terry St., Wilson St., and Pecan Ave.",Listed,Single,FALSE,15,Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2009-12-22,NA,NA,NA,09001115,Wynne Commercial,"Wynne Commercial Historic District, Roughly bounded by Front St., Commercial Ave., Terry St., Wilson St., and Pecan Ave., Wynne, Arkansas",35.2235765,-90.7868359
