system:index,impervious_surface,institution_type,name,.geo
00000000000000002d4a_0,0,Power Plant,28 Livermore Hill Road Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.95100921958942,42.55154996023196]}"
00000000000000002d4b_0,0,Power Plant,"Energix Buckingham, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.38096526840614,37.50640587953712]}"
00000000000000002d4c_0,0,Power Plant,Edwardsville Solar II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.99745047646074,38.814500321550746]}"
00000000000000002d4d_0,51,Power Plant,Brick Church Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.58016734911998,42.7555174153914]}"
00000000000000002d4e_0,0,Power Plant,Route 76 Boone Solar 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.84628814344133,42.418929450095725]}"
00000000000000002d4f_0,0,Power Plant,Altavista Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.34744138755474,37.14832747692478]}"
00000000000000002d50_0,96,Power Plant,West Riverside Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.0410877868947,42.58209525182766]}"
00000000000000002d51_0,0,Power Plant,Alden Solar CSG LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.58124729347848,40.45645071301106]}"
00000000000000002d52_0,0,Power Plant,SulusSolar22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.78012506460577,44.970060369223674]}"
00000000000000002d53_0,19,Power Plant,"10 Finderne Avenue Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.57575967749608,40.55816123835222]}"
00000000000000002d54_0,0,Power Plant,"Monte Vista Solar 2 CSG, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.09987869516013,37.571690576973154]}"
00000000000000002d55_0,61,Power Plant,"101 Carnegie Center Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.6452417552104,40.32311268958383]}"
00000000000000002d56_0,0,Power Plant,"ANSON Solar Center, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.91760100907663,32.81099850916479]}"
00000000000000002d57_0,45,Power Plant,SB Water Reclamation Fuel Cell,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.2874885132319,34.0757007233313]}"
00000000000000002d58_0,73,Power Plant,San Diego - EMDF at San Diego,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.91943348534156,32.59016594618843]}"
00000000000000002d59_0,0,Power Plant,Bauer Solar CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.23179621612339,45.27345214420581]}"
00000000000000002d5a_0,19,Power Plant,Kenmare - Sullivan Community College,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.66668023506853,41.772700199875786]}"
00000000000000002d5b_0,0,Power Plant,"Fremont CO 1, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.21258037681794,38.4643754316962]}"
00000000000000002d5c_0,0,Power Plant,MTSUN,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.60194398840933,45.85603816141522]}"
00000000000000002d5d_0,39,Power Plant,GreenparkSolar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.93749149798346,44.87930986546979]}"
00000000000000002d5e_0,0,Power Plant,SulusSolar25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.82002204659915,45.26988953366238]}"
00000000000000002d5f_0,0,Power Plant,Powatan Road Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.37205698208801,35.60205100855459]}"
00000000000000002d60_0,0,Power Plant,Apple Canyon Lake Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.17965306168377,42.43664441664623]}"
00000000000000002d61_0,42,Power Plant,Wappinger 9D Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93786604880694,41.56531440382852]}"
00000000000000002d62_0,0,Power Plant,Montague Road Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.53679724576904,42.42182551582471]}"
00000000000000002d63_0,25,Power Plant,Olney Solar II CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.12686789419203,38.72151619334099]}"
00000000000000002d64_0,48,Power Plant,Off Airport Road - West,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.22909236100143,41.78572713435643]}"
00000000000000002d65_0,0,Power Plant,Fitchburg Renewables,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.79580394983749,42.60450625617019]}"
00000000000000002d66_0,0,Power Plant,6140 Route 209 - North,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.28901037853286,41.787482349623964]}"
00000000000000002d67_0,0,Power Plant,Caddo Wind,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.38375283412132,34.98500859775588]}"
00000000000000002d68_0,0,Power Plant,SulusSolar29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.29014900059283,45.46008256390478]}"
00000000000000002d69_0,77,Power Plant,San Diego - NCRC at Vista,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.25552518850611,33.19037848768433]}"
00000000000000002d6a_0,0,Power Plant,Fort Bragg - Camp Mackall PV BESS System,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.48486354219659,35.02896071030431]}"
00000000000000002d6b_0,0,Power Plant,"Orchard Windfarm 2, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.33309311176619,45.3801525373257]}"
00000000000000002d6c_0,0,Power Plant,"Orchard Windfarm 3, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.33309311176619,45.3801525373257]}"
00000000000000002d6d_0,0,Power Plant,"Orchard Windfarm 4, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.33309311176619,45.3801525373257]}"
00000000000000002d6e_0,0,Power Plant,Clines Corners Wind Farm LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.43675294356059,34.35652661691504]}"
00000000000000002d6f_0,0,Power Plant,Wonderful Orchards - New Columbia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.31797883745114,36.82497962732113]}"
00000000000000002d70_0,32,Power Plant,T Luhman CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.68210428092826,44.281932592696144]}"
00000000000000002d71_0,0,Power Plant,Wheatridge 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.63373166066373,45.559788064981774]}"
00000000000000002d72_0,61,Power Plant,2662 Freeport Solar 1 CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.63255976330235,42.33968956711618]}"
00000000000000002d73_0,45,Power Plant,Whiteside Solar 1 CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.15898017172566,41.85684475964929]}"
00000000000000002d74_0,41,Power Plant,SELCO Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.68806786400617,42.265585996144836]}"
00000000000000002d75_0,14,Power Plant,"Hecate Energy West Newberry, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.64891644421408,34.249800723289916]}"
00000000000000002d76_0,0,Power Plant,Palmyra PV - BD Solar Palmyra LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.31010560730208,44.84011529173126]}"
00000000000000002d77_0,0,Power Plant,Duran Mesa LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.49213103462188,34.390570419191164]}"
00000000000000002d78_0,0,Power Plant,Tecolote Wind LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.44015281171342,34.360025127203414]}"
00000000000000002d79_0,80,Power Plant,BD Solar Hancock LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.3546484537585,44.535587282776966]}"
00000000000000002d7a_0,0,Power Plant,Winslow PV - BD Solar 2 LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.59014994603025,44.56000532610469]}"
00000000000000002d7b_0,73,Power Plant,BD Solar Ellsworth LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.37878402360077,44.534543750900234]}"
00000000000000002d7c_0,58,Power Plant,Camp Ripley Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.34011952111943,46.09106943724404]}"
00000000000000002d7d_0,0,Power Plant,Cimarron Bend III,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.99385203847694,37.3709965391928]}"
00000000000000002d7e_0,0,Power Plant,Taygete II Energy Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.12803753293797,31.18611232967574]}"
00000000000000002d7f_0,0,Power Plant,"Route 66 Energy Center, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.61457457475551,35.09846509656359]}"
00000000000000002d80_0,51,Power Plant,Pittsfield Solar LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.44964613661,44.813901727351734]}"
00000000000000002d81_0,0,Power Plant,CatanSolar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.69694214408258,28.8717006962795]}"
00000000000000002d82_0,0,Power Plant,Dane County Airport Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.32935630070854,43.160570183104596]}"
00000000000000002d83_0,0,Power Plant,Sunflower County,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53638402253276,33.75766818677586]}"
00000000000000002d84_0,24,Power Plant,Blanchard Road 1 Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.01180563028853,44.25490821933123]}"
00000000000000002d85_0,0,Power Plant,North Providence,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.47635550647621,41.869753190288925]}"
00000000000000002d86_0,4,Power Plant,Norge Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.77507768972238,37.36569492631435]}"
00000000000000002d87_0,24,Power Plant,Blanchard Road 2 Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.01180563028853,44.25490821933123]}"
00000000000000002d88_0,0,Power Plant,"Alta Farms II Wind Project, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.06779854491774,40.197295188121394]}"
00000000000000002d89_0,100,Power Plant,Ignacio Grid Energy Storage System,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.3249709507985,26.166905273513326]}"
00000000000000002d8a_0,24,Power Plant,NYS Rte 12 Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.01180563028853,44.25490821933123]}"
00000000000000002d8b_0,5,Power Plant,Moore Road Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.90313785813977,43.21299222468687]}"
00000000000000002d8c_0,24,Power Plant,Great Lakes Seaway Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.01180563028853,44.25490821933123]}"
00000000000000002d8d_0,0,Power Plant,Montross Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.78601881017433,38.0770589888927]}"
00000000000000002d8e_0,78,Power Plant,Samuel Mickle School,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.24626276466817,39.78742605030075]}"
00000000000000002d8f_0,0,Power Plant,Electric City Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.450085488855,41.749913218300385]}"
00000000000000002d90_0,89,Power Plant,Tesla Reno GigaFactory,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.43928262926985,39.53962292683066]}"
00000000000000002d91_0,0,Power Plant,Tweite Community Solar LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.67433004048847,44.02512914510062]}"
00000000000000002d92_0,69,Power Plant,"Morgan Solar 4, LLC CSG","{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.22089189706102,39.614098219401974]}"
00000000000000002d93_0,97,Power Plant,"Mid-River PA, LLC (ABE4)","{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.2775528380917,40.74004992029901]}"
00000000000000002d94_0,47,Power Plant,GE 19th Hole,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.31316380617787,42.985756272129656]}"
00000000000000002d95_0,0,Power Plant,Desert Harvest II LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.37990374574768,33.800133685936245]}"
00000000000000002d96_0,0,Power Plant,"Maverick Solar 4, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.38006879201421,33.70002038499779]}"
00000000000000002d97_0,0,Power Plant,"Maverick Solar 6, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.38006879201421,33.70002038499779]}"
00000000000000002d98_0,0,Power Plant,"Maverick Solar 7, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.38006879201421,33.70002038499779]}"
00000000000000002d99_0,80,Power Plant,Canton,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.13071876057819,42.1451738905355]}"
00000000000000002d9a_0,80,Power Plant,Gold Meadow Farms,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.52835624191782,41.73484016426341]}"
00000000000000002d9b_0,100,Power Plant,Ravenbrook,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81933910679204,41.9195795786174]}"
00000000000000002d9c_0,0,Power Plant,Hudson,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.54144423900756,42.40412205633943]}"
00000000000000002d9d_0,49,Power Plant,A Street 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.54581187023736,41.7975616625047]}"
00000000000000002d9e_0,72,Power Plant,Berkley,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.01845719081992,41.841438755387344]}"
00000000000000002d9f_0,84,Power Plant,Kilvert,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.44944656165717,41.727518280795515]}"
00000000000000002da0_0,51,Power Plant,A Street 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.54677427149915,41.798025662643276]}"
00000000000000002da1_0,62,Power Plant,Carver,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.80169790750126,41.915220478566816]}"
00000000000000002da2_0,60,Power Plant,Plainfield Pike,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.5533809936157,41.7932079910733]}"
00000000000000002da3_0,0,Power Plant,Meadowlark Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.02293462663637,35.551888500543015]}"
00000000000000002da4_0,35,Power Plant,Nash 97 Solar 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.21622781893288,35.85038306217462]}"
00000000000000002da5_0,31,Power Plant,Nickelson Solar 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.9881342613455,34.745657416333025]}"
00000000000000002da6_0,61,Power Plant,Chicopee,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.51055763201202,42.18096547179108]}"
00000000000000002da7_0,0,Power Plant,Siler City Solar 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.46544742739854,35.688070422521356]}"
00000000000000002da8_0,0,Power Plant,"Marlow Solar, LLC CSG","{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.75636593993593,38.31527197881379]}"
00000000000000002da9_0,0,Power Plant,James W. Broderick Hydropower Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.72010851876419,38.2699582332819]}"
00000000000000002daa_0,85,Power Plant,IGS Stockton DG CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.01118335112683,42.348056347130125]}"
00000000000000002dab_0,0,Power Plant,Podunque Road CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.23743457262175,42.41509634752654]}"
00000000000000002dac_0,0,Power Plant,County Road 16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.90208932777665,42.37716824541896]}"
00000000000000002dad_0,0,Power Plant,Townsend Road(CSG),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.9380158947143,42.35021048196145]}"
00000000000000002dae_0,0,Power Plant,Ware Palmer Road Solar LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.27479064083133,42.24725578191579]}"
00000000000000002daf_0,34,Power Plant,East Brookfield Adams Road Solar LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.03093642524476,42.196156900744484]}"
00000000000000002db0_0,0,Power Plant,"Phobos Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.15496423346288,35.88281842952905]}"
00000000000000002db1_0,0,Power Plant,"Cabin Creek Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.74163494223302,35.336077936049506]}"
00000000000000002db2_0,10,Power Plant,North Haven Solar One,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.83650014637081,41.3768641735953]}"
00000000000000002db3_0,0,Power Plant,Ridgeback,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.57993164849943,35.865426256008796]}"
00000000000000002db4_0,13,Power Plant,Thunderhead,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.79000947828654,35.7509813889811]}"
00000000000000002db5_0,0,Power Plant,River Road,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.76280730590905,44.74108245779495]}"
00000000000000002db6_0,0,Power Plant,196 Tremont St(CSG),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73068176064896,41.84291633611505]}"
00000000000000002db7_0,0,Power Plant,NY8 - Grissom Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.32103285416291,42.973022957059506]}"
00000000000000002db8_0,0,Power Plant,NY8 - Branscomb Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.5867922133033,42.962952196144144]}"
00000000000000002db9_0,1,Power Plant,NY8 - Janis Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.93117013553189,42.4540520260932]}"
00000000000000002dba_0,0,Power Plant,NY8 - Regan Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.31316806166932,42.954880168888096]}"
