system:index,avg_rad,institution_type,name,.geo
00000000000000002007_0,3.7716665,Power Plant,Sand Lake DPC Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.55117793462401,45.4435244353963]}"
00000000000000002008_0,1.9350001,Power Plant,Nesvold Watertown Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.82678563807373,44.93597629986876]}"
00000000000000002009_0,9.4725,Power Plant,Chocksett Rd Energy Storage Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.73721280157469,42.45213453927829]}"
0000000000000000200a_0,30.408333,Power Plant,Hyperion Treatment Plant CHP Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.43164127010742,33.92712249298403]}"
0000000000000000200b_0,2.8600001,Power Plant,Violet Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.41943002258986,35.400359558940046]}"
0000000000000000200c_0,1.355,Power Plant,Red Maple Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.89865086080329,44.32063033024689]}"
0000000000000000200d_0,2.1391666,Power Plant,Apache Solar I,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.88866291813078,32.06760985485662]}"
0000000000000000200e_0,1.5608333,Power Plant,"Cotten Farm, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.19772123618732,35.53061527513738]}"
0000000000000000200f_0,0.89666665,Power Plant,Lind Solar CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.90763401364448,44.80122900725084]}"
00000000000000002010_0,20.933332,Power Plant,Onyx - Lamphear Road CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.4786959599325,43.1842614958357]}"
00000000000000002011_0,0.73583335,Power Plant,Scott-II Solar LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.94457141484058,37.524875205882715]}"
00000000000000002012_0,1.1258333,Power Plant,Michael Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.70713461651086,45.66810325642618]}"
00000000000000002013_0,68.855835,Power Plant,Glendale Battery Energy Storage System,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.2834192482277,34.1606844668551]}"
00000000000000002014_0,0.6,Power Plant,Whitney Point Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13844030993451,36.37503164220973]}"
00000000000000002015_0,2.0833333,Power Plant,"OSLH, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.22989338013973,44.060118897852234]}"
00000000000000002016_0,65.82083,Power Plant,CSUF State College,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.8881605232151,33.87771515235745]}"
00000000000000002017_0,65.82083,Power Plant,CSUF Nutwood Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.8881605232151,33.87771515235745]}"
00000000000000002018_0,4.0291667,Power Plant,ZV Solar 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.20221281260791,34.81196304784176]}"
00000000000000002019_0,0.5966667,Power Plant,NextEra Westside PV,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13394873351392,36.38401479505092]}"
0000000000000000201a_0,1.1416667,Power Plant,Atkinson Farm Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.79634939296086,34.897302999833116]}"
0000000000000000201b_0,0.43916667,Power Plant,Buckthorn Wind,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.37675255213911,32.37303705145726]}"
0000000000000000201c_0,74.388336,Power Plant,Lindberg Field Solar 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.20544090728427,32.727871588684465]}"
0000000000000000201d_0,9.925834,Power Plant,Elizabethtown Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.58362375939952,40.152447411932314]}"
0000000000000000201e_0,18.381666,Power Plant,AIS Solar Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.73721280157469,42.50154187990486]}"
0000000000000000201f_0,2.8533332,Power Plant,Santa Rita Wind Energy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-101.31873510763053,31.182769299998892]}"
00000000000000002020_0,0.375,Power Plant,SolaireHolman Solar Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.4746917895174,30.455133919862078]}"
00000000000000002021_0,10.064167,Power Plant,"Florence Solar W3-080, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.78699319116046,40.094056918464545]}"
00000000000000002022_0,0.55833334,Power Plant,Sterling I Wind Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.2501129684875,33.36118386398873]}"
00000000000000002023_0,2.8516667,Power Plant,Northern Cardinal Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.7199925938107,36.433422135677496]}"
00000000000000002024_0,2.6891668,Power Plant,"Darlington Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.91637346348294,34.31788964157602]}"
00000000000000002025_0,14.1866665,Power Plant,French's Landfill PV,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.13122303375322,40.10753164772634]}"
00000000000000002026_0,2.1741667,Power Plant,Ramona Solar Energy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.85958952289826,33.01982405602331]}"
00000000000000002027_0,7.9016666,Power Plant,Iron Horse Battery Storage Hybrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.81841923719448,32.0990508898008]}"
00000000000000002028_0,1.9875001,Power Plant,Everett PV1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.31125913953632,35.82256774247622]}"
00000000000000002029_0,1.1316667,Power Plant,Underwood PV2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.05074770714167,36.4199474064157]}"
0000000000000000202a_0,0.47583333,Power Plant,Reading Wind Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.96477601427819,38.477089407049405]}"
0000000000000000202b_0,22.725,Power Plant,King Mill,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.99148176979902,33.48694800376546]}"
0000000000000000202c_0,0.37916666,Power Plant,Cactus Flats Wind Energy Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-100.02965267491902,31.11090407726933]}"
0000000000000000202d_0,7.37,Power Plant,"WED Portsmouth One, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.24763097172955,41.61220974862653]}"
0000000000000000202e_0,0.56583333,Power Plant,Musgrave East Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.66447213497027,42.73061227735534]}"
0000000000000000202f_0,10.46,Power Plant,Whirlpool Corporation - Ottawa Wind Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.03514904117094,41.00135535542526]}"
00000000000000002030_0,7.1983333,Power Plant,Whirlpool Corporation - Marion Wind Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.1772579448368,40.59262190115088]}"
00000000000000002031_0,72.333336,Power Plant,SCDA Solar 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.58472791736695,38.68819349881749]}"
00000000000000002032_0,6.1858335,Power Plant,Redbrook Community Solar 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61431869642529,41.827805416815224]}"
00000000000000002033_0,1.17,Power Plant,Brook Street Solar 1 CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.784998600408,41.95806113301255]}"
00000000000000002034_0,3.9283333,Power Plant,Spring Street Solar 1 CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76703229472561,41.94458640375076]}"
00000000000000002035_0,1.1591667,Power Plant,Bullock Road Solar 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.99161111575549,41.72899073556207]}"
00000000000000002036_0,0.60083336,Power Plant,Chestnut Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.7110094409695,36.18189385612403]}"
00000000000000002037_0,6.3258333,Power Plant,Mill Seat Renewable Energy Facility,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.9310966855788,43.06298893247956]}"
00000000000000002038_0,14.51,Power Plant,Marin Clean Energy Solar One,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.37524536739213,37.947083389418886]}"
00000000000000002039_0,2.2441666,Power Plant,Pattern Santa Isabel LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.39223686106354,17.973043047021328]}"
0000000000000000203a_0,0.56583333,Power Plant,Musgrave West Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.66447213497027,42.73061227735534]}"
0000000000000000203b_0,2.5633333,Power Plant,Stafford St Solar 1 CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.87196009419262,42.22306414182781]}"
0000000000000000203c_0,2.5633333,Power Plant,Stafford St 2 Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.87196009419262,42.22306414182781]}"
0000000000000000203d_0,2.5633333,Power Plant,Stafford St Solar 3 CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.87196009419262,42.22306414182781]}"
0000000000000000203e_0,1.7808334,Power Plant,"Siler 421 Farm, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.44924951574079,35.74621094332606]}"
0000000000000000203f_0,0.555,Power Plant,Indian River Solar Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.57663519731078,27.571541857838415]}"
00000000000000002040_0,0.5075,Power Plant,Horizon Solar Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.05885541610799,29.6646164698369]}"
00000000000000002041_0,0.5883333,Power Plant,Coral Farms Solar Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.89715866496648,29.75893957466945]}"
00000000000000002042_0,0.64166665,Power Plant,Hollyfield,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.1720202704978,37.67309722776243]}"
00000000000000002043_0,3.6583333,Power Plant,Hammock Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.32672845955058,26.691192879401285]}"
00000000000000002044_0,66.75167,Power Plant,Montefiore - Westchester Square,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.84825371925557,40.83965860428375]}"
00000000000000002045_0,85.32333,Power Plant,New York Presbyterian Hospital-168th St,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94257682408812,40.83965860428375]}"
00000000000000002046_0,30.218334,Power Plant,Hickory Run Energy Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.42841317543106,40.992372202584065]}"
00000000000000002047_0,0.86583334,Power Plant,Blue Cypress Solar Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.5362110095254,27.607474469203197]}"
00000000000000002048_0,1.4475,Power Plant,Harford Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.24675552785469,42.44764296285769]}"
00000000000000002049_0,1.0133333,Power Plant,Floyd Road Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.67956840602533,36.50528735840706]}"
0000000000000000204a_0,0.5825,Power Plant,Heart of Texas Wind Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.42328985813835,31.24115979346666]}"
0000000000000000204b_0,15.372499,Power Plant,EcoElectrica,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.75605455113194,17.98202619986252]}"
0000000000000000204c_0,8.158334,Power Plant,Birdsboro Power,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.79759788579493,40.26922839886785]}"
0000000000000000204d_0,3.26,Power Plant,AES ILUMINA,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.15867488719246,17.946093588497742]}"
0000000000000000204e_0,0.43666667,Power Plant,Deerfield Wind LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.99485419934202,42.87883429923506]}"
0000000000000000204f_0,0.5958333,Power Plant,Twin Buttes II Wind,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.54493547045368,37.77191190901558]}"
00000000000000002050_0,0.38916665,Power Plant,"Roaring Brook, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.61793482897103,43.70977593704562]}"
00000000000000002051_0,7.935,Power Plant,Canandaigua Westbrook Solar Array,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.28430968101274,42.86985114639387]}"
00000000000000002052_0,7.935,Power Plant,Canandaigua Solar Array,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.28430968101274,42.86985114639387]}"
00000000000000002053_0,0.40333334,Power Plant,La Joya NM,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.73844630549858,34.81196304784176]}"
00000000000000002054_0,0.52666664,Power Plant,Tatanka Ridge,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.57563040747947,44.59012491548275]}"
00000000000000002055_0,0.54833335,Power Plant,Coyote Ridge,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.54868094895588,44.450886046444225]}"
00000000000000002056_0,0.47333333,Power Plant,Solar Star Oregon II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.91997460711849,44.18588303762897]}"
00000000000000002057_0,2.3925,Power Plant,Wildflower Solar Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.78486925445154,27.315522001864352]}"
00000000000000002058_0,2.9841666,Power Plant,Barefoot Bay Solar Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.52273628026362,27.86798590159786]}"
00000000000000002059_0,0.6725,Power Plant,Loggerhead Solar Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.54070258594601,27.23916520271419]}"
0000000000000000205a_0,5.1691666,Power Plant,Greenfield Solar Park,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.81830488014819,39.793121298284504]}"
0000000000000000205b_0,10.6575,Power Plant,IMPA Anderson Solar Park 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.69254074037146,40.13897268267052]}"
0000000000000000205c_0,5.9358335,Power Plant,DG AMP Solar Front Royal,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.17813338871166,38.93073862552976]}"
0000000000000000205d_0,0.63666666,Power Plant,Seward Wind Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.19546795352193,40.89355752133092]}"
0000000000000000205e_0,9.405,Power Plant,Kramer Solar CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.70713461651086,44.74733009020367]}"
0000000000000000205f_0,0.8275,Power Plant,Novel OYA of Osakis CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.15180068215003,45.847766313250084]}"
00000000000000002060_0,7.3941665,Power Plant,Novel - OYA of Mapleton CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.96153293069166,43.9298631816549]}"
00000000000000002061_0,7.505833,Power Plant,Coto Laurel Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.54944203578445,18.058382999012682]}"
00000000000000002062_0,2.0925,Power Plant,Martino,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.58088307072863,18.058382999012682]}"
00000000000000002063_0,37.815,Power Plant,Pfizer Guayama,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.14969173435126,17.96405989418013]}"
00000000000000002064_0,20.836666,Power Plant,Pfizer Vega Baja,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.35181267327816,18.449150147604673]}"
00000000000000002065_0,68.894165,Power Plant,Foundation CDCR LAC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.22053717833933,34.69069048448562]}"
00000000000000002066_0,4.528333,Power Plant,Foundation Scheid Vineyards,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.18946919235435,36.27621696095658]}"
00000000000000002067_0,0.5075,Power Plant,AES Lawai Solar Hybrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.49363290721075,21.907663991464833]}"
00000000000000002068_0,1.3483334,Power Plant,"BWC Wading River One, Two, Three CSG","{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.5261087098066,42.083825272789284]}"
00000000000000002069_0,6.121667,Power Plant,Saratoga Wind Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.28168334938815,43.449264504650955]}"
0000000000000000206a_0,6.653333,Power Plant,Lemond Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.287796467602,44.08257677995522]}"
0000000000000000206b_0,2.035,Power Plant,Pemberton Road I,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.69716166274851,39.981767507949606]}"
0000000000000000206c_0,2.0475,Power Plant,Pemberton Road II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.70165323916912,39.981767507949606]}"
0000000000000000206d_0,4.94,Power Plant,Orient Wind Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.41518214917201,41.20347629435216]}"
0000000000000000206e_0,0.5825,Power Plant,Beaver Creek Wind,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.16365386961854,42.106283154892274]}"
0000000000000000206f_0,33.07083,Power Plant,Sub 12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.25972786220082,30.459625496282676]}"
00000000000000002070_0,14.839167,Power Plant,AES Puerto Rico,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.14969173435126,17.946093588497742]}"
00000000000000002071_0,2.365,Power Plant,Oriana Energy Hybrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.04800701847078,18.47609960612826]}"
00000000000000002072_0,0.55083334,Power Plant,Luning Energy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.19358771981575,38.54895462977897]}"
00000000000000002073_0,2.3425,Power Plant,Stone Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.03153290862521,34.58289265039128]}"
00000000000000002074_0,1.1725,Power Plant,Tripple State Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.77426455981708,35.73273621406427]}"
00000000000000002075_0,1.4108334,Power Plant,Wadesboro Farm 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.09603652030684,34.99162610466566]}"
00000000000000002076_0,2.7533333,Power Plant,Delco Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.20957442365584,34.31788964157602]}"
00000000000000002077_0,0.77666664,Power Plant,Fisher Solar Farm - NC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.03315445041848,35.24315438421913]}"
00000000000000002078_0,3.6241667,Power Plant,Kinston Davis Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.64363579466054,35.21620492569554]}"
00000000000000002079_0,8.131667,Power Plant,Laurinburg Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.44475793932018,34.762555707215185]}"
0000000000000000207a_0,4.03,Power Plant,Independence Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.28941800939528,39.119384835194865]}"
0000000000000000207b_0,0.75,Power Plant,Mills Anson Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.93433976916532,34.96916822256267]}"
0000000000000000207c_0,2.0575,Power Plant,Old Wire Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.51213158562915,34.816454624262356]}"
0000000000000000207d_0,3.8325,Power Plant,Railroad Farm 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.95068453305444,34.80747147142116]}"
0000000000000000207e_0,1.4316666,Power Plant,Sampson Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.4700858560505,34.96018506972148]}"
0000000000000000207f_0,0.89416665,Power Plant,Syncarpha Freetown,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.784998600408,41.769414923347455]}"
00000000000000002080_0,0.71416664,Power Plant,Battle Mountain Solar Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.06171046182516,40.71838604092761]}"
00000000000000002081_0,0.46333334,Power Plant,Kihei Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-156.4348693647838,20.793753039156623]}"
00000000000000002082_0,0.76416665,Power Plant,"Burke Wind, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.63925857528623,48.753816257376734]}"
00000000000000002083_0,5.273333,Power Plant,Ku'ia Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-156.65944818581366,20.888076143989174]}"
00000000000000002084_0,56.357502,Power Plant,"GASNA 18P, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.0913012408835,18.45364172402527]}"
00000000000000002085_0,24.170834,Power Plant,Pima Community College - East Campus,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.98909914117718,32.14396665400678]}"
00000000000000002086_0,8.040833,Power Plant,Pine River Wind Park,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.69541077499879,43.52562130380112]}"
00000000000000002087_0,3.5525,Power Plant,Vanadium Redox Flow Battery Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.98984523909559,32.68295582447849]}"
00000000000000002088_0,1.475,Power Plant,Fajardo MSWL,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.68256778660911,18.29194497288376]}"
00000000000000002089_0,2.1683333,Power Plant,San Fermin Solar Farm Hybrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.9026550312184,18.41321753623989]}"
0000000000000000208a_0,10.211667,Power Plant,El Yunque Filtration Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.81731507922704,18.377284924875113]}"
0000000000000000208b_0,5.0091667,Power Plant,Arecibo Filtration Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.6302904113552,18.426692265501686]}"
0000000000000000208c_0,23.854166,Power Plant,Canovanas Filtration Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.88019714911542,18.377284924875113]}"
0000000000000000208d_0,5.6883335,Power Plant,Manteca Land PV,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21641865087794,37.839285555324544]}"
0000000000000000208e_0,3.1299999,Power Plant,Delano Land 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34343128348874,35.75968567258786]}"
0000000000000000208f_0,9.4125,Power Plant,Bakersfield PV 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.97961359342032,35.324002759789884]}"
00000000000000002090_0,15.833333,Power Plant,Bakersfield Industrial PV 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.99308832268213,35.32849433621048]}"
00000000000000002091_0,0.61083335,Power Plant,Quichapa 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-113.2169210457936,37.65962249850064]}"
00000000000000002092_0,0.5441667,Power Plant,Quichapa 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-113.18997158727001,37.668605651341835]}"
00000000000000002093_0,0.59749997,Power Plant,Quichapa 3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-113.23488735147599,37.65063934565945]}"
00000000000000002094_0,12.410833,Power Plant,Toa Baja MSWL,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.20359065139844,18.422200689081087]}"
00000000000000002095_0,0.42,Power Plant,Elizabeth Mines Solar 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.33010088909357,43.82206534756056]}"
00000000000000002096_0,0.50916666,Power Plant,Nebraska Valley Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.77027537831214,44.46436077570602]}"
00000000000000002097_0,2.2675,Power Plant,Bedford Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.48069055068497,37.33622899621761]}"
00000000000000002098_0,3.8700001,Power Plant,Gamble Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.81631028939572,35.346460641892875]}"
00000000000000002099_0,3.2158334,Power Plant,Salisbury Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.42392159901047,35.63392153281112]}"
0000000000000000209a_0,1.0241667,Power Plant,Wadesboro Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.02866287399787,34.97365979898327]}"
0000000000000000209b_0,0.8333333,Power Plant,Tolson Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.61668633613696,35.83155089531741]}"
0000000000000000209c_0,1.1933334,Power Plant,Punta Lima Wind Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.69604251587091,18.18863871521001]}"
0000000000000000209d_0,7.5333333,Power Plant,"Humacao Solar Project, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.82180665564765,18.13473979816284]}"
0000000000000000209e_0,0.76666665,Power Plant,Phelps 158 Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.1630371176566,36.44240528851869]}"
0000000000000000209f_0,9.253333,Power Plant,Lebanon Solar Farm (MO),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.67245049798014,37.668605651341835]}"
000000000000000020a0_0,5.155,Power Plant,Horizon Energy (PR) Hybrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.22155695708084,17.977534623441926]}"
000000000000000020a1_0,14.704166,Power Plant,Medtronic Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.9116381840596,18.238046055836588]}"
000000000000000020a2_0,16.473333,Power Plant,Armstrong Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.35841319749751,45.64115379790259]}"
000000000000000020a3_0,13.955833,Power Plant,Marmas Solar CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.11873810541258,45.55581384591124]}"
000000000000000020a4_0,3.3191667,Power Plant,"CF Novel Solar CSG Gardens Two, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.83576879091493,43.844523229663544]}"
000000000000000020a5_0,1.2741667,Power Plant,"CF Novel Solar CSG Gardens Eleven, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.96153293069166,44.23978195467614]}"
000000000000000020a6_0,1.5550001,Power Plant,WasecaSun,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.38661114885517,44.05113574501104]}"
000000000000000020a7_0,2.0191667,Power Plant,Astoria Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.55766410179707,44.57665018622096]}"
000000000000000020a8_0,7.3358335,Power Plant,Brown County LFGTE Power Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.90489332497361,38.894806014164985]}"
000000000000000020a9_0,13.105,Power Plant,Aguirre Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.23503168634262,17.95058516491834]}"
000000000000000020aa_0,7.369167,Power Plant,Costa Sur Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.76054612755254,18.00448408196551]}"
000000000000000020ab_0,79.42917,Power Plant,Central San Juan Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.1047759701453,18.426692265501686]}"
000000000000000020ac_0,21.5375,Power Plant,Palo Seco Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.14969173435126,18.45813330044587]}"
000000000000000020ad_0,14.21,Power Plant,Cambalache Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.69766405766417,18.47160802970766]}"
000000000000000020ae_0,21.3825,Power Plant,Mayaguez Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.16029642898573,18.220079750154195]}"
000000000000000020af_0,38.764168,Power Plant,Intel Folsom Phase 3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.16251973383076,38.647769311032114]}"
000000000000000020b0_0,39.449165,Power Plant,AT&T Holger,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.94405403101474,37.41707737178837]}"
000000000000000020b1_0,86.378334,Power Plant,AT&T Anaheim,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.9151099817387,33.83729096457208]}"
