system:index,avg_rad,institution_type,name,.geo
00000000000000000678_0,40.175,Power Plant,Fermi,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.25810632040755,41.96255270943315]}"
00000000000000000679_0,29.849167,Power Plant,Hancock,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.44226095365205,42.550949220531436]}"
0000000000000000067a_0,51.6525,Power Plant,Monroe (MI),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.34793784881951,41.89068748670359]}"
0000000000000000067b_0,83.63417,Power Plant,Northeast (MI),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.03801907579827,42.45213453927829]}"
0000000000000000067c_0,1.5991666,Power Plant,Oliver,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.24014001472517,43.82655692398116]}"
0000000000000000067d_0,2.8216667,Power Plant,Placid 12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45573568291385,42.71264597167295]}"
0000000000000000067e_0,2.8216667,Power Plant,Putnam (MI),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45573568291385,42.71264597167295]}"
0000000000000000067f_0,36.508335,Power Plant,St Clair,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.47208044680298,42.76205331229952]}"
00000000000000000680_0,31.7125,Power Plant,Superior,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.64438189257895,42.26348832961319]}"
00000000000000000681_0,0.8825,Power Plant,Wilmot,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.19073267409858,43.45824765749215]}"
00000000000000000682_0,14.184167,Power Plant,Manistique,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.25847936936675,45.955564147344425]}"
00000000000000000683_0,26.050833,Power Plant,Edison Sault,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.33159308493039,46.49904489423673]}"
00000000000000000684_0,7.965833,Power Plant,Berrien Springs,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.33034459209632,41.94458640375076]}"
00000000000000000685_0,3.4391668,Power Plant,Buchanan (MI),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.35280247419931,41.84128014607701]}"
00000000000000000686_0,0.64916664,Power Plant,Saxon Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37276337063416,46.53946908202211]}"
00000000000000000687_0,0.57916665,Power Plant,Superior Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41767913484014,46.5664185405457]}"
00000000000000000688_0,4.2708335,Power Plant,Constantine,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.67008285826847,41.84577172249761]}"
00000000000000000689_0,1.9875,Power Plant,Mottville,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.75093123383922,41.80534753471223]}"
0000000000000000068a_0,10.546667,Power Plant,John H Warden,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.454860239039,46.7550647502108]}"
0000000000000000068b_0,0.50333333,Power Plant,Prickett,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.66147275438648,46.72811529168721]}"
0000000000000000068c_0,0.5466667,Power Plant,Victoria Dam,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.20944507769939,46.69667425674303]}"
0000000000000000068d_0,0.9841667,Power Plant,Brule,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.21680668874731,45.94658099450323]}"
0000000000000000068e_0,0.7683333,Power Plant,Chalk Hill,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.79909008163173,45.515389658125855]}"
0000000000000000068f_0,0.65,Power Plant,Hemlock Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.22578984158851,46.13073562774773]}"
00000000000000000690_0,1.6741667,Power Plant,Kingsford,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.12697516033536,45.8073421254647]}"
00000000000000000691_0,1.1750001,Power Plant,Michigamme Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.19434880664433,45.955564147344425]}"
00000000000000000692_0,0.98583335,Power Plant,Peavy Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.21231511232672,45.991496758709204]}"
00000000000000000693_0,0.90583336,Power Plant,Way Dam,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.2347729944297,46.157685086271314]}"
00000000000000000694_0,0.70166665,Power Plant,White Rapids,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.80358165805234,45.483948623181675]}"
00000000000000000695_0,1.4733334,Power Plant,Grand Rapids,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.65086805975201,45.35369290698434]}"
00000000000000000696_0,1.0775,Power Plant,Crystal Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.33358767568285,46.10827774564474]}"
00000000000000000697_0,10.53,Power Plant,Hart,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.3662772034611,43.70528436062502]}"
00000000000000000698_0,3.14,Power Plant,Hillsdale,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.63252870511042,41.90416221596538]}"
00000000000000000699_0,4.4533334,Power Plant,Plant Four,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.40383135661915,46.575401693386894]}"
0000000000000000069a_0,8.300834,Power Plant,James R Smith,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.40832293303974,46.570910116966296]}"
0000000000000000069b_0,6.550833,Power Plant,Marshall (MI),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.94244747813165,42.272471482454385]}"
0000000000000000069c_0,1.1666666,Power Plant,Norway (MI),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.8619721515201,45.739968479155735]}"
0000000000000000069d_0,13.7491665,Power Plant,Frank Jenkins,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.89753171392569,42.86985114639387]}"
0000000000000000069e_0,7.0983334,Power Plant,St Louis,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.60108767016624,43.39985716402438]}"
0000000000000000069f_0,12.701667,Power Plant,Main Street (MI),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45124410649325,43.732233819148604]}"
000000000000000006a0_0,33.0275,Power Plant,Sturgis City Diesel Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.4275377315562,41.800855958291635]}"
000000000000000006a1_0,1.195,Power Plant,Hydro Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.53982714207113,41.971535862274344]}"
000000000000000006a2_0,41.503334,Power Plant,Saint Marys Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.34955939061277,46.50802804707793]}"
000000000000000006a3_0,47.045834,Power Plant,Wyandotte,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.14581690989262,42.20958941256602]}"
000000000000000006a4_0,30.861666,Power Plant,Zeeland,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.05635843043986,42.8069690765055]}"
000000000000000006a5_0,5.4925,Power Plant,Dafter,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.41693303692173,46.37328075446]}"
000000000000000006a6_0,0.41166666,Power Plant,Kleber,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.33159308493039,45.39411709476972]}"
000000000000000006a7_0,35.264168,Power Plant,St Marys,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.38998357839816,40.5477061369449]}"
000000000000000006a8_0,15.101666,Power Plant,Anadarko,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.1156243677825,39.757188686919726]}"
000000000000000006a9_0,9.996667,Power Plant,Horseshoe Lake,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.17750164783953,35.50815739303439]}"
000000000000000006aa_0,24.916666,Power Plant,Muskogee,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.28654797476794,35.75968567258786]}"
000000000000000006ab_0,33.22,Power Plant,Mustang,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.67606663052588,35.46773320524901]}"
000000000000000006ac_0,39.2475,Power Plant,Seminole,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.72385242935918,34.964676646142074]}"
000000000000000006ad_0,15.516666,Power Plant,Northeastern,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.69977300546293,36.433422135677496]}"
000000000000000006ae_0,8.8175,Power Plant,Southwestern,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.35429467003611,35.099423938760005]}"
000000000000000006af_0,22.175,Power Plant,Tulsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.99172547280178,36.11452020981506]}"
000000000000000006b0_0,0.8358333,Power Plant,Weleetka,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.1354559182609,35.324002759789884]}"
000000000000000006b1_0,15.4075,Power Plant,Cushing,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.77775134640635,35.98426449361774]}"
000000000000000006b2_0,2.9816666,Power Plant,Markham,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.1832417170942,36.2313011967506]}"
000000000000000006b3_0,5.5841665,Power Plant,Pensacola,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.03951127163508,36.469354747042274]}"
000000000000000006b4_0,2.2283332,Power Plant,Salina,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.10239334152345,36.26274223169479]}"
000000000000000006b5_0,1.6641667,Power Plant,Keystone Dam,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.25223690519644,36.15045282117985]}"
000000000000000006b6_0,8.275,Power Plant,Robert S Kerr,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.77450826281982,35.346460641892875]}"
000000000000000006b7_0,26.189167,Power Plant,Kingfisher,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.92759491007934,35.858500353841]}"
000000000000000006b8_0,2.8116667,Power Plant,Webbers Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.1697669878324,35.55307315724036]}"
000000000000000006b9_0,13.709167,Power Plant,Mangum,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.5041382337091,34.88382827057132]}"
000000000000000006ba_0,6.119167,Power Plant,Pawhuska,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.34656001002898,36.67147568596917]}"
000000000000000006bb_0,1.9608333,Power Plant,Fort Gibson,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.22815748130017,35.8674835066822]}"
000000000000000006bc_0,0.8591667,Power Plant,Tenkiller Ferry,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.05298600089688,35.59349734502574]}"
000000000000000006bd_0,16.609167,Power Plant,Anadarko Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.22853053025938,35.08594920949821]}"
000000000000000006be_0,10.195,Power Plant,Mooreland,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.22566049563206,36.437913712098094]}"
000000000000000006bf_0,1.4075,Power Plant,Hells Canyon,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.70238434817735,45.24589507289]}"
000000000000000006c0_0,1.4841666,Power Plant,Oxbow (OR),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.83713164079526,44.97190891123355]}"
000000000000000006c1_0,0.34583333,Power Plant,Clearwater 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.33931275602734,43.251635142144664]}"
000000000000000006c2_0,0.645,Power Plant,Clearwater 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.4111779787569,43.26510987140646]}"
000000000000000006c3_0,0.5525,Power Plant,Eagle Point,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.75702936314292,42.51501660916666]}"
000000000000000006c4_0,2.4175,Power Plant,East Side,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79583200913503,42.22306414182781]}"
000000000000000006c5_0,0.9241667,Power Plant,Fish Creek,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.44711059012168,43.27409302424765]}"
000000000000000006c6_0,0.46416667,Power Plant,Lemolo 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.24948122761539,43.35494139981841]}"
000000000000000006c7_0,1.0008334,Power Plant,Prospect 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.51448423643065,42.73061227735534]}"
000000000000000006c8_0,1.0008334,Power Plant,Prospect 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.51448423643065,42.73061227735534]}"
000000000000000006c9_0,0.43083334,Power Plant,Prospect 3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.42016113159809,42.73061227735534]}"
000000000000000006ca_0,1.1758333,Power Plant,Prospect 4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.51448423643065,42.73510385377594]}"
000000000000000006cb_0,0.39249998,Power Plant,Slide Creek,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.47406004864527,43.29205932993004]}"
000000000000000006cc_0,0.43083334,Power Plant,Soda Springs,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.50100950716886,43.305534059191835]}"
000000000000000006cd_0,0.9241667,Power Plant,Toketee Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.44711059012168,43.27409302424765]}"
000000000000000006ce_0,0.48666665,Power Plant,Wallowa Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.21442406012547,45.26835295499299]}"
000000000000000006cf_0,3.15,Power Plant,Faraday,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.32134645034495,45.26835295499299]}"
000000000000000006d0_0,1.0608333,Power Plant,North Fork,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.28092226255957,45.2414034964694]}"
000000000000000006d1_0,0.765,Power Plant,Pelton,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.22989338013973,44.6934311731565]}"
000000000000000006d2_0,2.5716667,Power Plant,River Mill,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.34829590886854,45.29979398993717]}"
000000000000000006d3_0,1.0766667,Power Plant,Round Butte,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.2793007207663,44.60359964474454]}"
000000000000000006d4_0,11.671666,Power Plant,Sullivan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.6177904941044,45.35369290698434]}"
000000000000000006d5_0,0.7683333,Power Plant,Carmen Smith,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.0428687122679,44.284697718882114]}"
000000000000000006d6_0,0.975,Power Plant,Walterville,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.83338616229308,44.06910205069343]}"
000000000000000006d7_0,0.55583334,Power Plant,Big Cliff,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.28541383898016,44.75182166662427]}"
000000000000000006d8_0,7.535,Power Plant,Bonneville,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.93956245459415,45.64564537432319]}"
000000000000000006d9_0,0.4275,Power Plant,Cougar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.24498965119479,44.13198412058179]}"
000000000000000006da_0,1.1741667,Power Plant,Detroit,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.24948122761539,44.72038063168008]}"
000000000000000006db_0,1.025,Power Plant,Dexter,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.80643670376949,43.925371605234304]}"
000000000000000006dc_0,0.7058333,Power Plant,Green Peter,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.55041684779543,44.450886046444225]}"
000000000000000006dd_0,0.46916667,Power Plant,Hills Creek,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.4246527080187,43.70977593704562]}"
000000000000000006de_0,10.7175,Power Plant,John Day,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.69539578608861,45.71751059705275]}"
000000000000000006df_0,1.4258333,Power Plant,Lookout Point,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.75253778672231,43.91638845239311]}"
000000000000000006e0_0,5.0625,Power Plant,McNary,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.29851551928276,45.94208941808263]}"
000000000000000006e1_0,32.115,Power Plant,Brunot Island,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.04213760325966,40.46685776137414]}"
000000000000000006e2_0,1.3258333,Power Plant,Hamilton (PA),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.9878656372533,39.90990228522004]}"
000000000000000006e3_0,4.405,Power Plant,Hunterstown,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.1630371176566,39.86498652101407]}"
000000000000000006e4_0,5.5375,Power Plant,Mountain,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.1720202704978,40.12100637698813]}"
000000000000000006e5_0,2.8575,Power Plant,Orrtanna,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.3516833273217,39.84252863891108]}"
000000000000000006e6_0,7.0516667,Power Plant,Portland (PA),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.07894565849931,40.91152382701331]}"
000000000000000006e7_0,3.365,Power Plant,Shawnee (PA),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.05648777639632,41.05974584889303]}"
000000000000000006e8_0,7.7508335,Power Plant,Titus,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.90988729630988,40.30516101023263]}"
000000000000000006e9_0,2.6208334,Power Plant,Tolna,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.63752267644668,39.761680263340324]}"
000000000000000006ea_0,5.8991666,Power Plant,York Haven,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.71387947559684,40.11202322414694]}"
000000000000000006eb_0,45.9225,Power Plant,Conemaugh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.06297394356939,40.38600938580339]}"
000000000000000006ec_0,0.7316667,Power Plant,Blossburg,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.08218874208585,41.70653285345909]}"
000000000000000006ed_0,4.0216665,Power Plant,Piney,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.4312832100584,41.19000156509036]}"
000000000000000006ee_0,12.730833,Power Plant,Seward (PA),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.03153290862521,40.408467267906374]}"
000000000000000006ef_0,7.5491667,Power Plant,Shawville,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.36677959837677,41.068729001734226]}"
000000000000000006f0_0,3.9133334,Power Plant,Warren,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.18873808334612,41.83678856965642]}"
000000000000000006f1_0,45.858334,Power Plant,Keystone,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.34145168164645,40.65999554745984]}"
000000000000000006f2_0,6.5175,Power Plant,New Castle Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.37002268196329,40.938473285536894]}"
000000000000000006f3_0,27.36,Power Plant,Brunner Island,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.69591316991445,40.094056918464545]}"
000000000000000006f4_0,5.988333,Power Plant,Holtwood,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.33209547984605,39.82905390964929]}"
000000000000000006f5_0,12.795834,Power Plant,TalenEnergy Martins Creek,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.1058951170229,40.79923441649837]}"
000000000000000006f6_0,18.839167,Power Plant,TalenEnergy Montour,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.66896371139086,41.073220578154825]}"
000000000000000006f7_0,9.789166,Power Plant,Sunbury Generation LP,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.82616888611179,40.83516702786315]}"
000000000000000006f8_0,2.575,Power Plant,Wallenpaupack,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.13284457554649,41.46847930316741]}"
000000000000000006f9_0,33.609165,Power Plant,Chester Generating Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.38437285509995,39.82905390964929]}"
000000000000000006fa_0,71.3625,Power Plant,Delaware Generating Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.12386142270529,39.96829277868781]}"
000000000000000006fb_0,21.183334,Power Plant,Eddystone Generating Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.32149078521158,39.85600336817287]}"
000000000000000006fc_0,11.928333,Power Plant,Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.79148476758107,40.174905294035305]}"
000000000000000006fd_0,17.4575,Power Plant,Moser Generating Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.61793482897103,40.233295787503074]}"
000000000000000006fe_0,8.090834,Power Plant,Muddy Run,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.30065444490187,39.8065960275463]}"
000000000000000006ff_0,24.03,Power Plant,Peach Bottom,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.26921340995767,39.757188686919726]}"
00000000000000000700_0,68.763336,Power Plant,Richmond Generating Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.07445408207872,39.986259084370204]}"
00000000000000000701_0,93.636665,Power Plant,Schuylkill Generating Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.18674349259365,39.94134332016423]}"
00000000000000000702_0,49.926666,Power Plant,Southwark,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.13284457554649,39.91439386164064]}"
00000000000000000703_0,3.4325,Power Plant,Safe Harbor,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.39048597331382,39.92337701448184]}"
00000000000000000704_0,9.003333,Power Plant,Hunlock Power Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.07158404745138,41.19898471793156]}"
00000000000000000705_0,96.03833,Power Plant,Manchester Street,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.40483614645046,41.81882226397403]}"
00000000000000000706_0,4.635,Power Plant,Darlington County,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.1679017430364,34.41670432282917]}"
00000000000000000707_0,78.89667,Power Plant,H B Robinson,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.1589185901952,34.403229593567374]}"
00000000000000000708_0,0.93916667,Power Plant,Boyds Mill Hydro,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.19809428514652,34.457128510614545]}"
00000000000000000709_0,0.66333336,Power Plant,Cedar Creek,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.87757081749082,34.5424684626059]}"
0000000000000000070a_0,2.7016666,Power Plant,Dearborn,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.89104554675262,34.56043476828829]}"
0000000000000000070b_0,1.1358334,Power Plant,Fishing Creek,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.89104554675262,34.60085895607367]}"
0000000000000000070c_0,1.4266666,Power Plant,Gaston Shoals,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.59622304478644,35.13984812654538]}"
0000000000000000070d_0,2.7016666,Power Plant,Great Falls (SC),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.89104554675262,34.56043476828829]}"
0000000000000000070e_0,0.9458333,Power Plant,Hollidays Bridge Hydro,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.37326576554983,34.52899373334411]}"
0000000000000000070f_0,3.2308333,Power Plant,Jocassee,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.91674651244213,34.96018506972148]}"
00000000000000000710_0,8.305,Power Plant,W S Lee,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.43614783543819,34.60085895607367]}"
00000000000000000711_0,49.4675,Power Plant,Oconee,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.89878020675975,34.793996742159365]}"
00000000000000000712_0,4.2333336,Power Plant,Saluda Dam,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.48555517606476,34.852387235627134]}"
00000000000000000713_0,2.3216667,Power Plant,Wateree Hydro,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.70239933708751,34.33585594725841]}"
00000000000000000714_0,4.4275,Power Plant,Wylie,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.00782653368816,35.02306713960984]}"
00000000000000000715_0,2.8675,Power Plant,99 Islands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.49291678711269,35.03205029245104]}"
00000000000000000716_0,1.7283334,Power Plant,Lockhart,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.45698417574792,34.78052201289758]}"
00000000000000000717_0,38.439167,Power Plant,Coit GT,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.03926756863234,33.981021410031204]}"
00000000000000000718_0,52.481667,Power Plant,Columbia Canal Hydro,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.04825072147354,33.99898771571359]}"
00000000000000000719_0,14.191667,Power Plant,Hagood,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.96128922768891,32.82668626993762]}"
0000000000000000071a_0,5.4841666,Power Plant,McMeekin,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.21893062545624,34.05737820918136]}"
0000000000000000071b_0,1.3008333,Power Plant,Neal Shoals,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.44800102290672,34.66374102596204]}"
0000000000000000071c_0,3.3,Power Plant,Parr Hydro,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.33122003597119,34.259499148108254]}"
0000000000000000071d_0,5.284167,Power Plant,Saluda Lexington,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.21893062545624,34.05288663276076]}"
0000000000000000071e_0,14.6866665,Power Plant,Urquhart,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.91063339422827,33.43304908671829]}"
0000000000000000071f_0,37.7,Power Plant,Wateree,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.62155096151676,33.82830781173088]}"
00000000000000000720_0,31.15,Power Plant,Williams,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.92984819274473,33.01533247960271]}"
00000000000000000721_0,0.81,Power Plant,Rocky River (SC),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.6113193158415,34.255007571687656]}"
00000000000000000722_0,10.32,Power Plant,Hilton Head,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.69790776066692,32.20684872389515]}"
00000000000000000723_0,5.2825003,Power Plant,Jefferies,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.99273026263309,33.24440287705319]}"
00000000000000000724_0,33.9525,Power Plant,Myrtle Beach,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.92373507453087,33.707035248374744]}"
00000000000000000725_0,0.9275,Power Plant,Spillway,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.1634101666158,33.45550696882128]}"
00000000000000000726_0,2.3075,Power Plant,J Strom Thurmond,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.19809428514652,33.66211948416877]}"
00000000000000000727_0,53.28583,Power Plant,Ben French,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.2590961213287,44.087068356375816]}"
00000000000000000728_0,19.8575,Power Plant,Aberdeen CT,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.49353353907463,45.430049706134504]}"
00000000000000000729_0,21.828333,Power Plant,Clark (SD),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.72996554757304,44.877585806400994]}"
0000000000000000072a_0,15.943333,Power Plant,Faulkton,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.1223542379583,45.034790981121915]}"
0000000000000000072b_0,7.5891666,Power Plant,Lake Preston,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.37962258676643,44.36554609445287]}"
0000000000000000072c_0,46.7325,Power Plant,Oahe,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-100.38448721214623,44.450886046444225]}"
