name,institution_type,avg_rad,no2
Mesquite Creek LFGTE Project,Power Plant,2.4966667,2.1716451385033917e-5
Waste Management Naples LFGTE Project,Power Plant,6.2891665,1.711546849678246e-5
Waste Management Piedmont LFGTE Project,Power Plant,1.2166667,2.577084119925762e-5
Suburban Landfill Gas Recovery,Power Plant,1.5241667,2.596879446704721e-5
Cedar Hills Wind Farm,Power Plant,0.5566667,1.3705972967758946e-5
Glen Ullin Station 6,Power Plant,2.0083332,2.407349332472166e-5
Colorado Highlands Wind,Power Plant,0.465,1.9519411386032096e-5
University of Delaware Wind Turbine,Power Plant,4.2658334,2.815703013950961e-5
Meadow Lake Wind Farm IV,Power Plant,0.5825,3.711756151069327e-5
HSCo CHP,Power Plant,77.66417,5.076030752173835e-5
PPL Frey Farm Landfill Wind,Power Plant,10.905,2.8907554768436504e-5
Orono Hydro Station,Power Plant,10.569166,1.900258683350858e-5
Cricket Valley Energy,Power Plant,6.4475,2.791895124694765e-5
Chautauqua LFGTE Facility,Power Plant,1.8175,2.4663960153789172e-5
Pillar Mountain Wind Project Microgrid,Power Plant,3.3183334,5.243134339253339e-6
Vantage Wind Energy LLC,Power Plant,0.45499998,1.6854874114223212e-5
Lost Creek Wind Energy Facility,Power Plant,0.7733333,2.585717941556709e-5
Little Quinnesec Falls Hydro Project,Power Plant,7.8258333,2.098624272888729e-5
Exelon Solar Chicago,Power Plant,54.14,7.168843959622599e-5
Spring Valley Wind Project,Power Plant,0.37166667,8.204073940713688e-6
Day County Wind LLC,Power Plant,0.5108333,2.4043442738319723e-5
Lower Snake River Wind Energy Project,Power Plant,1.0425,1.57239686425683e-5
"High Point, POLO",Power Plant,15.721666,2.878127568302248e-5
Blue Wing Solar Energy Generation,Power Plant,14.2125,3.52619222836814e-5
Bent Tree Wind Farm Phase 1,Power Plant,2.0666666,3.0895415155299835e-5
Glacier Hills,Power Plant,1.2683333,3.32893435529441e-5
Shelby Solar Energy Generation Facility,Power Plant,6.0666666,2.3492807124519853e-5
FPL Energy Montezuma Winds LLC,Power Plant,0.7341667,3.0690657143808166e-5
Jacksonville Solar,Power Plant,3.0991666,2.9903335847268888e-5
Wyandot Solar Farm,Power Plant,1.89,3.0382441630764946e-5
CM48,Power Plant,5.89,2.1858520882997728e-5
Soldotna,Power Plant,14.293333,1.402122814045065e-5
Thomson Reuters Data Center Bldg ES101,Power Plant,55.1125,3.790554860566123e-5
Cedar Creek II,Power Plant,1.2758334,1.384476660439603e-5
Goshen Phase II,Power Plant,2.095,1.5697327957839687e-5
Papalote Creek II LLC,Power Plant,0.77916664,1.5623527163969306e-5
Salt Wells,Power Plant,0.78583336,1.37198025094169e-5
Waverly Community Wind Project,Power Plant,28.984167,3.3167967526396975e-5
Crayola Solar Project,Power Plant,6.1475,3.619635502099104e-5
Roth Rock Wind Farm LLC,Power Plant,0.47666666,1.9475579239712136e-5
"Roth Rock North Wind Farm, LLC",Power Plant,0.49166667,1.9475579239712136e-5
Deerhaven Renewable,Power Plant,29.696667,2.3279898791478633e-5
Mililani South Solar Farm,Power Plant,1.8608333,9.566388743170297e-6
Cimarron Solar Facility,Power Plant,0.45,1.0788911863215963e-5
Kit Carson Windpower,Power Plant,0.40833333,1.623396107539146e-5
Welcome Wind Turbine,Power Plant,0.62333333,2.5822945632770433e-5
Renewable Energy Services of Ohio,Power Plant,2.5816667,2.8318619749178215e-5
Earthmovers LFGTE,Power Plant,7.2083335,4.155734055923641e-5
Lakota Wind Wind Farm,Power Plant,7.5008335,2.7021726954419273e-5
Iowa Lakes Superior Wind Farm,Power Plant,0.68333334,2.4842780088256612e-5
MA Military Reservation Wind Project,Power Plant,2.4391668,2.5463464390413185e-5
Victor Valley CC CPV Solar,Power Plant,11.415,3.967222569375292e-5
PA Solar Park,Power Plant,0.92083335,2.156621821388226e-5
Iowa Lakes Community College Wind Farm,Power Plant,2.3558333,2.6187396295936e-5
Cedro Hill Wind LLC,Power Plant,0.4025,1.3147992549910086e-5
Taloga Wind LLC,Power Plant,1.3841667,1.8430094078386874e-5
Laredo Ridge Wind LLC,Power Plant,0.46916667,2.957180093011848e-5
Little Pringle I Wind Farm,Power Plant,0.42,2.0584878239409055e-5
Little Pringle II Wind Farm,Power Plant,0.43083334,2.0584878239409055e-5
Dorchester Solar Site,Power Plant,52.093334,4.231636579515781e-5
Marsh Landing Generating Station,Power Plant,15.618334,3.9989429117240906e-5
Chestnut Flats Wind Farm,Power Plant,0.7525,1.6210862816050488e-5
Haverhill Solar Power Project,Power Plant,23.075,3.554678818650665e-5
NEDC Solar Site,Power Plant,22.861666,3.7850736637557056e-5
Grant County Wind LLC,Power Plant,0.5525,3.0523042713624574e-5
Crescent Dunes Solar Energy,Power Plant,32.511665,1.036866617113397e-5
Crofton Bluffs Wind LLC,Power Plant,0.52916664,3.107724190386197e-5
Aqua Ingrams Mill,Power Plant,3.9291668,3.632085310544076e-5
OREG 3 Inc,Power Plant,1.8375,2.4819955137198856e-5
Alta Wind Energy Center I,Power Plant,0.72583336,2.6483883718310847e-5
Flat Water Wind Farm LLC,Power Plant,0.46416667,2.1673192210113464e-5
Minonk Wind Farm,Power Plant,1.1108333,3.596480545056949e-5
Sandy Ridge Wind Farm,Power Plant,0.48916665,1.939487419311407e-5
OU Spirit Wind Farm,Power Plant,0.5525,1.8464019924748752e-5
Hardscrabble Wind Power LLC,Power Plant,0.5416667,2.110402518555616e-5
Big Blue,Power Plant,0.5133333,2.7956760704958925e-5
Northern Colorado Wind LLC,Power Plant,0.44666666,1.7727342790502446e-5
Alta Wind Energy Center II,Power Plant,1.47,2.598232122602595e-5
Alta Wind Energy Center III,Power Plant,1.47,2.598232122602595e-5
Alta Wind Energy Center IV,Power Plant,0.6025,2.57405053734298e-5
Alta Wind Energy Center V,Power Plant,0.6025,2.57405053734298e-5
Alpine Solar,Power Plant,0.50916666,2.274268666262804e-5
Carleton College,Power Plant,38.65167,3.5491630370791755e-5
Cedar Hills,Power Plant,10.5275,5.091024983336299e-5
Dunlap,Power Plant,0.7866667,1.1604503014045612e-5
Criterion,Power Plant,0.72833335,1.5587541806673794e-5
Garnet Wind Energy Center,Power Plant,2.9258335,2.9998216437760445e-5
Loraine Windpark Project LLC,Power Plant,0.56666666,1.890283108300702e-5
Adelanto Solar Project,Power Plant,15.804167,3.467391607750806e-5
Pine Tree Solar Project,Power Plant,0.4375,2.0566585239616347e-5
Maclay Solar Project,Power Plant,26.113333,9.305604935182856e-5
Pacific Cruise Ship Terminals Berth 93,Power Plant,54.9125,4.63746913586414e-5
Occidental College Solar Project,Power Plant,32.193333,1.27500428782391e-4
Metro Support Services Center Solar,Power Plant,197.07417,1.1903557135087366e-4
Los Angeles Harbor College,Power Plant,41.03583,4.948617614088317e-5
Cedar Point Wind,Power Plant,3.255,1.538007675895596e-5
San Luis Valley Solar Ranch,Power Plant,0.5308333,1.1498598451759156e-5
"Poseidon Solar, LLC",Power Plant,2.2,2.1382919469645963e-5
Big Horn Wind II,Power Plant,0.40833333,1.2619236440636812e-5
Juniper Canyon I Wind Project,Power Plant,0.41666666,1.4296816618023648e-5
Mayberry Solar LLC,Power Plant,16.963333,2.1007125966627947e-5
Mont Belvieu Cogeneration Unit,Power Plant,89.44583,5.162782036534818e-5
Luke Solar,Power Plant,11.244166,4.5148981213911624e-5
FPL Energy Illinois Wind LLC Hybrid,Power Plant,1.9283333,4.208521927845593e-5
Sunray Wind I,Power Plant,0.9166667,2.5290793988782897e-5
Top of the World Windpower Project,Power Plant,0.9033333,1.5594331052971522e-5
Kent County Wastewater Treatment Solar,Power Plant,9.884167,3.1596687670275995e-5
Mojave Solar Project,Power Plant,0.62666667,2.374340274868317e-5
Crossroads Wind Farm,Power Plant,0.48333335,2.273148317325125e-5
Leaning Juniper Wind Power II,Power Plant,0.42000002,2.0835170586086695e-5
DE Solar 10240 Old Dowd Rd,Power Plant,21.65,3.590470458548605e-5
DE Solar 657 Brigham Rd,Power Plant,16.06,2.745148365820585e-5
DE Solar 1725 Drywall Dr,Power Plant,49.796665,3.654172819167992e-5
Dover Sun Park,Power Plant,12.674167,3.3276796437744996e-5
Roadrunner Solar,Power Plant,9.349999,1.6914249206234236e-5
Panoche Valley Solar Farm,Power Plant,0.39666665,2.0552821917213643e-5
Silver Lake Solar Farm,Power Plant,22.9575,8.268783673690641e-5
White Oak Energy LLC,Power Plant,1.1408334,3.612858166522261e-5
Cargill B6 Biofactory,Power Plant,3.1491666,2.8139424920332156e-5
"Kettle Butte Digester, LLC",Power Plant,10.053333,1.666116733043278e-5
Elk City LLC,Power Plant,0.82,1.752782438503181e-5
Baldwin Wind LLC,Power Plant,1.1666666,2.3215701463584125e-5
CityCenter Central Plant Cogen Units,Power Plant,495.91833,5.827448871041007e-5
Garrison Energy Center LLC,Power Plant,15.825,3.3276796437744996e-5
Uilk Wind LLC,Power Plant,0.67833334,2.6885806875170205e-5
Trenton Solar Farm,Power Plant,58.7575,6.22565402780639e-5
Thermo No 1,Power Plant,1.725,9.634142750484842e-6
Fox Island Wind LLC,Power Plant,0.47666666,2.1221671993201128e-5
Henrico,Power Plant,7.86,2.6347001951977226e-5
Red Mesa Wind LLC,Power Plant,0.41333333,8.088383024343138e-6
Keenan II Renewable Energy Co LLC,Power Plant,1.4608333,1.597129519220659e-5
Avenal Park,Power Plant,1.06,2.355074426889544e-5
Sun City Project LLC,Power Plant,1.6608334,2.355074426889544e-5
Sand Drag LLC,Power Plant,1.6608334,2.355074426889544e-5
Morgantown Solar Park,Power Plant,32.559166,3.2813593415013335e-5
510 REPP One,Power Plant,2.6133332,1.882038961177603e-5
Siphon Drop Power Plant,Power Plant,0.93833333,2.47311863694389e-5
"Mas Durham Power, LLC",Power Plant,24.698334,2.1905703741293485e-5
Pocono Solar Project,Power Plant,1.8258333,1.32776173312321e-5
Alamosa Solar,Power Plant,0.5425,9.203056133652998e-6
Questa Solar Facility,Power Plant,0.6066667,8.552463618863115e-6
Bellevue Solar Project,Power Plant,0.8025,2.4138753298186932e-5
Agua Caliente Solar Project,Power Plant,0.40083334,1.743203181015424e-5
Lakefield Wind Project LLC,Power Plant,6.94,2.4656328259784673e-5
Adams Wind Generations LLC,Power Plant,0.63166666,2.712692528052219e-5
Jersey Valley Geothermal Power Plant,Power Plant,1.2533333,1.231464804024242e-5
Greater Sandhill I,Power Plant,0.39916667,1.1418891816705316e-5
AV Solar Ranch One,Power Plant,0.53249997,2.151864953119855e-5
"Poseidon Wind, LLC",Power Plant,0.38583332,9.007616813806312e-6
New England Wind LLC,Power Plant,0.475,3.088166536608845e-5
Linden Solar Farm,Power Plant,24.068333,8.10338486471463e-5
Yardville Solar Farm,Power Plant,7.6941667,5.618019872795706e-5
WEA Texas Bayonne,Power Plant,62.739998,1.078328893310259e-4
"Indy Solar II, LLC",Power Plant,3.24,4.015917948045651e-5
Mesquite Generating Station Block 1,Power Plant,12.4175,2.0077451072954732e-5
Onslow Power Producers,Power Plant,1.5825,2.4992245842761832e-5
Bi-County Gas Producers,Power Plant,3.8166666,2.623054638675053e-5
Halifax County Biomass,Power Plant,5.6783333,2.1739049388778525e-5
Merrimac Solar,Power Plant,3.8275,2.8583290786666465e-5
Montana Power Station,Power Plant,34.72333,3.0287856792181833e-5
Hometown Bio Energy LLC,Power Plant,4.4383335,3.330471745988033e-5
Frenchtown III Solar,Power Plant,0.8466667,3.0032060740197563e-5
Gettysburg Energy & Nutrient Rec Facilit,Power Plant,4.3191667,2.2701957353334752e-5
Cottage Street Solar Facility,Power Plant,31.545,3.649454662564798e-5
Paradise Solar Energy Center,Power Plant,27.865833,4.5864122905039167e-5
Cove Fort,Power Plant,8.869166,6.861862758473894e-6
Tucannon River Wind Farm,Power Plant,0.48916668,1.6719850476779307e-5
Lakeland Solar Energy LLC,Power Plant,1.2883333,2.1724173969371455e-5
Eagle Valley Clean Energy LLC Biomass,Power Plant,8.7575,1.503002892868693e-5
Smithfield Packaged Meats Corp.,Power Plant,16.0975,2.460767445053907e-5
Smithfield Packaged Meats Corp.,Power Plant,16.0975,2.823294858019866e-5
GSE NM1,Power Plant,1.05,1.9975225735414283e-5
Veolia ES Blackfoot Landfill Facility,Power Plant,4.2066665,3.195806159820837e-5
Sonora 1,Power Plant,18.364166,2.3704542244545145e-5
Pheasant Run Wind LLC,Power Plant,0.755,3.077445512827611e-5
Oltmans SCE at Champagne,Power Plant,94.9325,1.0323956806352716e-4
Oltmans SCE at Jurupa,Power Plant,38.586666,8.89406719905764e-5
Forbes Street Solar,Power Plant,5.565,3.590760249399483e-5
Princeton University Cogeneration,Power Plant,28.4875,5.591013023542121e-5
Sierra Nevada Brewing Co Hybrid,Power Plant,33.261665,2.383573498084554e-5
Town of East Bridgewater CSG,Power Plant,10.2225,3.78693083238935e-5
Tuscola Wind II LLC,Power Plant,0.6641667,3.177594879299888e-5
Sue Cleveland High School,Power Plant,1.1766666,1.6369601513311364e-5
Rio Rancho High School,Power Plant,26.495832,1.7522948184626087e-5
Cascade Solar,Power Plant,0.7216667,1.9002911667791988e-5
POTB Digester,Power Plant,8.0275,1.688030149649422e-5
Solar Gen 2 Solar Facility,Power Plant,0.6041667,2.444321376044599e-5
DGS Central Utility Plant,Power Plant,108.715004,3.5065638685071035e-5
Steele Flats Wind Project LLC,Power Plant,0.5725,2.5550558199019963e-5
"Grandview Wind Farm, LLC",Power Plant,0.46833333,2.137062985257865e-5
HTW Plant 303 COGEN,Power Plant,120.7725,2.9508393210983176e-5
Beryl Solar Plant,Power Plant,0.37416667,1.0309629723497452e-5
Cedar Valley Solar Plant,Power Plant,4.8591666,1.035128912226655e-5
Buckhorn Solar Plant,Power Plant,0.47666666,1.0370660601019793e-5
Milford Flat Solar Plant,Power Plant,0.45833334,1.3086187783001694e-5
Laho Solar Plant,Power Plant,0.39916667,1.3086187783001694e-5
Greenville Solar Plant,Power Plant,0.5083333,1.0681481063412651e-5
Granite Peak Solar Plant,Power Plant,0.8666667,1.080345160875632e-5
Blueberry One,Power Plant,2.7291667,2.385842445273633e-5
One Market Plaza,Power Plant,80.9925,3.474845093483102e-5
Saddleback Ridge Wind Farm,Power Plant,0.47666666,1.7011324131249425e-5
Industry Solar Power Generation Station,Power Plant,39.37,3.467391607750806e-5
Navajo Solar Power Generation Station 1,Power Plant,2.0391667,3.534848799288676e-5
Powhatan Solar Power Generation Station,Power Plant,3.825,2.9595114533054343e-5
Otoe Solar Power Generation Station 1 LL,Power Plant,1.7166667,3.534848799288676e-5
Patriot Wind Farm,Power Plant,0.58416665,1.28037104859997e-5
Indianapolis Motor Speedway Solar PV,Power Plant,49.355,4.88824609978772e-5
Westlands Solar PV Farm,Power Plant,0.9891667,2.3318320387256343e-5
Water Reclamation Plant,Power Plant,27.124166,3.092210860705492e-5
Butler Plaza,Power Plant,106.949165,2.4155633484627404e-5
Transamerica Pyramid,Power Plant,81.45417,3.474845093483102e-5
Canton Mountain Wind,Power Plant,0.48833334,1.7763052654355244e-5
Sol Orchard El Centro PV,Power Plant,16.6525,4.6384795841034534e-5
Carter Hydro,Power Plant,1.3616667,2.8412598017304643e-5
Holstein Plant,Power Plant,1.7675,2.398641342880868e-5
Berkshire 1,Power Plant,2.7941666,2.214787712775348e-5
Santa Rita Jail Hybrid,Power Plant,86.778336,4.208204573217187e-5
Western Antelope Blue Sky Ranch A,Power Plant,0.97499996,2.6417351425688905e-5
Western Antelope Dry Ranch,Power Plant,1.2533333,2.6417351425688905e-5
Simon Solar Farm LLC,Power Plant,1.2191666,2.7819641510940837e-5
Lightning Dock Geothermal,Power Plant,4.37,1.220179563550556e-5
RP Wind,Power Plant,10.1475,3.373658184852119e-5
Queen Anne's County,Power Plant,8.9175,3.45012572194323e-5
Actus Lend Lease DMAFB,Power Plant,19.575,2.945245746199603e-5
Monterey Regional Water Pollution Contro,Power Plant,4.633333,1.8477053907432615e-5
Lancaster Baptist Church,Power Plant,41.9575,2.7776003850993895e-5
Museum of Science and Industry,Power Plant,72.44583,6.570923621853809e-5
Sacramento Fairbain Water Treatment Plan,Power Plant,59.416668,3.7816331528447326e-5
Orbit Energy Charlotte,Power Plant,55.796665,4.557654940388463e-5
KRS I Anahola Solar Hybrid,Power Plant,0.98833334,7.05430874097304e-6
KRS II Koloa Solar,Power Plant,0.87,5.199309335240138e-6
Tulare 1 and 2,Power Plant,1.48,4.651429480478095e-5
Rockford Solar Farm,Power Plant,2.1666667,4.092031574660024e-5
Silver State Solar Power South,Power Plant,0.49916667,1.8407362309480203e-5
RC Thomas Hydroelectric Project,Power Plant,3.9058332,1.7117141993103946e-5
Stateline Solar,Power Plant,0.9033333,1.965411054485341e-5
Port Richmond WWT Solar,Power Plant,60.316666,1.078328893310259e-4
Montgomery Solar LLC,Power Plant,1.3491666,2.1820953800164783e-5
North Brookfield,Power Plant,0.84166664,3.700459599854348e-5
Kalaeloa Renewable Energy Park,Power Plant,23.936666,1.41498945763686e-5
Jersey Gardens Phase 1,Power Plant,77.40417,1.1753222902644e-4
Jersey Gardens Phase 2,Power Plant,77.40417,1.1753222902644e-4
Waihonu North Solar,Power Plant,7.2125,8.194727185685897e-6
Waihonu South Solar,Power Plant,6.7516665,8.194727185685897e-6
Odell Wind Farm,Power Plant,0.6,2.5771891810492944e-5
Courtenay Wind Farm,Power Plant,0.64666665,2.8659101328594913e-5
Aloha Solar Energy Fund 1 PK1,Power Plant,3.0116668,9.843844404935186e-6
Utah Red Hills Renewable Energy Park,Power Plant,0.93583333,9.656887105940882e-6
Cape Cod Air Force Station - 6 SWS,Power Plant,7.97,2.7715500385717993e-5
Mauka FIT One,Power Plant,0.69916666,1.0417228260881409e-5
Frito Lay Incorporated,Power Plant,26.3875,4.040457782762506e-5
"Celina Solar Project #1, LLC",Power Plant,2.6783333,3.3194665056434255e-5
Alexander Wind Farm LLC,Power Plant,0.39333335,2.1353689714449355e-5
Biscoe Solar LLC,Power Plant,1.0266666,2.1820953800164783e-5
Rockwell Solar LLC,Power Plant,1.2433333,3.1768805348622214e-5
Selma Solar LLC,Power Plant,3.9991667,2.1733759745096913e-5
Turkey Branch Solar LLC,Power Plant,2.5875,2.4313039044093743e-5
Gates Solar LLC,Power Plant,0.7375,2.5578090690156748e-5
Cirrus Solar LLC,Power Plant,1.7766666,2.211508923709426e-5
Chocowinity Solar LLC,Power Plant,11.769167,2.5880191829215588e-5
Pearl City Peninsula Solar Park,Power Plant,11.303333,1.4278136879180272e-5
Gratiot County Wind LLC,Power Plant,5.050833,3.427394787878633e-5
Oswegatchie,Power Plant,0.7158333,2.1332838416165563e-5
Upper Newton Falls,Power Plant,1.8258333,1.8999471015331395e-5
Braley Road 2,Power Plant,3.3833334,2.889922036664654e-5
Route 66 Wind Plant,Power Plant,1.2033334,2.0386193564166988e-5
Dartmouth,Power Plant,2.5233333,2.6849772700560712e-5
"Osage Wind, LLC",Power Plant,0.44833332,1.8772058996852223e-5
Kapolei Solar Energy Park,Power Plant,12.220834,1.4636845585800986e-5
Mahoning Creek Hydroelectric Project,Power Plant,0.595,2.142886279528811e-5
Hancock Wind Plant,Power Plant,0.39166668,3.0125627758478613e-5
Finley Buttes Landfill Gas,Power Plant,4.5091667,2.053233561404907e-5
LRI LFGTE Facility,Power Plant,4.325,4.364887636438652e-5
Blue Sky One,Power Plant,0.4,7.886762590839643e-6
Apple Blossom Wind Farm,Power Plant,0.7725,3.0482349079664528e-5
South Fork Wind Farm,Power Plant,0.59916663,2.4555833368121657e-5
Black Oak Wind Farm,Power Plant,0.6116667,2.822332106746831e-5
Walnut Ridge Wind Farm,Power Plant,0.6616667,3.3879294408883176e-5
Grande Prairie Wind Farm,Power Plant,0.47,2.2498678294210916e-5
Nooksack Hydro,Power Plant,0.545,1.7345188299955405e-5
L V Sutton Combined Cycle,Power Plant,27.390833,3.10943114419796e-5
Mira Loma,Power Plant,91.41583,5.708856072001894e-5
ABEC Bidart-Old River LLC,Power Plant,4.0683336,3.93155818958154e-5
Colleton Solar Farm,Power Plant,2.6358333,2.378677256232323e-5
Apple Data Center - PV2,Power Plant,1.9683334,2.5976186077189468e-5
Axio Green LLC,Power Plant,5.9049997,2.860108282980996e-5
Lenape II,Power Plant,68.48,4.504600157706409e-5
Zeeland Farm Services,Power Plant,29.389168,3.84337965574983e-5
Allendale Biomass,Power Plant,11.921667,2.5105985438512144e-5
Dorchester Biomass,Power Plant,7.8083334,3.313650464824262e-5
Phoenix Airport East Economy Lot,Power Plant,101.105835,7.113250446883442e-5
Phoenix Airport Rental Car Center,Power Plant,78.42,6.872173002645305e-5
Barilla Solar,Power Plant,0.56333333,1.6117128006014725e-5
Lost Hills/Blackwell,Power Plant,0.66,2.459327625901377e-5
North Star Solar,Power Plant,0.885,2.4003139515619988e-5
Oxbow Creek,Power Plant,1.3333334,1.9379085485407536e-5
Roundtop,Power Plant,0.77416664,1.9704258716859174e-5
"OCI Alamo 2, LLC",Power Plant,12.668333,2.862930688430599e-5
"OCI Alamo 4, LLC",Power Plant,8.455833,2.862930688430599e-5
Orion Solar I,Power Plant,0.94166666,3.493676365446712e-5
Brookfield,Power Plant,0.755,3.077445512827611e-5
Pattern Panhandle Wind 2 LLC,Power Plant,0.4675,2.0379963883693756e-5
Orion Solar II,Power Plant,0.94166666,3.493676365446712e-5
Charlotte Solar,Power Plant,1.1908333,2.229255733196569e-5
Elliana Solar,Power Plant,2.49,2.0140055216922747e-5
Flash Solar,Power Plant,1.8125,2.5976186077189468e-5
Amethyst Solar,Power Plant,4.895,1.8577708693682537e-5
Angel Solar,Power Plant,13.069166,2.7570956293707943e-5
Audrey Solar,Power Plant,11.574166,2.7218514843102788e-5
Buddy Solar,Power Plant,1.25,3.042028428803603e-5
Milo Solar,Power Plant,1.2733333,2.0140055216922747e-5
Minnie Solar,Power Plant,1.2066667,2.4966475985166515e-5
Nick Solar,Power Plant,1.4308333,2.556684170159196e-5
Owen Solar,Power Plant,0.94166666,2.523256448615351e-5
Sophie Solar,Power Plant,1.8775,2.581936508316693e-5
Star Solar,Power Plant,1.3858334,2.6146582050028963e-5
Viresco Turtle Lake,Power Plant,20.015,2.515285402061463e-5
North Bay Solar 1,Power Plant,18.338333,2.776564417550901e-5
Tihonet Solar,Power Plant,1.71,3.207828286147711e-5
Lancaster Dry Farm Ranch B,Power Plant,1.5641667,2.613945914748356e-5
Rodeo Solar C2,Power Plant,1.055,2.613945914748356e-5
Rodeo Solar D2,Power Plant,1.055,2.613945914748356e-5
Summer Solar A2,Power Plant,1.3583333,2.613945914748356e-5
Summer Solar B2,Power Plant,1.3583333,2.613945914748356e-5
Summer Solar C2,Power Plant,1.3583333,2.613945914748356e-5
Summer Solar D2,Power Plant,1.3583333,2.613945914748356e-5
Summer North Solar,Power Plant,1.3583333,2.613945914748356e-5
Expressway Solar A,Power Plant,2.8416667,3.94586852242714e-5
Expressway Solar B,Power Plant,2.8416667,3.94586852242714e-5
Expressway Solar C2,Power Plant,2.8416667,3.94586852242714e-5
Miami Wind Energy Center,Power Plant,0.4075,1.8674829515968157e-5
Wake Wind Energy Center,Power Plant,0.39333335,1.4979676202064506e-5
Buckeye Wind Energy Center,Power Plant,0.44333333,2.347335938198729e-5
Marsh Hill Wind Farm,Power Plant,0.42166668,1.4496755883238896e-5
Spring Canyon Expansion Wind Energy Ctr,Power Plant,0.49666667,1.702186481424743e-5
Maywood Photovoltaic Project,Power Plant,83.27583,4.88824609978772e-5
Roosevelt County,Power Plant,0.39916667,1.5861626288150585e-5
Longhorn Wind,Power Plant,0.3958333,1.4799344412580668e-5
TX Hereford Wind,Power Plant,0.46249998,2.101672191761096e-5
Spinning Spur Wind II,Power Plant,0.47,2.0377631574986633e-5
Spinning Spur Wind III,Power Plant,0.4325,1.831831903783571e-5
Cassadaga Wind Farm,Power Plant,0.5225,2.0727834283527963e-5
Scioto Ridge Wind Farm,Power Plant,0.68416667,3.398652230684959e-5
Sonne One,Power Plant,1.6716666,2.7507294918167235e-5
South Canal Hydro-1,Power Plant,0.755,1.3432278143242934e-5
South Canal Hydro-3,Power Plant,0.7608333,1.3432278143242934e-5
Brentwood Solar,Power Plant,28.580833,5.572659487011892e-5
Deer Park,Power Plant,25.806667,5.646127787946448e-5
Dennison,Power Plant,36.0175,5.569062577819984e-5
North County,Power Plant,36.0175,5.569062577819984e-5
Riverhead,Power Plant,15.855833,5.485076431415851e-5
Cohalan,Power Plant,27.949167,5.646127787946448e-5
Kirkwall Holdings,Power Plant,6.065,2.941591260055293e-5
Ayrshire,Power Plant,1.58,2.560405416176514e-5
JMB Mcguire-Dix-Lakehurst Solar Project,Power Plant,8.919167,4.164827341692368e-5
Storrie Lake Solar Project,Power Plant,0.49666667,1.1250337585905543e-5
"Hobart Solar, LLC",Power Plant,6.369167,6.015356049795793e-5
"Waterloo Solar, LLC",Power Plant,48.73,3.634115568728424e-5
"Valparaiso Solar, LLC",Power Plant,2.4441667,6.286778773452181e-5
"AC Criminal Courts Complex SPE2, LLC",Power Plant,26.668333,3.205764988613762e-5
Pamlico Partners Solar,Power Plant,0.6666667,2.2906232910605076e-5
"Arba Solar, LLC",Power Plant,1.5091667,2.521358731009926e-5
"Franklin Solar, LLC",Power Plant,1.2508334,2.102562706428556e-5
"Kenansville Solar 2, LLC",Power Plant,5.4808335,2.963383478185417e-5
"Samarcand Solar Farm, LLC",Power Plant,0.7366667,2.6898278571720615e-5
Albemarle Solar Center LLC,Power Plant,5.034167,2.741755871270021e-5
Boseman Solar Center LLC,Power Plant,2.7691667,2.1825883006493772e-5
Flemming Solar Center LLC,Power Plant,1.8658333,2.4676993865734237e-5
Littlefield Solar Center LLC,Power Plant,1.4716667,2.459037256060281e-5
Rams Horn Solar Center LLC,Power Plant,3.3174999,2.644479538912318e-5
Beaver Dam,Power Plant,0.7425,1.8775789900860987e-5
Beaver Dam,Power Plant,0.7425,1.2283349419984945e-5
Upchurch Solar Center LLC,Power Plant,1.4641666,2.1501848057337252e-5
Alpaca,Power Plant,0.82166666,1.3513510921951722e-5
Shasta Solar Farm,Power Plant,0.59,1.132298890040558e-5
Milan,Power Plant,0.5425,1.5825231319445212e-5
Millville City Sewer Auth WTP,Power Plant,4.2825,3.385808867485553e-5
Sheldon Solar,Power Plant,2.1358333,2.6069532238037365e-5
MTHS Co-Gen Buildings,Power Plant,19.244999,8.417066270536193e-5
Apple One,Power Plant,2.3491666,2.7285361433087375e-5
Sonne Two,Power Plant,2.9108334,2.614739879410319e-5
Cross Winds Energy Park,Power Plant,0.6358333,2.783107952937179e-5
Redcrest Solar Farm,Power Plant,1.5233333,3.608848414928389e-5
Cogenra - TEP,Power Plant,8.419167,2.0021588956956176e-5
Red Horse 2,Power Plant,0.38166666,1.1850541965634868e-5
Richland Center Renewable Energy LLC,Power Plant,2.72,2.2742010176878383e-5
Elk Station,Power Plant,13.364166,1.951017267075008e-5
Lakeswind Power Partners,Power Plant,0.84166664,2.6788653236646977e-5
Na Pua Makani Wind Project,Power Plant,0.5341667,1.0417228260881409e-5
Keechi Wind,Power Plant,0.47833332,1.6161489528873204e-5
Sudbury Landfill,Power Plant,14.8741665,4.434346603709591e-5
"Kenansville Solar Farm, LLC",Power Plant,1.0408334,2.7472485436972324e-5
"Gato Montes Solar, LLC",Power Plant,4.4225,2.0021588956956176e-5
"Bethel Price Solar, LLC",Power Plant,1.1025,2.6909482148875488e-5
"Dogwood Solar, LLC",Power Plant,6.741667,2.213419149945836e-5
Washington Airport Solar LLC,Power Plant,8.216666,2.8753919575819707e-5
"Washington Millfield Solar, LLC",Power Plant,0.655,2.0620276907132677e-5
"Windsor Cooper HIill Solar, LLC",Power Plant,1.7775,2.4257245199961943e-5
Warsaw Farm,Power Plant,3.6325,2.941591260055293e-5
Castalia Solar,Power Plant,0.8616667,2.1292492990358824e-5
