system:index,institution_type,name,no2,.geo
0000000000000000377e_0,Sports Venue,Giant Center,3.0321360825404206E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.68468422886295,40.275965763498746]}"
0000000000000000377f_0,Sports Venue,Gill Coliseum,2.650323390184529E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.28029801614254,44.551946515907666]}"
00000000000000003780_0,Sports Venue,Global Credit Union Arena,7.231242267424879E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.15017164590166,33.48470221555516]}"
00000000000000003781_0,Sports Venue,Golden1 Center,3.5065638685071035E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51960005926827,38.57814987651285]}"
00000000000000003782_0,Sports Venue,Grand Casino Arena,4.2963647677743145E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.09690446972661,44.92923893523787]}"
00000000000000003783_0,Sports Venue,Great Southern Bank Arena,2.6162237718540898E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.2855506793917,37.19474433896879]}"
00000000000000003784_0,Sports Venue,Greenfield Central HS Gym,3.5323117297145935E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.8025843626761,39.772909204391816]}"
00000000000000003785_0,Sports Venue,Greensburg High School Gym,3.031974635574094E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.48817401323426,39.332734715173245]}"
00000000000000003786_0,Sports Venue,Gregory Gym,3.199917332609436E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.75017764146573,30.277716651248472]}"
00000000000000003787_0,Sports Venue,Greyhound Arena,1.5013234714773405E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.34668186153036,34.17640498432719]}"
00000000000000003788_0,Sports Venue,Groniger Arena,3.179737301189026E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.19210301843403,39.45849885494998]}"
00000000000000003789_0,Sports Venue,Grossinger Motors Arena,3.6031755486005435E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.00956992698279,40.46461197316385]}"
0000000000000000378a_0,Sports Venue,Gross Memorial Coliseum,2.2913785467831892E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.3222293886749,38.89256022595468]}"
0000000000000000378b_0,Sports Venue,Gutterson Fieldhouse,2.271509003027338E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.16328831511443,44.4890644460193]}"
0000000000000000378c_0,Sports Venue,GVSU Fieldhouse Arena,3.137454225875793E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.86546643256446,42.97989476869851]}"
0000000000000000378d_0,Sports Venue,Haas Pavilion,3.7130853124785685E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.27418489792866,37.88644710774082]}"
0000000000000000378e_0,Sports Venue,Hagan Arena,3.9520969058169125E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.23839662143052,40.02443748394528]}"
0000000000000000378f_0,Sports Venue,Halenbeck Hall,3.161740547963486E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.16589965782885,45.558059634121534]}"
00000000000000003790_0,Sports Venue,Hammons Student Center,2.6162237718540898E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.2855506793917,37.19474433896879]}"
00000000000000003791_0,Sports Venue,Hanner Fieldhouse,2.499794982009821E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.77813188982064,32.41570702745293]}"
00000000000000003792_0,Sports Venue,Harding Mazzotti Arena,2.6705381625198706E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.66634487422137,43.294305118140336]}"
00000000000000003793_0,Sports Venue,Hart Center,4.18580241563557E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.77988277757036,42.22530993003811]}"
00000000000000003794_0,Sports Venue,Halton Arena,3.476756027929563E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.7091367017184,35.308282242317794]}"
00000000000000003795_0,Sports Venue,Health and Physical Education Arena,4.046741660858225E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.3606589857078,29.711778022253174]}"
00000000000000003796_0,Sports Venue,Health and Sports Center,2.5262996011525853E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.07070110912143,40.71614025271731]}"
00000000000000003797_0,Sports Venue,Hearnes Center,3.185294805343283E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.34231963106622,38.95544229584305]}"
00000000000000003798_0,Sports Venue,Heartland Events Center,3.086318345605057E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.31611627046102,40.90478646238241]}"
00000000000000003799_0,Sports Venue,Heartland Credit Union Arena,3.066334990599221E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.31000315224716,37.823565037852454]}"
0000000000000000379a_0,Sports Venue,HEB Center at Cedar Park,2.1376179157344003E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.8130597113541,30.529244930801937]}"
0000000000000000379b_0,Sports Venue,Herb Brooks Arena,2.2619110433567437E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9807552236632,44.300418236354204]}"
0000000000000000379c_0,Sports Venue,Herb Brooks National Hockey Center,3.161740547963486E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.16589965782885,45.558059634121534]}"
0000000000000000379d_0,Sports Venue,Heritage Bank Center,4.4671309054528835E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.4820608950204,39.081206435619784]}"
0000000000000000379e_0,Sports Venue,Hersheypark Arena,3.0321360825404206E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.68468422886295,40.275965763498746]}"
0000000000000000379f_0,Sports Venue,Hertz Arena,2.2673004702954448E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.77813188982064,26.441910388058115]}"
000000000000000037a0_0,Sports Venue,Hill Convocation Center,2.499794982009821E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.77813188982064,32.41570702745293]}"
000000000000000037a1_0,Sports Venue,Hilliard Center,1.8944206850642528E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.37288522213554,27.82531592560218]}"
000000000000000037a2_0,Sports Venue,Hilton Coliseum,3.089203141103815E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.66284309872191,42.03666372037301]}"
000000000000000037a3_0,Sports Venue,Hinkle Fieldhouse,4.504966277327029E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.17987678200629,39.83579127428018]}"
000000000000000037a4_0,Sports Venue,Hirsch Coliseum,2.231549980666329E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.78860723849864,32.4785890973413]}"
000000000000000037a5_0,Sports Venue,Hitachi Energy Arena,1.872075800650398E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.96066498127188,36.94321605941532]}"
000000000000000037a6_0,Sports Venue,Hobdy Assembly Center,1.2591328081630064E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.7196120503964,32.541471167229666]}"
000000000000000037a7_0,Sports Venue,Holmes Center,1.6271101299745492E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.65236775004391,36.18863122075492]}"
000000000000000037a8_0,Sports Venue,Honda Center,5.63970955374828E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.87244000574302,33.799112564996996]}"
000000000000000037a9_0,Sports Venue,Hope Coliseum,3.958966721023838E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.95455186305801,39.64714506461508]}"
000000000000000037aa_0,Sports Venue,Houston Field House,2.8502856281908724E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.66634487422137,42.72836648914504]}"
000000000000000037ab_0,Sports Venue,HPE Complex,2.455305096126364E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.9161222660251,32.541471167229666]}"
000000000000000037ac_0,Sports Venue,HPER Complex,2.2344726950098182E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33009339463848,33.48470221555516]}"
000000000000000037ad_0,Sports Venue,Huff Hall,3.469172716012462E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.25498508832239,40.087319553833645]}"
000000000000000037ae_0,Sports Venue,Hulman Center,3.1025398806681006E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.37463610988526,39.45849885494998]}"
000000000000000037af_0,Sports Venue,Humphrey Coliseum,1.806355387082398E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.82092371731768,33.48470221555516]}"
000000000000000037b0_0,Sports Venue,Huntington Center,4.46154823383406E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.5388298466949,41.65937130104281]}"
000000000000000037b1_0,Sports Venue,Huron Arena,2.5957295842779876E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.1903521306843,44.36330030624257]}"
000000000000000037b2_0,Sports Venue,Hutchinson Sports Arena,2.6817659697126422E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.93882385113083,38.075093317405916]}"
000000000000000037b3_0,Sports Venue,ICCU Arena,1.5933310190982036E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.99209102730588,46.7528189620005]}"
000000000000000037b4_0,Sports Venue,Ice Arena at The Monument,2.10011399678515E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.22091772175362,44.1117720266891]}"
000000000000000037b5_0,Sports Venue,Ice Box,3.6195138655736654E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.6811824533635,40.841904392494044]}"
000000000000000037b6_0,Sports Venue,Idaho Central Arena,2.121693072548858E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.17462411875712,43.60871546758217]}"
000000000000000037b7_0,Sports Venue,ImOn Ice Arena,3.798495159177371E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71349893218255,41.97378165048464]}"
000000000000000037b8_0,Sports Venue,Ingalls Rink,5.3156642104413996E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.91176003556096,41.344960951600974]}"
000000000000000037b9_0,Sports Venue,INTRUST Bank Arena,2.9035851185015943E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.31000315224716,37.69780089807572]}"
000000000000000037ba_0,Sports Venue,Intuit Dome,8.904835026279669E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.31261449496158,33.92487670477373]}"
000000000000000037bb_0,Sports Venue,Island Federal Credit Union Arena,4.969208433592725E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.10040624522605,40.90478646238241]}"
000000000000000037bc_0,Sports Venue,Jack Stephens Center,2.999409869985406E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.34231963106622,34.7423436133225]}"
000000000000000037bd_0,Sports Venue,Jadwin Gymnasium,5.591013023542121E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.67245799243523,40.33884783338711]}"
000000000000000037be_0,Sports Venue,James A. Rhodes Arena,3.496787924516406E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.52660361026717,41.09343267204751]}"
000000000000000037bf_0,Sports Venue,James Center Arena,2.2930087334009676E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.73970229278773,32.41570702745293]}"
000000000000000037c0_0,Sports Venue,James S. Trent Arena,3.593917191684818E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.16765054557857,39.71002713450345]}"
000000000000000037c1_0,Sports Venue,Jamestown Civic Center,3.230789002644569E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.69340868979123,46.9414651716656]}"
000000000000000037c2_0,Sports Venue,Jenison Field House,3.283171606860298E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.4820608950204,42.72836648914504]}"
000000000000000037c3_0,Sports Venue,Jenny Craig Pavilion,3.1515998361589355E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.18073723697098,32.792999446783135]}"
000000000000000037c4_0,Sports Venue,Jersey Mike's Arena,9.955978610234118E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.42092971288176,40.527494043052215]}"
000000000000000037c5_0,Sports Venue,John A. Wilson Complex,1.2293932308999222E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.23314395818134,35.62269259175962]}"
000000000000000037c6_0,Sports Venue,John D. Millett Hall,3.0290331277403387E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.73358917457386,39.52138092483835]}"
000000000000000037c7_0,Sports Venue,John Paul Jones Arena,2.3859554547898344E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.50826425562558,38.075093317405916]}"
000000000000000037c8_0,Sports Venue,Johnson Center,2.1004110386486472E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61654949572541,35.056753962764326]}"
000000000000000037c9_0,Sports Venue,John Wooden Gymnasium,3.5762207879369305E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.43140506155976,39.39561678506161]}"
000000000000000037ca_0,Sports Venue,Jones Convocation Center,6.773063802209614E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.62616438943873,41.72225337093118]}"
000000000000000037cb_0,Sports Venue,Jon M. Huntsman Center,2.9508393210983176E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.83576129645982,40.77902232260568]}"
000000000000000037cc_0,Sports Venue,Kaplan Arena,2.3219315872193066E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.74756629875132,37.257626408857156]}"
000000000000000037cd_0,Sports Venue,Kaseya Arena,4.1248501277005455E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.20608014261147,25.750207619286083]}"
000000000000000037ce_0,Sports Venue,Kay Yeager Coliseum,2.2545497561424586E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.50476248012613,33.92487670477373]}"
000000000000000037cf_0,Sports Venue,KeyBank Center,3.2790295540589874E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.88555667495578,42.85413062892177]}"
000000000000000037d0_0,Sports Venue,Keystone Centre,2.4563260900077196E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.95105008755856,49.834040386530454]}"
000000000000000037d1_0,Sports Venue,KFC Yum! Center,4.496994406105207E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.73970229278773,38.26373952707102]}"
000000000000000037d2_0,Sports Venue,Kia Center,4.117565458471208E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.40083947049044,28.517018694374208]}"
000000000000000037d3_0,Sports Venue,Kitchener Memorial Auditorium,3.236879841178221E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.45760842216494,43.42006925791707]}"
000000000000000037d4_0,Sports Venue,Knapp Center,3.139200316660855E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.66284309872191,41.59648923115444]}"
000000000000000037d5_0,Sports Venue,Knoxville Civic Coliseum,2.9349372859986172E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.9161222660251,35.93710294120146]}"
000000000000000037d6_0,Sports Venue,Kohl Center,3.513738336305747E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.38686234631298,43.042776838586875]}"
000000000000000037d7_0,Sports Venue,Kolf Sports Center,3.4314463358857994E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.56939543776421,44.048889956800735]}"
000000000000000037d8_0,Sports Venue,Kovalchick Complex,2.358645076259597E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.13708495450925,40.590376112940575]}"
000000000000000037d9_0,Sports Venue,Kress Events Center,3.5357972136583886E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.94057473888056,44.551946515907666]}"
000000000000000037da_0,Sports Venue,KSU Convocation Center,3.0860437462513574E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.60782503479713,34.050640844550465]}"
000000000000000037db_0,Sports Venue,Lakefront Arena,3.263798390890403E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.07856511508501,30.026188371695007]}"
000000000000000037dc_0,Sports Venue,Landers Center,2.875638568087183E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.01568304519665,34.93098982298759]}"
000000000000000037dd_0,Sports Venue,Landon Arena,2.6580903029028114E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.67506933514963,39.01832436573142]}"
000000000000000037de_0,Sports Venue,Langley Events Centre,6.034251581631122E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.65147731725887,49.14233761775842]}"
000000000000000037df_0,Sports Venue,Laredo Energy Arena,2.201579068870628E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.44799352845163,27.57378764604871]}"
000000000000000037e0_0,Sports Venue,Lawlor Events Center,2.493350730532415E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.82178417228238,39.52138092483835]}"
000000000000000037e1_0,Sports Venue,Lawrence Joel Coliseum,2.97836224884941E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.26896221249984,36.125749150866554]}"
000000000000000037e2_0,Sports Venue,Lawson Arena,3.1681707319958637E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.61393815301099,42.288191999926475]}"
000000000000000037e3_0,Sports Venue,LBS Pyramid,6.96459092305065E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12396828529648,33.799112564996996]}"
000000000000000037e4_0,Sports Venue,Leavey Center,4.171718543678891E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95977454848683,37.32050847874552]}"
000000000000000037e5_0,Sports Venue,LECOM Event Center,2.1087748680120632E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.81044836863968,42.099545790261374]}"
000000000000000037e6_0,Sports Venue,Lee and Penny Anderson Arena,4.353397551883464E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.22266860950334,44.92923893523787]}"
000000000000000037e7_0,Sports Venue,Lee's Family Forum,2.743300486889506E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.10562893065489,35.99998501108983]}"
000000000000000037e8_0,Sports Venue,Legacy Arena,3.8236562706976986E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.80869748088996,33.54758428544353]}"
000000000000000037e9_0,Sports Venue,Legacy Center,1.452047303786842E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.22266860950334,30.151952511471737]}"
000000000000000037ea_0,Sports Venue,Leo D. Mahoney Arena,4.425627730506859E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.22617038500279,41.15631474193588]}"
000000000000000037eb_0,Sports Venue,Leopold Drolet Sports Palace,2.8778372850451917E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.9056469173471,45.4322954943448]}"
000000000000000037ec_0,Sports Venue,Liacouras Center,4.650911397845651E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.17551455154215,39.96155541405691]}"
000000000000000037ed_0,Sports Venue,Liberty Arena,2.098046260336254E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.19996702439761,37.32050847874552]}"
000000000000000037ee_0,Sports Venue,Liberty Arena,3.60113291848264E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.68904645932709,37.94932917762919]}"
000000000000000037ef_0,Sports Venue,Liberty First Credit Union Arena,4.6075525988516985E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.05236175447983,41.21919681182424]}"
000000000000000037f0_0,Sports Venue,LionTree Arena,2.5448007723993118E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.24361930685934,32.855881516671495]}"
000000000000000037f1_0,Sports Venue,Little Caesars Arena,4.6757924824856683E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.03577328758797,42.35107406981484]}"
000000000000000037f2_0,Sports Venue,Littlejohn Coliseum,2.1807714337325036E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.84712707792286,34.67946154343413]}"
000000000000000037f3_0,Sports Venue,Lloyd E. Scott Gym,3.7165978955108994E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.92834850245283,38.95544229584305]}"
000000000000000037f4_0,Sports Venue,Lloyd Noble Center,2.133100945385598E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.4357672920239,35.18251810254106]}"
000000000000000037f5_0,Sports Venue,Lynah Rink,2.4782875578699087E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.49603801919785,42.47683820959158]}"
000000000000000037f6_0,Sports Venue,M&T Bank Center,5.5592023155835524E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.91176003556096,41.40784302148934]}"
000000000000000037f7_0,Sports Venue,Mabee Center,3.879398306573459E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.9265976147031,36.06286708097819]}"
000000000000000037f8_0,Sports Venue,MacInnes Student Ice Arena,2.0757861950006082E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.56939543776421,47.13011138133069]}"
000000000000000037f9_0,Sports Venue,Mackey Arena,3.4574860942767495E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.9344616206667,40.46461197316385]}"
000000000000000037fa_0,Sports Venue,Mack Sports Complex,7.921202522892816E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.60346280433299,40.71614025271731]}"
000000000000000037fb_0,Sports Venue,Maclellan Gym,2.6629142836246793E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.29952780356916,35.056753962764326]}"
000000000000000037fc_0,Sports Venue,Macon Coliseum,3.4284948457201374E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.60171191658327,32.855881516671495]}"
000000000000000037fd_0,Sports Venue,Madison Square Garden,1.0035571628393234E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9807552236632,40.77902232260568]}"
000000000000000037fe_0,Sports Venue,Magness Arena,4.5773607170125637E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.98161567862788,39.71002713450345]}"
000000000000000037ff_0,Sports Venue,Maples Pavilion,3.7045142487867996E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.14842075815193,37.44627261852225]}"
00000000000000003800_0,Sports Venue,Marriott Center,2.114415500062842E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.64711508679473,40.275965763498746]}"
00000000000000003801_0,Sports Venue,Martire Family Arena,4.0971570850051085E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.22617038500279,41.21919681182424]}"
00000000000000003802_0,Sports Venue,Martz Hall,2.2703853073984136E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.18162766975603,40.65325818282894]}"
00000000000000003803_0,Sports Venue,Mary Brown's Centre,1.6426127144689327E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.726615601395316,47.57028587054926]}"
00000000000000003804_0,Sports Venue,Massari Arena,2.058979952799794E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.60432325929769,38.326621596959384]}"
00000000000000003805_0,Sports Venue,MassMutual Center,3.783333941697765E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.59734968611913,42.099545790261374]}"
00000000000000003806_0,Sports Venue,Matthew Knight Arena,2.7816564637052306E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.09165180647743,44.048889956800735]}"
00000000000000003807_0,Sports Venue,Matthews Arena,7.673807305835998E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.08818000879833,42.35107406981484]}"
00000000000000003808_0,Sports Venue,Maturi Pavilion,4.6137324916755606E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.22266860950334,44.992121005126236]}"
00000000000000003809_0,Sports Venue,Maverik Center,3.92850232788195E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.96152543623656,40.71614025271731]}"
0000000000000000380a_0,Sports Venue,Mayo Civic Center,3.092210860705492E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.46808377084294,44.048889956800735]}"
0000000000000000380b_0,Sports Venue,Mayo Clinic Health System Event Center,3.3012664743612486E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.97725344816374,44.17465409657747]}"
0000000000000000380c_0,Sports Venue,McAlister Field House,2.5443744074537915E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.95455186305801,32.792999446783135]}"
0000000000000000380d_0,Sports Venue,McAnally Center,3.429618455291885E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.87157955077832,39.64714506461508]}"
0000000000000000380e_0,Sports Venue,McCamish Pavilion,4.057276822228654E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.41917882513204,33.799112564996996]}"
0000000000000000380f_0,Sports Venue,McCarthey Athletic Center,3.1830933369600364E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.36938344663608,47.69605001032599]}"
00000000000000003810_0,Sports Venue,McCasland Field House,2.133100945385598E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.4357672920239,35.18251810254106]}"
00000000000000003811_0,Sports Venue,McGonigle Hall,4.650911397845651E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.17551455154215,39.96155541405691]}"
00000000000000003812_0,Sports Venue,McGuirk Arena,2.8071787038092965E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.79647124446223,43.60871546758217]}"
00000000000000003813_0,Sports Venue,McKale Center,2.8314282540872402E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.9554123180227,32.22706081778783]}"
00000000000000003814_0,Sports Venue,McKenzie Arena,2.6629142836246793E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.29952780356916,35.056753962764326]}"
00000000000000003815_0,Sports Venue,McLeod Center,3.417438108022481E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.46808377084294,42.53972027947994]}"
00000000000000003816_0,Sports Venue,Memorial Athletic and Convocation Center,3.213495931723912E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.33795740060208,41.15631474193588]}"
00000000000000003817_0,Sports Venue,Memorial Coliseum,2.818036527256755E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.4820608950204,38.01221124751755]}"
00000000000000003818_0,Sports Venue,Memorial Fieldhouse,5.532130652318307E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.46283110759377,47.25587552110743]}"
00000000000000003819_0,Sports Venue,Memorial Gym,3.520402045330294E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.49078535594867,31.786886328569267]}"
0000000000000000381a_0,Sports Venue,Memorial Gymnasium,4.046160728362886E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.80869748088996,36.125749150866554]}"
0000000000000000381b_0,Sports Venue,Memorial Hall,2.859381521694772E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.489924900984,40.590376112940575]}"
0000000000000000381c_0,Sports Venue,Meridian Centre,3.195290095846152E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.26284909428598,43.1685409783636]}"
0000000000000000381d_0,Sports Venue,Michelob Ultra Arena,4.7899856846536706E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.16851100054325,36.06286708097819]}"
