latitude,longitude,name,type,popup
32.715231144203,-117.163336257061,Spreckels Theatre Building,NRHP-Listed Only,"<strong>Spreckels Theatre Building</strong><br/>San Diego, CA<br/>Listed: 5/28/75<br/>Type: NRHP-Listed Only"
37.786991841992,-122.410246125613,Geary Theatre,NRHP-Listed Only,"<strong>Geary Theatre</strong><br/>San Francisco, CA<br/>Listed: 5/27/75<br/>Type: NRHP-Listed Only"
37.782808015022,-122.41071299762,Market Street Theatre and Loft District,NRHP-Listed Only,"<strong>Market Street Theatre and Loft District</strong><br/>San Francisco, CA<br/>Listed: 4/10/86<br/>Type: NRHP-Listed Only"
37.756215924284,-122.419000017652,New Mission Theater,NRHP-Listed Only,"<strong>New Mission Theater</strong><br/>San Francisco, CA<br/>Listed: 11/9/01<br/>Type: NRHP-Listed Only"
37.952561293707,-121.287502181384,Fox California Theater,NRHP-Listed Only,"<strong>Fox California Theater</strong><br/>Stockton, CA<br/>Listed: 6/27/79<br/>Type: NRHP-Listed Only"
37.486422594534,-122.229501588794,New Sequoia Theater Building,NRHP-Listed Only,"<strong>New Sequoia Theater Building</strong><br/>Redwood City, CA<br/>Listed: 5/5/94<br/>Type: NRHP-Listed Only"
34.969102737945,-120.573506858467,Royal Theater (Additional Documentation),NRHP-Listed Only,"<strong>Royal Theater (Additional Documentation)</strong><br/>Guadalupe, CA<br/>Listed: 3/10/22<br/>Type: NRHP-Listed Only"
40.581898354265,-122.389607952158,Cascade Theatre,LHAT Member Theater,"<strong>Cascade Theatre</strong><br/>Redding, CA<br/>Listed: 1/17/02<br/>Type: LHAT Member Theater"
40.176022001624,-122.234602254925,State Theatre,LHAT Member Theater,"<strong>State Theatre</strong><br/>Red Bluff, CA<br/>Listed: 4/17/02<br/>Type: LHAT Member Theater"
34.447641072072,-119.246071893371,Isis Theater,NRHP-Listed Only,"<strong>Isis Theater</strong><br/>Ojai, CA<br/>Listed: 1/12/26<br/>Type: NRHP-Listed Only"
34.280439496171,-119.29145000842,Ventura Theatre,NRHP-Listed Only,"<strong>Ventura Theatre</strong><br/>Ventura, CA<br/>Listed: 12/29/86<br/>Type: NRHP-Listed Only"
38.740750122229,-108.070643333751,Egyptian Theater,NRHP-Listed Only,"<strong>Egyptian Theater</strong><br/>Delta, CO<br/>Listed: 7/12/93<br/>Type: NRHP-Listed Only"
39.740328537179,-104.948378701205,Bluebird Theater,NRHP-Listed Only,"<strong>Bluebird Theater</strong><br/>Denver, CO<br/>Listed: 1/31/97<br/>Type: NRHP-Listed Only"
39.739801259417,-104.95636522378,Bonfils Memorial Theater,NRHP-Listed Only,"<strong>Bonfils Memorial Theater</strong><br/>Denver, CO<br/>Listed: 12/27/06<br/>Type: NRHP-Listed Only"
