Ref#,Property Name,State,County,City,Street & Number,Area of Significance,Category of Property,Other Names,Property ID,Address
06000216,Russell Theatre,KENTUCKY,Mason,Maysville,9 E. Third St.,ENTERTAINMENT/RECREATION,BUILDING,MSM-97,06000216,"9 E. Third St., Maysville, KENTUCKY"
75000805,Washington Opera House,KENTUCKY,Mason,Maysville,116 W. 2nd St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,See Also:Maysville Downtown Historic District,75000805,"116 W. 2nd St., Maysville, KENTUCKY"
04001255,Lane Theater,KENTUCKY,Whitley,Williamsburg,510 Main St.,ENTERTAINMENT/RECREATION,BUILDING,WH-W-28,04001255,"510 Main St., Williamsburg, KENTUCKY"
79001052,Bailey Theatre,LOUISIANA,Avoyelles,Bunkie,Oak St.,ARCHITECTURE; SOCIAL HISTORY,BUILDING,NA,79001052,"Oak St., Bunkie, LOUISIANA"
91000624,Shreveport Municipal Memorial Auditorium,LOUISIANA,Caddo,Shreveport,705 Elvis Presley Avenue (formerly Grand Avenue),PERFORMING ARTS; ARCHITECTURE,BUILDING,NA,91000624,"705 Elvis Presley Avenue (formerly Grand Avenue), Shreveport, LOUISIANA"
77000668,Strand Theatre,LOUISIANA,Caddo,Shreveport,630 Crockett,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,77000668,"630 Crockett, Shreveport, LOUISIANA"
89000381,McNeese State University Auditorium,LOUISIANA,Calcasieu,Lake Charles,Ryan St. S of Sale St.,ARCHITECTURE,BUILDING,NA,89000381,"Ryan St. S of Sale St., Lake Charles, LOUISIANA"
13001125,Baker High School Auditorium,LOUISIANA,East Baton Rouge,Baker,3200 Groom Rd.,ARCHITECTURE,BUILDING,NA,13001125,"3200 Groom Rd., Baker, LOUISIANA"
10000980,Lincoln Theater,LOUISIANA,East Baton Rouge,East Baton Rouge,1305 Myrtle Walk,BLACK; ENTERTAINMENT/RECREATION,BUILDING,NA,10000980,"1305 Myrtle Walk, East Baton Rouge, LOUISIANA"
99000234,Evangeline Theater,LOUISIANA,Iberia,New Iberia,129 E. Main St.,ARCHITECTURE,BUILDING,Sliman Theatre for the Performing Arts,99000234,"129 E. Main St., New Iberia, LOUISIANA"
08000731,Palace Theatre,LOUISIANA,Jackson,Jonesboro,125 Jimmy Davis Blvd.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,08000731,"125 Jimmy Davis Blvd., Jonesboro, LOUISIANA"
98001360,Strand Theatre,LOUISIANA,Jefferson Davis,Jennings,432 N. Main St.,ENTERTAINMENT/RECREATION,BUILDING,NA,98001360,"432 N. Main St., Jennings, LOUISIANA"
86000428,Grand Theatre,LOUISIANA,Lafourche,Thibodaux,401 Green St.,ARCHITECTURE,BUILDING,NA,86000428,"401 Green St., Thibodaux, LOUISIANA"
93001105,Dixie Theatre,LOUISIANA,Lincoln,Ruston,206 N. Vienna St.,ENTERTAINMENT/RECREATION,BUILDING,NA,93001105,"206 N. Vienna St., Ruston, LOUISIANA"
100011577,Gem Theater,LOUISIANA,Lincoln,Dubach,120 East Hico Street,ENTERTAINMENT/RECREATION; ETHNIC HERITAGE-BLACK,building,Wahoo Theater; Joy Theater,100011577,"120 East Hico Street, Dubach, LOUISIANA"
98000113,Howard Auditorium-Louisiana Tech University,LOUISIANA,Lincoln,Ruston,Jct. of Adams Blvd. and Arizona St.,EDUCATION; ARCHITECTURE,BUILDING,NA,98000113,"Jct. of Adams Blvd. and Arizona St., Ruston, LOUISIANA"
87001474,Rose Theatre,LOUISIANA,Morehouse,Bastrop,US 165,ENTERTAINMENT/RECREATION,BUILDING,NA,87001474,"US 165, Bastrop, LOUISIANA"
98001078,Carver Theater,LOUISIANA,Orleans,New Orleans,2101 Orleans Ave.,ENTERTAINMENT/RECREATION; BLACK,BUILDING,NA,98001078,"2101 Orleans Ave., New Orleans, LOUISIANA"
15001002,Gem Theater,LOUISIANA,Orleans,New Orleans,3940 Thalia St.,BLACK,BUILDING,NA,15001002,"3940 Thalia St., New Orleans, LOUISIANA"
02001161,Iroquois Theater,LOUISIANA,Orleans,New Orleans,413-415 S. Rampart St.,ENTERTAINMENT/RECREATION; BLACK,BUILDING,NA,02001161,"413-415 S. Rampart St., New Orleans, LOUISIANA"
82002787,Orpheum Theatre,LOUISIANA,Orleans,New Orleans,125--129 University Pl.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,82002787,"125--129 University Pl., New Orleans, LOUISIANA"
77000676,Saenger Theatre,LOUISIANA,Orleans,New Orleans,1111 Canal St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,See Also:  Saenger Theatre (Boundary Increase); 85000794 &amp; 85003592 (OO),77000676,"1111 Canal St., New Orleans, LOUISIANA"
85000794,Saenger Theatre (Boundary Increase),LOUISIANA,Orleans,New Orleans,1101-1111 Canal St.,ARCHITECTURE,BUILDING,See Also:Saenger Theatre,85000794,"1101-1111 Canal St., New Orleans, LOUISIANA"
81000298,Rapides Opera House,LOUISIANA,Rapides,Alexandria,1125 3rd St.,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,Paramount Theatre,81000298,"1125 3rd St., Alexandria, LOUISIANA"
87000177,Liberty Theatre,LOUISIANA,St. Landry,Eunice,200 W. Park Ave.,ENTERTAINMENT/RECREATION,BUILDING,Liberty Center for the Performing Arts,87000177,"200 W. Park Ave., Eunice, LOUISIANA"
97000966,Arcade Theater,LOUISIANA,St. Tammany,Slidell,2247-2251 Carey St.,ENTERTAINMENT/RECREATION,BUILDING,NA,97000966,"2247-2251 Carey St., Slidell, LOUISIANA"
13001130,Fiske Theatre,LOUISIANA,West Carroll,Oak Grove,306 E. Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,13001130,"306 E. Main St., Oak Grove, LOUISIANA"
100012834,Gayety Theatre,MAINE,Aroostook,Van Buren,44 Main Street,ENTERTAINMENT/RECREATION,building,NA,100012834,"44 Main Street, Van Buren, MAINE"
84001359,Island Falls Opera House,MAINE,Aroostook,Island Falls,Patten Rd. and Sewall St.,SOCIAL HISTORY; PERFORMING ARTS,BUILDING,Pettengill Building,84001359,"Patten Rd. and Sewall St., Island Falls, MAINE"
88003002,Deertrees Theatre,MAINE,Cumberland,Harrison,Deertrees Rd.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,88003002,"Deertrees Rd., Harrison, MAINE"
100006989,Greenwood Garden Playhouse,MAINE,Cumberland,Portland,32 Garden Pl.,ENTERTAINMENT/RECREATION,building,NA,100006989,"32 Garden Pl., Portland, MAINE"
80000222,Criterion Theatre,MAINE,Hancock,Bar Harbor,35 Cottage St.,ART; PERFORMING ARTS,BUILDING,NA,80000222,"35 Cottage St., Bar Harbor, MAINE"
91001509,Stonington Opera House,MAINE,Hancock,Stonington,NW corner of Main St. and Russ Hill Rd.,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,91001509,"NW corner of Main St. and Russ Hill Rd., Stonington, MAINE"
14000834,Colonial Theater,MAINE,Kennebec,Augusta,139 Water St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Colonial Theatre,14000834,"139 Water St., Augusta, MAINE"
76000097,Waterville Opera House and City Hall,MAINE,Kennebec,Waterville,Castonguay Sq.,ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT,BUILDING,NA,76000097,"Castonguay Sq., Waterville, MAINE"
13000285,Camden Amphitheatre and Public Library,MAINE,Knox,Camden,55 Main St.,NA,DISTRICT,NA,13000285,"55 Main St., Camden, MAINE"
86003539,Camden Opera House Block,MAINE,Knox,Camden,Off US 1,ARCHITECTURE,BUILDING,NA,86003539,"Off US 1, Camden, MAINE"
04001284,Strand Theatre,MAINE,Knox,Rockland,345 Main St.,ENTERTAINMENT/RECREATION,BUILDING,NA,04001284,"345 Main St., Rockland, MAINE"
08001256,Pythian Opera House,MAINE,Lincoln,Boothbay Harbor,86 Townsend Ave.,SOCIAL HISTORY; POLITICS/GOVERNMENT; ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Knights of Pythias Hall; Boothbay Harbor Opera House; The Opera House,08001256,"86 Townsend Ave., Boothbay Harbor, MAINE"
86002434,Waldo Theatre,MAINE,Lincoln,Waldoboro,Main St.,ARCHITECTURE,BUILDING,NA,86002434,"Main St., Waldoboro, MAINE"
75000111,Lakewood Theater,MAINE,Somerset,Madison,NE of Madison in town of Lakewood on bank of Lake Wesserunsett,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,NA,75000111,"NE of Madison in town of Lakewood on bank of Lake Wesserunsett, Madison, MAINE"
95001458,Ogunquit Playhouse,MAINE,York,Ogunquit,"US 1 E side, 0.2 mi. S of jct. with Bourne Rd.",PERFORMING ARTS; COMMUNITY PLANNING AND DEVELOPMENT; EDUCATION; ARCHITECTURE,BUILDING,NA,95001458,"US 1 E side, 0.2 mi. S of jct. with Bourne Rd., Ogunquit, MAINE"
100008654,Ambassador Theater,MARYLAND,Baltimore,Baltimore,4604 Liberty Heights Ave.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,B-5337,100008654,"4604 Liberty Heights Ave., Baltimore, MARYLAND"
99001670,Hippodrome Theatre,MARYLAND,Baltimore,Baltimore (Independent City),12 N. Eutaw St.,ENTERTAINMENT/RECREATION; PERFORMING ARTS; ARCHITECTURE,BUILDING,B-2338,99001670,"12 N. Eutaw St., Baltimore (Independent City), MARYLAND"
86000131,Lyric Theatre,MARYLAND,Baltimore,Baltimore (Independent City),124 W. Mt. Royal Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Baltimore Music Hall,86000131,"124 W. Mt. Royal Ave., Baltimore (Independent City), MARYLAND"
86000131,Lyric Theatre (Additional Documentation),MARYLAND,Baltimore,Baltimore (Independent City),124 W. Mt. Royal Ave.,ARCHITECTURE; PERFORMING ARTS; SOCIAL HISTORY,building,Baltimore Music Hall,86000131,"124 W. Mt. Royal Ave., Baltimore (Independent City), MARYLAND"
89001153,Senator Theatre,MARYLAND,Baltimore,Baltimore (Independent City),5904--5906 York Rd.,ARCHITECTURE,BUILDING,NA,89001153,"5904--5906 York Rd., Baltimore (Independent City), MARYLAND"
99000133,Bethesda Theatre,MARYLAND,Montgomery,Bethesda,7719 Wisconsin Ave.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Boro Theatre; M:35-14-4,99000133,"7719 Wisconsin Ave., Bethesda, MARYLAND"
78001478,Colonial Theatre,MARYLAND,Washington,Hagerstown,12--14 S. Potomac St.,ART; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,78001478,"12--14 S. Potomac St., Hagerstown, MARYLAND"
76001015,Maryland Theatre,MARYLAND,Washington,Hagerstown,21--23 S. Potomac St.,ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NA,76001015,"21--23 S. Potomac St., Hagerstown, MARYLAND"
96000301,Mar-Va Theater,MARYLAND,Worcester,Pocomoke City,103 Market St.,ARCHITECTURE,BUILDING,WO-363,96000301,"103 Market St., Pocomoke City, MARYLAND"
05000082,Lynn Memorial City Hall and Auditorium,MASSACHUSETTS,Essex,Lynn,3 City Hall Square,ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT; ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT,BUILDING,NA,05000082,"3 City Hall Square, Lynn, MASSACHUSETTS"
83000591,Garden Theater Block,MASSACHUSETTS,Franklin,Greenfield,361 Main St. (formerly 353-367),ARCHITECTURE,BUILDING,NA,83000591,"361 Main St. (formerly 353-367), Greenfield, MASSACHUSETTS"
79000348,"Sanderson, Julia, Theater",MASSACHUSETTS,Hampden,Springfield,1676-1708 Main St.,COMMERCE; ARCHITECTURE; PERFORMING ARTS,BUILDING,Paramount Theater,79000348,"1676-1708 Main St., Springfield, MASSACHUSETTS"
85001025,Capitol Theater Building,MASSACHUSETTS,Middlesex,Arlington,202--208 Massachusetts Ave.,ARCHITECTURE,BUILDING,NA,85001025,"202--208 Massachusetts Ave., Arlington, MASSACHUSETTS"
89002330,Somerville Theatre,MASSACHUSETTS,Middlesex,Somerville,55 Davis Sq.,COMMUNITY PLANNING AND DEVELOPMENT; ENTERTAINMENT/RECREATION; COMMERCE; PERFORMING ARTS; ARCHITECTURE,BUILDING,Hobbs Building,89002330,"55 Davis Sq., Somerville, MASSACHUSETTS"
89001315,Wollaston Theatre,MASSACHUSETTS,Norfolk,Quincy,14 Beale St.,COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE,BUILDING,NA,89001315,"14 Beale St., Quincy, MASSACHUSETTS"
80000676,Charles Playhouse,MASSACHUSETTS,Suffolk,Boston,74-78 Warenton St.,COMMERCE; ARCHITECTURE; RELIGION; PERFORMING ARTS,BUILDING,NA,80000676,"74-78 Warenton St., Boston, MASSACHUSETTS"
80000445,Metropolitan Theatre,MASSACHUSETTS,Suffolk,Boston,252-272 Tremont St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Music Hall,80000445,"252-272 Tremont St., Boston, MASSACHUSETTS"
100009307,Repertory Theatre of Boston,MASSACHUSETTS,Suffolk,Boston,264 Huntington Ave.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Huntington Theatre; Jewett Repertory Theatre,100009307,"264 Huntington Ave., Boston, MASSACHUSETTS"
80000444,"Shubert, Sam S., Theatre",MASSACHUSETTS,Suffolk,Boston,263-265 Tremont St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,80000444,"263-265 Tremont St., Boston, MASSACHUSETTS"
79000370,Washington Street Theatre District,MASSACHUSETTS,Suffolk,Boston,511-559 Washington St.,ARCHITECTURE; PERFORMING ARTS,DISTRICT,NA,79000370,"511-559 Washington St., Boston, MASSACHUSETTS"
80000443,Wilbur Theatre,MASSACHUSETTS,Suffolk,Boston,244-250 Tremont St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Ye Wilbur Theatre,80000443,"244-250 Tremont St., Boston, MASSACHUSETTS"
10001122,Poli's Palace Theater,MASSACHUSETTS,Worcester,Worcester,2 Southbridge St,ARCHITECTURE; ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,Showcase Cinema; Franklin Sq. Theatre; Grand Theatre; The Hanover Theatre,10001122,"2 Southbridge St, Worcester, MASSACHUSETTS"
100010158,Capri Drive-In Theater,MICHIGAN,Branch,Batavia Township,119 West Chicago Road,ENTERTAINMENT/RECREATION,district,NA,100010158,"119 West Chicago Road, Batavia Township, MICHIGAN"
100003577,Tibbits Opera House,MICHIGAN,Branch,Coldwater,14 S. Hanchett St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Tibbits Theater,100003577,"14 S. Hanchett St., Coldwater, MICHIGAN"
93000620,Vermontville Opera House,MICHIGAN,Eaton,Vermontville,"120 E. First St., 219 S. Main St.",ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,93000620,"120 E. First St., 219 S. Main St., Vermontville, MICHIGAN"
85000165,Capitol Theatre Building,MICHIGAN,Genesee,Flint,140 E. 2nd St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,85000165,"140 E. 2nd St., Flint, MICHIGAN"
85000061,Ironwood Theatre Complex,MICHIGAN,Gogebic,Ironwood,Aurora St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Ironwood Theatre;Vertin Building;Burchell Building,85000061,"Aurora St., Ironwood, MICHIGAN"
72000616,City Opera House,MICHIGAN,Grand Traverse,Traverse City,106-112 Front St.,ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NA,72000616,"106-112 Front St., Traverse City, MICHIGAN"
13000443,Wright Opera house Block Complex,MICHIGAN,Gratiot,Alma,101-113 E Superior & 408 N. State Sts.,ARCHITECTURE; COMMERCE; SOCIAL HISTORY; ENTERTAINMENT/RECREATION,BUILDING,Alma Opera House Block,13000443,"101-113 E Superior & 408 N. State Sts., Alma, MICHIGAN"
71000392,Calumet Theatre,MICHIGAN,Houghton,Calumet,340 6th St.,PERFORMING ARTS,BUILDING,Calumet Civic Auditorium,71000392,"340 6th St., Calumet, MICHIGAN"
80001871,Strand Theatre and Arcade,MICHIGAN,Ingham,Lansing,211-219 S. Washington Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Michigan Theater and Arcade,80001871,"211-219 S. Washington Ave., Lansing, MICHIGAN"
80001874,Michigan Theater,MICHIGAN,Jackson,Jackson,124 N. Mechanic St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,80001874,"124 N. Mechanic St., Jackson, MICHIGAN"
83004623,State Theatre (Additional Documentation),MICHIGAN,Kalamazoo,Kalamazoo,404 South Burdick St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Kalamazoo State Theatre,83004623,"404 South Burdick St., Kalamazoo, MICHIGAN"
85000839,Adrian Union Hall-Croswell Opera House,MICHIGAN,Lenawee,Adrian,Address Restricted,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,85000839,"Address Restricted, Adrian, MICHIGAN"
72000640,Ramsdell Theatre,MICHIGAN,Manistee,Manistee,101 Maple St.,ENTERTAINMENT/RECREATION,BUILDING,NA,72000640,"101 Maple St., Manistee, MICHIGAN"
05000714,Vista Theater,MICHIGAN,Marquette,Negaunee,218 Iron St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,05000714,"218 Iron St., Negaunee, MICHIGAN"
06000723,Detroit Finnish Co-operative Summer Camp,MICHIGAN,Oakland,Wixom,2524 Loon Lake Rd.,EUROPEAN; SOCIAL HISTORY,DISTRICT,NA,06000723,"2524 Loon Lake Rd., Wixom, MICHIGAN"
84001810,Eagle Theater,MICHIGAN,Oakland,Pontiac,11-15 S. Saginaw St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,84001810,"11-15 S. Saginaw St., Pontiac, MICHIGAN"
100010780,Rogers Theater,MICHIGAN,Presque Isle,Rogers City,257 North 3rd Street,ENTERTAINMENT/RECREATION; ARCHITECTURE,building,Rogers City Theater,100010780,"257 North 3rd Street, Rogers City, MICHIGAN"
80001917,Michigan Theater Building,MICHIGAN,Washtenaw,Ann Arbor,521-109 E. LIberty St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,80001917,"521-109 E. LIberty St., Ann Arbor, MICHIGAN"
84000018,Pease Auditorium,MICHIGAN,Washtenaw,Ypsilanti,College Pl.,EDUCATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,84000018,"College Pl., Ypsilanti, MICHIGAN"
05000719,Alger Theater,MICHIGAN,Wayne,Detroit,16451 E. Warren Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,05000719,"16451 E. Warren Ave., Detroit, MICHIGAN"
85000993,Century Building and Little Theatre,MICHIGAN,Wayne,Detroit,333 Madison,SOCIAL HISTORY; ARCHITECTURE,BUILDING,Century Club,85000993,"333 Madison, Detroit, MICHIGAN"
85000280,Fox Theater Building,MICHIGAN,Wayne,Detroit,2111 Woodward Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,85000280,"2111 Woodward Ave., Detroit, MICHIGAN"
08000577,Majestic Theater,MICHIGAN,Wayne,Detroit,4126-4140 Woodward Avenue,ARCHITECTURE,BUILDING,NA,08000577,"4126-4140 Woodward Avenue, Detroit, MICHIGAN"
82000551,"Palms, Francis, Building & State Theater",MICHIGAN,Wayne,Detroit,2111 Woodward Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Palms Building &amp; Theater,82000551,"2111 Woodward Ave., Detroit, MICHIGAN"
84000112,"Palms, Francis, Building and State Theater",MICHIGAN,Wayne,Detroit,2111 Woodward Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Palm Building and Theater,84000112,"2111 Woodward Ave., Detroit, MICHIGAN"
11000222,Prentis Building and DeRoy Auditorium Complex,MICHIGAN,Wayne,Detroit,5203 Cass Ave.,ARCHITECTURE,BUILDING,NA,11000222,"5203 Cass Ave., Detroit, MICHIGAN"
85000171,Redford Theatre Building,MICHIGAN,Wayne,Detroit,17354 Lahser Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,85000171,"17354 Lahser Ave., Detroit, MICHIGAN"
77000725,Wilson Theatre,MICHIGAN,Wayne,Detroit,350 Madison Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Music Hall,77000725,"350 Madison Ave., Detroit, MICHIGAN"
80001934,Windego Park Auditorium/Open Air Theater,MINNESOTA,Anoka,Anoka,Between S. Ferry St. and Rum River,ARCHITECTURE; PERFORMING ARTS,STRUCTURE,NA,80001934,"Between S. Ferry St. and Rum River, Anoka, MINNESOTA"
95001376,Deerwood Auditorium,MINNESOTA,Crow Wing,Deerwood,23770 Forest Rd.,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,BUILDING,NA,95001376,"23770 Forest Rd., Deerwood, MINNESOTA"
85001928,Brandon Auditorium and Fire Hall,MINNESOTA,Douglas,Brandon,Holmes Ave.,INDUSTRY; ARCHITECTURE,BUILDING,Brandom Auditorium and City Hall,85001928,"Holmes Ave., Brandon, MINNESOTA"
86000480,Clarks Grove Cooperative Creamery,MINNESOTA,Freeborn,Clarks Grove,Main St. E and Independence Ave.,AGRICULTURE; COMMERCE; ARCHITECTURE; SOCIAL HISTORY,BUILDING,NA,86000480,"Main St. E and Independence Ave., Clarks Grove, MINNESOTA"
80002052,"Bank of Pine Island, Opera House Block",MINNESOTA,Goodhue,Pine Island,222 S. Main St.,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,80002052,"222 S. Main St., Pine Island, MINNESOTA"
76001054,"Sheldon, T. B., Memorial Auditorium",MINNESOTA,Goodhue,Red Wing,443 W. 3rd St.,PERFORMING ARTS,BUILDING,Auditorium Theatre,76001054,"443 W. 3rd St., Red Wing, MINNESOTA"
15000212,"Scofield, Anna J. Memorial Auditorium and Harold E. Thorson Memorial Library",MINNESOTA,Grant,Elbow Lake,"117 Central Ave., N.",POLITICS/GOVERNMENT,BUILDING,Scofield-Thorson Memorial Building,15000212,"117 Central Ave., N., Elbow Lake, MINNESOTA"
95001548,Hennepin Theatre,MINNESOTA,Hennepin,Minneapolis,910 Hennepin Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Hennepin Orpheum Theatre;RKO Orpheum Theatre;Orpheum Theatre,95001548,"910 Hennepin Ave., Minneapolis, MINNESOTA"
13001145,Hollywood Theater,MINNESOTA,Hennepin,Minneapolis,"2815 Johnson St., NE.",ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,13001145,"2815 Johnson St., NE., Minneapolis, MINNESOTA"
95001230,"Shubert, Sam S., Theatre",MINNESOTA,Hennepin,Minneapolis,"516 Hennepin Ave., S.",PERFORMING ARTS; ARCHITECTURE,BUILDING,Alvin Theatre;Academy Theatre,95001230,"516 Hennepin Ave., S., Minneapolis, MINNESOTA"
91000976,Willmar Auditorium,MINNESOTA,Kandiyohi,Willmar,311 6th St. SW.,ART; SOCIAL HISTORY; ARCHITECTURE,BUILDING,NA,91000976,"311 6th St. SW., Willmar, MINNESOTA"
77000753,Lake Benton Opera House,MINNESOTA,Lincoln,Lake Benton,Benton St. between Fremont and Center Sts.,PERFORMING ARTS,BUILDING,NA,77000753,"Benton St. between Fremont and Center Sts., Lake Benton, MINNESOTA"
82002979,Lake Benton Opera House and Kimball Building (Boundary Increase),MINNESOTA,Lincoln,Lake Benton,Benton St.,COMMERCE,BUILDING,Lake Benton Opera House &amp; American Legion Building,82002979,"Benton St., Lake Benton, MINNESOTA"
80004530,Fairmont Opera House,MINNESOTA,Martin,Fairmont,Downtown Plaza and Blue Earth Ave.,ARCHITECTURE,BUILDING,Nicholas Theatre,80004530,"Downtown Plaza and Blue Earth Ave., Fairmont, MINNESOTA"
84000019,Litchfield Opera House,MINNESOTA,Meeker,Litchfield,136 N. Marshall Ave.,ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT,building,Litchfield Community Building,84000019,"136 N. Marshall Ave., Litchfield, MINNESOTA"
86002906,Paramount Theater,MINNESOTA,Mower,Austin,125 Fourth Ave. NE,ARCHITECTURE,BUILDING,The Theater Night Club,86002906,"125 Fourth Ave. NE, Austin, MINNESOTA"
80002098,Chateau Dodge Theatre,MINNESOTA,Olmsted,Rochester,"15 1st St., SW",ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Chateau Theatre,80002098,"15 1st St., SW, Rochester, MINNESOTA"
80004533,Eyota Farmers Cooperative Creamery Association,MINNESOTA,Olmsted,Eyota,"222 Washington Ave., S.",INDUSTRY; ARCHITECTURE; SOCIAL HISTORY,BUILDING,Eyota Cooperative Creamery,80004533,"222 Washington Ave., S., Eyota, MINNESOTA"
99001310,Viola Cooperative Creamery,MINNESOTA,Olmsted,Viola,10500 Viola Rd. NE,COMMERCE,BUILDING,NA,99001310,"10500 Viola Rd. NE, Viola, MINNESOTA"
100005247,Thief River Falls Auditorium and Municipal Building,MINNESOTA,Pennington,Thief River Falls,123 Main Ave. North,POLITICS/GOVERNMENT; ENTERTAINMENT/RECREATION; ARCHITECTURE,building,Old City Auditorium,100005247,"123 Main Ave. North, Thief River Falls, MINNESOTA"
10000475,"Shubert, Sam S., Theatre and Shubert Building",MINNESOTA,Ramsey,Saint Paul,10 E Exchange St and 488 N Wabasha St,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,World Theater; Fitzgerald Theater;Fitzgerald Condominiums,10000475,"10 E Exchange St and 488 N Wabasha St, Saint Paul, MINNESOTA"
